"Ii12","0","0","3","1","6","6","8","2","2","10","1","10","9","1","2","9","1","1","1","1","4","9","8","7","15","9","4","4","5","7","7","3","3","1","6","1","1","2","1","6","5","9","9","9","9","1","1","2","1","2","1","2","10","10","10","10","9","9","10","9","9","9","9","4","9","1","9","1","1","1","1","6","4","7","4","3","3","3","7","8","8","6","2"
"Ij2","3","1","2","0","4","6","8","7","6","10","1","10","9","11","2","9","1","1","1","1","4","2","12","5","11","5","4","3","5","7","4","3","2","1","1","1","1","1","1","6","5","9","6","9","9","1","1","2","1","2","9","2","10","9","10","10","9","9","9","9","9","10","9","4","9","1","9","2","3","1","1","7","1","7","3","6","5","2","8","1","8","4","2"
"Ij6","1","0","4","0","5","6","8","8","2","2","2","2","9","11","2","9","1","1","1","1","4","2","12","5","15","9","4","6","5","7","3","3","3","1","1","2","1","2","1","7","5","9","9","9","9","1","1","6","9","2","2","1","10","10","10","10","3","9","10","10","9","9","9","4","3","1","9","4","2","1","1","5","4","5","4","6","5","3","8","8","8","6","2"
"Ij8","0","0","4","1","5","6","8","2","2","2","2","2","9","11","3","9","1","1","1","1","4","9","8","7","15","9","4","4","4","7","4","3","3","1","1","5","1","2","1","6","5","9","9","9","9","1","2","9","9","2","2","2","10","10","10","10","3","9","10","10","9","9","9","4","9","1","9","1","1","1","1","4","1","5","3","6","5","2","10","8","8","4","2"
"Ne5","2","8","0","0","0","3","8","8","3","11","2","11","1","10","4","9","1","1","1","1","2","9","7","8","15","9","4","2","6","1","7","3","2","1","1","1","1","4","1","3","6","9","9","6","6","9","6","6","1","9","1","6","10","10","9","9","10","9","9","9","10","9","9","1","9","1","9","1","1","9","9","1","9","1","9","2","2","2","11","4","5","1","2"
"Ng12","2","2","2","0","4","6","8","2","2","5","3","5","2","6","3","9","1","1","6","6","9","9","7","8","15","9","1","3","6","5","5","2","2","1","1","1","1","1","1","6","3","9","9","6","6","8","1","6","1","1","9","5","10","10","9","9","9","9","9","9","9","10","9","1","9","1","9","1","1","3","5","7","4","7","1","6","2","2","2","4","4","8","2"
"Ng3","2","2","2","0","4","3","8","8","2","5","3","5","9","11","2","9","1","1","6","4","9","9","7","8","15","9","1","3","6","7","5","4","3","2","1","1","1","1","1","6","3","9","6","6","6","1","1","6","1","2","9","5","10","9","9","9","9","9","9","9","9","10","9","1","9","1","9","1","1","2","4","7","9","7","1","1","5","2","2","8","4","1","2"
"Ng5","1","2","2","0","5","6","8","7","2","5","3","5","9","11","2","9","1","1","4","4","9","9","12","5","15","9","1","3","6","7","4","3","3","1","1","1","1","1","1","6","3","9","9","1","6","1","1","6","1","1","9","5","10","10","9","9","9","9","9","9","9","10","9","1","9","1","9","1","1","2","1","1","1","3","3","2","5","2","2","8","3","2","2"
"Nh3","2","1","0","3","4","3","8","7","4","5","3","5","1","10","3","9","1","1","5","4","9","9","7","8","15","9","5","6","6","3","4","3","1","1","1","1","1","3","1","7","3","1","6","1","6","9","1","6","1","9","4","2","3","9","9","9","10","9","9","9","10","9","9","1","9","1","9","2","2","7","5","7","9","2","1","3","2","2","11","2","9","4","2"
"Sb9","0","0","0","2","8","6","8","2","2","6","2","6","9","11","3","9","1","1","1","1","2","9","8","7","15","9","3","5","6","7","8","3","4","4","1","1","1","7","1","7","6","1","8","1","1","1","1","9","9","9","5","2","3","9","3","3","3","3","10","10","10","9","9","5","9","1","9","4","2","4","1","5","1","5","1","3","5","2","2","8","8","3","2"
"Sf2","0","0","1","3","6","6","8","8","1","8","1","8","9","11","1","9","3","3","1","1","9","9","8","7","15","9","4","3","5","7","5","3","3","4","1","1","2","7","2","6","1","1","3","1","2","1","1","9","1","1","5","4","9","9","9","9","9","9","10","9","9","9","9","2","9","1","9","1","1","6","5","7","1","7","1","4","5","2","9","8","8","2","2"
"Sh7","1","1","2","1","5","2","8","7","2","9","1","10","2","6","3","9","1","1","1","1","1","9","10","1","15","9","3","3","6","7","7","3","2","4","1","5","1","1","1","6","6","9","6","1","6","9","1","9","1","3","4","2","10","9","9","9","10","9","10","9","9","9","9","4","3","1","9","3","2","1","1","7","1","7","3","3","5","2","2","8","8","8","1"
