"","Friulian","Italian","Romansh","Walloon","French","Occitan","Spanish","Portuguese","Catalan","Aromanian","Romanian","Latin","Breton","Breton","Breton","Cornish","Welsh","Welsh","Irish","Scottish Gaelic","Luxembourgish","German","West Flemish","Dutch","English","Swedish","Swedish","Swedish","Norwegian (Bokmål)","Danish","Faroese","Icelandic","Gothic","Czech","Czech","Slovak","Upper Sorbian","Lower Sorbian","Polish","Belarusian","Ukrainian","Russian","Bulgarian","Macedonian","Serbian","Old Church Slavonic","Slovenian","Latvian","Lithuanian","Western Punjabi","Urdu","Hindi","Bihari","Gujarati","Marathi","Sindhi","Assamese","Oriya","Bengali","Kashmiri","Sinhalese","Romani","Sanskrit","Tajik","Persian","Kurdish (Sorani)","Ossetian","Albanian","Anglo Saxon","Greek","Armenian","Armenian"
"Macedonian",11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,9449.08539680353,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,9768.25504064834,3223.85239296283,3223.85239296283,3223.85239296283,3223.85239296286,3223.85239296286,3223.85239296283,3223.85239296283,3223.85239296283,3223.85239296283,1053.6501215832,0,1772.55980275056,1561.23524873826,2736.24667147533,6239.21066256233,6239.21066256233,12798.0624791547,12798.0624791547,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,9803.91638087461,12798.0624791547,12798.0624791547,12798.0624791547,12798.0624791547,12798.0624791546,12798.0624791546,12798.0624791546,13663.9058346533,13663.9058346533
"Serbian",11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,9449.08539680353,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,9768.25504064834,3223.85239296283,3223.85239296283,3223.85239296283,3223.85239296286,3223.85239296286,3223.85239296283,3223.85239296283,3223.85239296283,3223.85239296283,1772.55980275056,1772.55980275056,0,1561.23524873826,2736.24667147533,6239.21066256233,6239.21066256233,12798.0624791547,12798.0624791547,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,9803.91638087461,12798.0624791547,12798.0624791547,12798.0624791547,12798.0624791547,12798.0624791546,12798.0624791546,12798.0624791546,13663.9058346533,13663.9058346533
"Old Church Slavonic",10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,8477.39418072291,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,10444.5169988811,8796.56382456771,2252.16117688221,2252.16117688221,2252.16117688221,2252.16117688223,2252.16117688223,2252.16117688221,2252.16117688221,2252.16117688221,2252.16117688221,1561.23524873826,1561.23524873826,1561.23524873826,0,1764.55545539471,5267.51944648171,5267.51944648171,11826.371263074,11826.371263074,11826.371263074,11826.371263074,11826.371263074,11826.371263074,11826.371263074,11826.371263074,11826.371263074,11826.371263074,11826.371263074,11826.371263074,11826.371263074,8832.22516479398,11826.371263074,11826.371263074,11826.371263074,11826.371263074,11826.371263074,11826.371263074,11826.371263074,12692.2146185727,12692.2146185727
"Slovenian",11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,9449.0853968035,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,9768.2550406483,3223.8523929628,3223.8523929628,3223.8523929628,3223.85239296283,3223.85239296283,3223.8523929628,3223.8523929628,3223.8523929628,3223.8523929628,2736.24667147533,2736.24667147533,2736.24667147533,1764.55545539471,0,6239.2106625623,6239.2106625623,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,9803.91638087458,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,13663.9058346533,13663.9058346533
"Latvian",11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,9449.0853968035,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,9768.2550406483,6239.2106625623,6239.2106625623,6239.2106625623,6239.21066256233,6239.21066256233,6239.2106625623,6239.2106625623,6239.2106625623,6239.2106625623,6239.21066256233,6239.21066256233,6239.21066256233,5267.51944648171,6239.2106625623,0,2694.18429642065,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,9803.91638087458,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,13663.9058346533,13663.9058346533
"Lithuanian",11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,9449.0853968035,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,11416.2082149617,9768.2550406483,6239.2106625623,6239.2106625623,6239.2106625623,6239.21066256233,6239.21066256233,6239.2106625623,6239.2106625623,6239.2106625623,6239.2106625623,6239.21066256233,6239.21066256233,6239.21066256233,5267.51944648171,6239.2106625623,2694.18429642065,0,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,9803.91638087458,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,13663.9058346533,13663.9058346533
"Western Punjabi",12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,10830.9396609964,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11150.1093048412,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791547,12798.0624791547,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791547,12798.0624791547,12798.0624791547,11826.371263074,12798.0624791546,12798.0624791546,12798.0624791546,0,994.98322587975,1572.0852319903,2521.09474560462,3400.23645940442,3400.23645940442,3962.42016691778,4603.50427855632,4603.50427855632,4603.50427855632,5803.17599114418,5803.17599114418,7108.69038267662,5898.5767217911,9768.38625615774,9768.38625615774,9768.38625615776,9768.38625615774,12004.6564016883,12004.6564016883,12004.6564016883,13663.9058346533,13663.9058346533
"Urdu",12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,10830.9396609964,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11150.1093048412,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791547,12798.0624791547,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791547,12798.0624791547,12798.0624791547,11826.371263074,12798.0624791546,12798.0624791546,12798.0624791546,994.98322587975,0,1572.0852319903,2521.09474560462,3400.23645940442,3400.23645940442,3962.42016691778,4603.50427855632,4603.50427855632,4603.50427855632,5803.17599114418,5803.17599114418,7108.69038267662,5898.5767217911,9768.38625615774,9768.38625615774,9768.38625615776,9768.38625615774,12004.6564016883,12004.6564016883,12004.6564016883,13663.9058346533,13663.9058346533
"Hindi",12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,10830.9396609964,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11150.1093048412,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11826.371263074,12798.0624791546,12798.0624791546,12798.0624791546,1572.0852319903,1572.0852319903,0,2521.0947456046,3400.2364594044,3400.2364594044,3962.42016691776,4603.5042785563,4603.5042785563,4603.5042785563,5803.17599114416,5803.17599114416,7108.6903826766,5898.57672179108,9768.38625615772,9768.38625615772,9768.38625615774,9768.38625615772,12004.6564016883,12004.6564016883,12004.6564016883,13663.9058346533,13663.9058346533
"Bihari",12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,10830.9396609964,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11150.1093048412,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11826.371263074,12798.0624791546,12798.0624791546,12798.0624791546,2521.09474560462,2521.09474560462,2521.0947456046,0,3400.2364594044,3400.2364594044,3962.42016691776,4603.5042785563,4603.5042785563,4603.5042785563,5803.17599114416,5803.17599114416,7108.6903826766,5898.57672179108,9768.38625615772,9768.38625615772,9768.38625615774,9768.38625615772,12004.6564016883,12004.6564016883,12004.6564016883,13663.9058346533,13663.9058346533
"Gujarati",12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,10830.9396609964,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11150.1093048412,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11826.371263074,12798.0624791546,12798.0624791546,12798.0624791546,3400.23645940442,3400.23645940442,3400.2364594044,3400.2364594044,0,1986.719873874,3962.42016691776,4603.5042785563,4603.5042785563,4603.5042785563,5803.17599114416,5803.17599114416,7108.6903826766,5898.57672179108,9768.38625615772,9768.38625615772,9768.38625615774,9768.38625615772,12004.6564016883,12004.6564016883,12004.6564016883,13663.9058346533,13663.9058346533
"Marathi",12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,10830.9396609964,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11150.1093048412,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11826.371263074,12798.0624791546,12798.0624791546,12798.0624791546,3400.23645940442,3400.23645940442,3400.2364594044,3400.2364594044,1986.719873874,0,3962.42016691776,4603.5042785563,4603.5042785563,4603.5042785563,5803.17599114416,5803.17599114416,7108.6903826766,5898.57672179108,9768.38625615772,9768.38625615772,9768.38625615774,9768.38625615772,12004.6564016883,12004.6564016883,12004.6564016883,13663.9058346533,13663.9058346533
"Sindhi",12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,10830.9396609964,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11150.1093048412,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11826.371263074,12798.0624791546,12798.0624791546,12798.0624791546,3962.42016691778,3962.42016691778,3962.42016691776,3962.42016691776,3962.42016691776,3962.42016691776,0,4603.5042785563,4603.5042785563,4603.5042785563,5803.17599114416,5803.17599114416,7108.6903826766,5898.57672179108,9768.38625615772,9768.38625615772,9768.38625615774,9768.38625615772,12004.6564016883,12004.6564016883,12004.6564016883,13663.9058346533,13663.9058346533
"Assamese",12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,10830.9396609964,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11150.1093048412,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11826.371263074,12798.0624791546,12798.0624791546,12798.0624791546,4603.50427855632,4603.50427855632,4603.5042785563,4603.5042785563,4603.5042785563,4603.5042785563,4603.5042785563,0,1758.18748734736,2288.0226187927,5803.17599114416,5803.17599114416,7108.6903826766,5898.57672179108,9768.38625615772,9768.38625615772,9768.38625615774,9768.38625615772,12004.6564016883,12004.6564016883,12004.6564016883,13663.9058346533,13663.9058346533
"Oriya",12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,10830.9396609964,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11150.1093048412,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11826.371263074,12798.0624791546,12798.0624791546,12798.0624791546,4603.50427855632,4603.50427855632,4603.5042785563,4603.5042785563,4603.5042785563,4603.5042785563,4603.5042785563,1758.18748734736,0,2288.0226187927,5803.17599114416,5803.17599114416,7108.6903826766,5898.57672179108,9768.38625615772,9768.38625615772,9768.38625615774,9768.38625615772,12004.6564016883,12004.6564016883,12004.6564016883,13663.9058346533,13663.9058346533
"Bengali",12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,10830.9396609964,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11150.1093048412,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11826.371263074,12798.0624791546,12798.0624791546,12798.0624791546,4603.50427855632,4603.50427855632,4603.5042785563,4603.5042785563,4603.5042785563,4603.5042785563,4603.5042785563,2288.0226187927,2288.0226187927,0,5803.17599114416,5803.17599114416,7108.6903826766,5898.57672179108,9768.38625615772,9768.38625615772,9768.38625615774,9768.38625615772,12004.6564016883,12004.6564016883,12004.6564016883,13663.9058346533,13663.9058346533
"Kashmiri",12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,10830.9396609964,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11150.1093048412,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11826.371263074,12798.0624791546,12798.0624791546,12798.0624791546,5803.17599114418,5803.17599114418,5803.17599114416,5803.17599114416,5803.17599114416,5803.17599114416,5803.17599114416,5803.17599114416,5803.17599114416,5803.17599114416,0,4169.1415029803,7108.6903826766,5898.57672179108,9768.38625615772,9768.38625615772,9768.38625615774,9768.38625615772,12004.6564016883,12004.6564016883,12004.6564016883,13663.9058346533,13663.9058346533
"Sinhalese",12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,10830.9396609964,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11150.1093048412,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11826.371263074,12798.0624791546,12798.0624791546,12798.0624791546,5803.17599114418,5803.17599114418,5803.17599114416,5803.17599114416,5803.17599114416,5803.17599114416,5803.17599114416,5803.17599114416,5803.17599114416,5803.17599114416,4169.1415029803,0,7108.6903826766,5898.57672179108,9768.38625615772,9768.38625615772,9768.38625615774,9768.38625615772,12004.6564016883,12004.6564016883,12004.6564016883,13663.9058346533,13663.9058346533
"Romani",12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,10830.9396609964,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11150.1093048412,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11826.371263074,12798.0624791546,12798.0624791546,12798.0624791546,7108.69038267662,7108.69038267662,7108.6903826766,7108.6903826766,7108.6903826766,7108.6903826766,7108.6903826766,7108.6903826766,7108.6903826766,7108.6903826766,7108.6903826766,7108.6903826766,0,5898.57672179108,9768.38625615772,9768.38625615772,9768.38625615774,9768.38625615772,12004.6564016883,12004.6564016883,12004.6564016883,13663.9058346533,13663.9058346533
"Sanskrit",9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,7836.79356271638,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,8155.96320656118,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087461,9803.91638087461,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087458,9803.91638087461,9803.91638087461,9803.91638087461,8832.22516479398,9803.91638087458,9803.91638087458,9803.91638087458,5898.5767217911,5898.5767217911,5898.57672179108,5898.57672179108,5898.57672179108,5898.57672179108,5898.57672179108,5898.57672179108,5898.57672179108,5898.57672179108,5898.57672179108,5898.57672179108,5898.57672179108,0,6774.2401578777,6774.2401578777,6774.24015787772,6774.2401578777,9010.51030340828,9010.51030340828,9010.51030340828,10669.7597363733,10669.7597363733
"Tajik",12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,10830.9396609964,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11150.1093048412,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791547,12798.0624791547,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791547,12798.0624791547,12798.0624791547,11826.371263074,12798.0624791546,12798.0624791546,12798.0624791546,9768.38625615774,9768.38625615774,9768.38625615772,9768.38625615772,9768.38625615772,9768.38625615772,9768.38625615772,9768.38625615772,9768.38625615772,9768.38625615772,9768.38625615772,9768.38625615772,9768.38625615772,6774.2401578777,0,1406.34012824775,3950.96383453896,7649.65344033284,12004.6564016883,12004.6564016883,12004.6564016883,13663.9058346533,13663.9058346533
"Persian",12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,10830.9396609964,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11150.1093048412,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791547,12798.0624791547,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791547,12798.0624791547,12798.0624791547,11826.371263074,12798.0624791546,12798.0624791546,12798.0624791546,9768.38625615774,9768.38625615774,9768.38625615772,9768.38625615772,9768.38625615772,9768.38625615772,9768.38625615772,9768.38625615772,9768.38625615772,9768.38625615772,9768.38625615772,9768.38625615772,9768.38625615772,6774.2401578777,1406.34012824775,0,3950.96383453896,7649.65344033284,12004.6564016883,12004.6564016883,12004.6564016883,13663.9058346533,13663.9058346533
"Kurdish (Sorani)",12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,10830.9396609964,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,11150.1093048412,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791547,12798.0624791547,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791546,12798.0624791547,12798.0624791547,12798.0624791547,11826.371263074,12798.0624791546,12798.0624791546,12798.0624791546,9768.38625615776,9768.38625615776,9768.38625615774,9768.38625615774,9768.38625615774,9768.38625615774,9768.38625615774,9768.38625615774,9768.38625615774,9768.38625615774,9768.38625615774,9768.38625615774,9768.38625615774,6774.24015787772,3950.96383453896,3950.96383453896,0,7649.65344033286,12004.6564016883,12004.6564016883,12004.6564016883,13663.9058346533,13663.9058346533
