"Var1","Var2","value"
"Romansh","Scottish Gaelic",8891.1691552896
"Walloon","Scottish Gaelic",8891.1691552896
"French","Scottish Gaelic",8891.1691552896
"Occitan","Scottish Gaelic",8891.1691552896
"Spanish","Scottish Gaelic",8891.1691552896
"Portuguese","Scottish Gaelic",8891.1691552896
"Catalan","Scottish Gaelic",8891.1691552896
"Aromanian","Scottish Gaelic",8891.1691552896
"Romanian","Scottish Gaelic",8891.1691552896
"Latin","Scottish Gaelic",6924.0463371314
"Breton","Scottish Gaelic",5742.1585000319
"Breton","Scottish Gaelic",5742.1585000319
"Breton","Scottish Gaelic",5742.1585000319
"Cornish","Scottish Gaelic",5742.1585000319
"Welsh","Scottish Gaelic",5742.1585000319
"Welsh","Scottish Gaelic",5742.1585000319
"Irish","Scottish Gaelic",1832.6199460009
"Scottish Gaelic","Scottish Gaelic",0
"Luxembourgish","Scottish Gaelic",10175.8126726966
"German","Scottish Gaelic",10175.8126726966
"West Flemish","Scottish Gaelic",10175.8126726966
"Dutch","Scottish Gaelic",10175.8126726966
"English","Scottish Gaelic",10175.8126726966
"Swedish","Scottish Gaelic",10175.8126726966
"Swedish","Scottish Gaelic",10175.8126726966
"Swedish","Scottish Gaelic",10175.8126726966
"Norwegian (Bokmål)","Scottish Gaelic",10175.8126726966
"Danish","Scottish Gaelic",10175.8126726966
"Faroese","Scottish Gaelic",10175.8126726966
"Icelandic","Scottish Gaelic",10175.8126726966
"Gothic","Scottish Gaelic",8527.85949838323
"Czech","Scottish Gaelic",11416.2082149617
"Czech","Scottish Gaelic",11416.2082149617
"Slovak","Scottish Gaelic",11416.2082149617
"Upper Sorbian","Scottish Gaelic",11416.2082149617
"Lower Sorbian","Scottish Gaelic",11416.2082149617
"Polish","Scottish Gaelic",11416.2082149617
"Belarusian","Scottish Gaelic",11416.2082149617
"Ukrainian","Scottish Gaelic",11416.2082149617
"Russian","Scottish Gaelic",11416.2082149617
"Bulgarian","Scottish Gaelic",11416.2082149617
"Macedonian","Scottish Gaelic",11416.2082149617
"Serbian","Scottish Gaelic",11416.2082149617
"Old Church Slavonic","Scottish Gaelic",10444.5169988811
"Slovenian","Scottish Gaelic",11416.2082149617
"Latvian","Scottish Gaelic",11416.2082149617
"Lithuanian","Scottish Gaelic",11416.2082149617
"Western Punjabi","Scottish Gaelic",12798.0624791546
"Urdu","Scottish Gaelic",12798.0624791546
"Hindi","Scottish Gaelic",12798.0624791546
"Bihari","Scottish Gaelic",12798.0624791546
"Gujarati","Scottish Gaelic",12798.0624791546
"Marathi","Scottish Gaelic",12798.0624791546
"Sindhi","Scottish Gaelic",12798.0624791546
"Assamese","Scottish Gaelic",12798.0624791546
"Oriya","Scottish Gaelic",12798.0624791546
"Bengali","Scottish Gaelic",12798.0624791546
"Kashmiri","Scottish Gaelic",12798.0624791546
"Sinhalese","Scottish Gaelic",12798.0624791546
"Romani","Scottish Gaelic",12798.0624791546
"Sanskrit","Scottish Gaelic",9803.91638087458
"Tajik","Scottish Gaelic",12798.0624791546
"Persian","Scottish Gaelic",12798.0624791546
"Kurdish (Sorani)","Scottish Gaelic",12798.0624791546
"Ossetian","Scottish Gaelic",12798.0624791546
"Albanian","Scottish Gaelic",12798.0624791546
"Anglo Saxon","Scottish Gaelic",12798.0624791546
"Greek","Scottish Gaelic",12798.0624791546
"Armenian","Scottish Gaelic",13663.9058346533
"Armenian","Scottish Gaelic",13663.9058346533
"Friulian","Luxembourgish",10175.8126726966
"Italian","Luxembourgish",10175.8126726966
"Romansh","Luxembourgish",10175.8126726966
"Walloon","Luxembourgish",10175.8126726966
"French","Luxembourgish",10175.8126726966
"Occitan","Luxembourgish",10175.8126726966
"Spanish","Luxembourgish",10175.8126726966
"Portuguese","Luxembourgish",10175.8126726966
"Catalan","Luxembourgish",10175.8126726966
"Aromanian","Luxembourgish",10175.8126726966
"Romanian","Luxembourgish",10175.8126726966
"Latin","Luxembourgish",8208.68985453843
"Breton","Luxembourgish",10175.8126726966
"Breton","Luxembourgish",10175.8126726966
"Breton","Luxembourgish",10175.8126726966
"Cornish","Luxembourgish",10175.8126726966
"Welsh","Luxembourgish",10175.8126726966
"Welsh","Luxembourgish",10175.8126726966
"Irish","Luxembourgish",10175.8126726966
"Scottish Gaelic","Luxembourgish",10175.8126726966
"Luxembourgish","Luxembourgish",0
"German","Luxembourgish",737.100984774301
"West Flemish","Luxembourgish",2750.7415782919
"Dutch","Luxembourgish",2750.7415782919
"English","Luxembourgish",3131.1372503379
"Swedish","Luxembourgish",3792.6452347609
"Swedish","Luxembourgish",3792.6452347609
"Swedish","Luxembourgish",3792.6452347609
"Norwegian (Bokmål)","Luxembourgish",3792.6452347609
"Danish","Luxembourgish",3792.6452347609
"Faroese","Luxembourgish",3792.6452347609
"Icelandic","Luxembourgish",3792.6452347609
"Gothic","Luxembourgish",3224.92229511203
"Czech","Luxembourgish",11416.2082149617
"Czech","Luxembourgish",11416.2082149617
"Slovak","Luxembourgish",11416.2082149617
"Upper Sorbian","Luxembourgish",11416.2082149617
"Lower Sorbian","Luxembourgish",11416.2082149617
"Polish","Luxembourgish",11416.2082149617
"Belarusian","Luxembourgish",11416.2082149617
"Ukrainian","Luxembourgish",11416.2082149617
"Russian","Luxembourgish",11416.2082149617
"Bulgarian","Luxembourgish",11416.2082149617
"Macedonian","Luxembourgish",11416.2082149617
"Serbian","Luxembourgish",11416.2082149617
"Old Church Slavonic","Luxembourgish",10444.5169988811
"Slovenian","Luxembourgish",11416.2082149617
"Latvian","Luxembourgish",11416.2082149617
"Lithuanian","Luxembourgish",11416.2082149617
"Western Punjabi","Luxembourgish",12798.0624791546
"Urdu","Luxembourgish",12798.0624791546
"Hindi","Luxembourgish",12798.0624791546
"Bihari","Luxembourgish",12798.0624791546
"Gujarati","Luxembourgish",12798.0624791546
"Marathi","Luxembourgish",12798.0624791546
"Sindhi","Luxembourgish",12798.0624791546
"Assamese","Luxembourgish",12798.0624791546
"Oriya","Luxembourgish",12798.0624791546
"Bengali","Luxembourgish",12798.0624791546
"Kashmiri","Luxembourgish",12798.0624791546
"Sinhalese","Luxembourgish",12798.0624791546
"Romani","Luxembourgish",12798.0624791546
"Sanskrit","Luxembourgish",9803.91638087458
"Tajik","Luxembourgish",12798.0624791546
"Persian","Luxembourgish",12798.0624791546
"Kurdish (Sorani)","Luxembourgish",12798.0624791546
"Ossetian","Luxembourgish",12798.0624791546
"Albanian","Luxembourgish",12798.0624791546
"Anglo Saxon","Luxembourgish",12798.0624791546
"Greek","Luxembourgish",12798.0624791546
"Armenian","Luxembourgish",13663.9058346533
"Armenian","Luxembourgish",13663.9058346533
"Friulian","German",10175.8126726966
"Italian","German",10175.8126726966
"Romansh","German",10175.8126726966
"Walloon","German",10175.8126726966
"French","German",10175.8126726966
"Occitan","German",10175.8126726966
"Spanish","German",10175.8126726966
"Portuguese","German",10175.8126726966
"Catalan","German",10175.8126726966
"Aromanian","German",10175.8126726966
"Romanian","German",10175.8126726966
"Latin","German",8208.68985453843
"Breton","German",10175.8126726966
"Breton","German",10175.8126726966
"Breton","German",10175.8126726966
"Cornish","German",10175.8126726966
"Welsh","German",10175.8126726966
"Welsh","German",10175.8126726966
"Irish","German",10175.8126726966
"Scottish Gaelic","German",10175.8126726966
"Luxembourgish","German",737.100984774301
"German","German",0
"West Flemish","German",2750.7415782919
"Dutch","German",2750.7415782919
"English","German",3131.1372503379
"Swedish","German",3792.6452347609
"Swedish","German",3792.6452347609
"Swedish","German",3792.6452347609
"Norwegian (Bokmål)","German",3792.6452347609
"Danish","German",3792.6452347609
"Faroese","German",3792.6452347609
"Icelandic","German",3792.6452347609
"Gothic","German",3224.92229511203
"Czech","German",11416.2082149617
"Czech","German",11416.2082149617
"Slovak","German",11416.2082149617
"Upper Sorbian","German",11416.2082149617
"Lower Sorbian","German",11416.2082149617
"Polish","German",11416.2082149617
"Belarusian","German",11416.2082149617
"Ukrainian","German",11416.2082149617
"Russian","German",11416.2082149617
"Bulgarian","German",11416.2082149617
"Macedonian","German",11416.2082149617
"Serbian","German",11416.2082149617
"Old Church Slavonic","German",10444.5169988811
"Slovenian","German",11416.2082149617
"Latvian","German",11416.2082149617
"Lithuanian","German",11416.2082149617
"Western Punjabi","German",12798.0624791546
"Urdu","German",12798.0624791546
"Hindi","German",12798.0624791546
"Bihari","German",12798.0624791546
"Gujarati","German",12798.0624791546
"Marathi","German",12798.0624791546
"Sindhi","German",12798.0624791546
"Assamese","German",12798.0624791546
"Oriya","German",12798.0624791546
"Bengali","German",12798.0624791546
"Kashmiri","German",12798.0624791546
"Sinhalese","German",12798.0624791546
"Romani","German",12798.0624791546
"Sanskrit","German",9803.91638087458
"Tajik","German",12798.0624791546
"Persian","German",12798.0624791546
"Kurdish (Sorani)","German",12798.0624791546
"Ossetian","German",12798.0624791546
"Albanian","German",12798.0624791546
"Anglo Saxon","German",12798.0624791546
"Greek","German",12798.0624791546
"Armenian","German",13663.9058346533
"Armenian","German",13663.9058346533
"Friulian","West Flemish",10175.8126726966
"Italian","West Flemish",10175.8126726966
"Romansh","West Flemish",10175.8126726966
"Walloon","West Flemish",10175.8126726966
"French","West Flemish",10175.8126726966
"Occitan","West Flemish",10175.8126726966
"Spanish","West Flemish",10175.8126726966
"Portuguese","West Flemish",10175.8126726966
"Catalan","West Flemish",10175.8126726966
"Aromanian","West Flemish",10175.8126726966
"Romanian","West Flemish",10175.8126726966
"Latin","West Flemish",8208.68985453843
"Breton","West Flemish",10175.8126726966
"Breton","West Flemish",10175.8126726966
"Breton","West Flemish",10175.8126726966
"Cornish","West Flemish",10175.8126726966
"Welsh","West Flemish",10175.8126726966
"Welsh","West Flemish",10175.8126726966
"Irish","West Flemish",10175.8126726966
"Scottish Gaelic","West Flemish",10175.8126726966
"Luxembourgish","West Flemish",2750.7415782919
"German","West Flemish",2750.7415782919
"West Flemish","West Flemish",0
"Dutch","West Flemish",609.149970514902
"English","West Flemish",3131.1372503379
"Swedish","West Flemish",3792.6452347609
"Swedish","West Flemish",3792.6452347609
"Swedish","West Flemish",3792.6452347609
"Norwegian (Bokmål)","West Flemish",3792.6452347609
"Danish","West Flemish",3792.6452347609
"Faroese","West Flemish",3792.6452347609
"Icelandic","West Flemish",3792.6452347609
"Gothic","West Flemish",3224.92229511203
"Czech","West Flemish",11416.2082149617
"Czech","West Flemish",11416.2082149617
"Slovak","West Flemish",11416.2082149617
"Upper Sorbian","West Flemish",11416.2082149617
"Lower Sorbian","West Flemish",11416.2082149617
"Polish","West Flemish",11416.2082149617
"Belarusian","West Flemish",11416.2082149617
"Ukrainian","West Flemish",11416.2082149617
"Russian","West Flemish",11416.2082149617
"Bulgarian","West Flemish",11416.2082149617
"Macedonian","West Flemish",11416.2082149617
"Serbian","West Flemish",11416.2082149617
"Old Church Slavonic","West Flemish",10444.5169988811
"Slovenian","West Flemish",11416.2082149617
"Latvian","West Flemish",11416.2082149617
"Lithuanian","West Flemish",11416.2082149617
"Western Punjabi","West Flemish",12798.0624791546
"Urdu","West Flemish",12798.0624791546
"Hindi","West Flemish",12798.0624791546
"Bihari","West Flemish",12798.0624791546
"Gujarati","West Flemish",12798.0624791546
"Marathi","West Flemish",12798.0624791546
"Sindhi","West Flemish",12798.0624791546
"Assamese","West Flemish",12798.0624791546
"Oriya","West Flemish",12798.0624791546
"Bengali","West Flemish",12798.0624791546
"Kashmiri","West Flemish",12798.0624791546
"Sinhalese","West Flemish",12798.0624791546
"Romani","West Flemish",12798.0624791546
"Sanskrit","West Flemish",9803.91638087458
"Tajik","West Flemish",12798.0624791546
"Persian","West Flemish",12798.0624791546
"Kurdish (Sorani)","West Flemish",12798.0624791546
"Ossetian","West Flemish",12798.0624791546
"Albanian","West Flemish",12798.0624791546
"Anglo Saxon","West Flemish",12798.0624791546
"Greek","West Flemish",12798.0624791546
"Armenian","West Flemish",13663.9058346533
"Armenian","West Flemish",13663.9058346533
"Friulian","Dutch",10175.8126726966
"Italian","Dutch",10175.8126726966
"Romansh","Dutch",10175.8126726966
"Walloon","Dutch",10175.8126726966
"French","Dutch",10175.8126726966
"Occitan","Dutch",10175.8126726966
"Spanish","Dutch",10175.8126726966
"Portuguese","Dutch",10175.8126726966
"Catalan","Dutch",10175.8126726966
"Aromanian","Dutch",10175.8126726966
"Romanian","Dutch",10175.8126726966
"Latin","Dutch",8208.68985453843
"Breton","Dutch",10175.8126726966
"Breton","Dutch",10175.8126726966
"Breton","Dutch",10175.8126726966
"Cornish","Dutch",10175.8126726966
"Welsh","Dutch",10175.8126726966
"Welsh","Dutch",10175.8126726966
"Irish","Dutch",10175.8126726966
"Scottish Gaelic","Dutch",10175.8126726966
"Luxembourgish","Dutch",2750.7415782919
"German","Dutch",2750.7415782919
"West Flemish","Dutch",609.149970514902
"Dutch","Dutch",0
"English","Dutch",3131.1372503379
"Swedish","Dutch",3792.6452347609
"Swedish","Dutch",3792.6452347609
"Swedish","Dutch",3792.6452347609
"Norwegian (Bokmål)","Dutch",3792.6452347609
"Danish","Dutch",3792.6452347609
"Faroese","Dutch",3792.6452347609
"Icelandic","Dutch",3792.6452347609
"Gothic","Dutch",3224.92229511203
"Czech","Dutch",11416.2082149617
"Czech","Dutch",11416.2082149617
"Slovak","Dutch",11416.2082149617
"Upper Sorbian","Dutch",11416.2082149617
"Lower Sorbian","Dutch",11416.2082149617
"Polish","Dutch",11416.2082149617
"Belarusian","Dutch",11416.2082149617
"Ukrainian","Dutch",11416.2082149617
"Russian","Dutch",11416.2082149617
"Bulgarian","Dutch",11416.2082149617
"Macedonian","Dutch",11416.2082149617
"Serbian","Dutch",11416.2082149617
"Old Church Slavonic","Dutch",10444.5169988811
"Slovenian","Dutch",11416.2082149617
"Latvian","Dutch",11416.2082149617
"Lithuanian","Dutch",11416.2082149617
"Western Punjabi","Dutch",12798.0624791546
"Urdu","Dutch",12798.0624791546
"Hindi","Dutch",12798.0624791546
"Bihari","Dutch",12798.0624791546
"Gujarati","Dutch",12798.0624791546
"Marathi","Dutch",12798.0624791546
"Sindhi","Dutch",12798.0624791546
"Assamese","Dutch",12798.0624791546
"Oriya","Dutch",12798.0624791546
"Bengali","Dutch",12798.0624791546
"Kashmiri","Dutch",12798.0624791546
"Sinhalese","Dutch",12798.0624791546
"Romani","Dutch",12798.0624791546
"Sanskrit","Dutch",9803.91638087458
"Tajik","Dutch",12798.0624791546
"Persian","Dutch",12798.0624791546
"Kurdish (Sorani)","Dutch",12798.0624791546
"Ossetian","Dutch",12798.0624791546
"Albanian","Dutch",12798.0624791546
"Anglo Saxon","Dutch",12798.0624791546
"Greek","Dutch",12798.0624791546
"Armenian","Dutch",13663.9058346533
"Armenian","Dutch",13663.9058346533
"Friulian","English",10175.8126726966
"Italian","English",10175.8126726966
"Romansh","English",10175.8126726966
"Walloon","English",10175.8126726966
"French","English",10175.8126726966
"Occitan","English",10175.8126726966
"Spanish","English",10175.8126726966
"Portuguese","English",10175.8126726966
"Catalan","English",10175.8126726966
"Aromanian","English",10175.8126726966
"Romanian","English",10175.8126726966
"Latin","English",8208.68985453843
"Breton","English",10175.8126726966
"Breton","English",10175.8126726966
"Breton","English",10175.8126726966
"Cornish","English",10175.8126726966
"Welsh","English",10175.8126726966
"Welsh","English",10175.8126726966
"Irish","English",10175.8126726966
"Scottish Gaelic","English",10175.8126726966
"Luxembourgish","English",3131.1372503379
"German","English",3131.1372503379
"West Flemish","English",3131.1372503379
"Dutch","English",3131.1372503379
"English","English",0
"Swedish","English",3792.6452347609
"Swedish","English",3792.6452347609
"Swedish","English",3792.6452347609
"Norwegian (Bokmål)","English",3792.6452347609
"Danish","English",3792.6452347609
"Faroese","English",3792.6452347609
"Icelandic","English",3792.6452347609
"Gothic","English",3224.92229511203
"Czech","English",11416.2082149617
"Czech","English",11416.2082149617
"Slovak","English",11416.2082149617
"Upper Sorbian","English",11416.2082149617
"Lower Sorbian","English",11416.2082149617
"Polish","English",11416.2082149617
"Belarusian","English",11416.2082149617
"Ukrainian","English",11416.2082149617
"Russian","English",11416.2082149617
"Bulgarian","English",11416.2082149617
"Macedonian","English",11416.2082149617
"Serbian","English",11416.2082149617
"Old Church Slavonic","English",10444.5169988811
"Slovenian","English",11416.2082149617
"Latvian","English",11416.2082149617
"Lithuanian","English",11416.2082149617
"Western Punjabi","English",12798.0624791546
"Urdu","English",12798.0624791546
"Hindi","English",12798.0624791546
"Bihari","English",12798.0624791546
"Gujarati","English",12798.0624791546
"Marathi","English",12798.0624791546
"Sindhi","English",12798.0624791546
"Assamese","English",12798.0624791546
"Oriya","English",12798.0624791546
"Bengali","English",12798.0624791546
"Kashmiri","English",12798.0624791546
"Sinhalese","English",12798.0624791546
"Romani","English",12798.0624791546
"Sanskrit","English",9803.91638087458
"Tajik","English",12798.0624791546
"Persian","English",12798.0624791546
"Kurdish (Sorani)","English",12798.0624791546
"Ossetian","English",12798.0624791546
"Albanian","English",12798.0624791546
"Anglo Saxon","English",12798.0624791546
"Greek","English",12798.0624791546
"Armenian","English",13663.9058346533
"Armenian","English",13663.9058346533
"Friulian","Swedish",10175.8126726966
"Italian","Swedish",10175.8126726966
"Romansh","Swedish",10175.8126726966
"Walloon","Swedish",10175.8126726966
"French","Swedish",10175.8126726966
"Occitan","Swedish",10175.8126726966
"Spanish","Swedish",10175.8126726966
"Portuguese","Swedish",10175.8126726966
"Catalan","Swedish",10175.8126726966
"Aromanian","Swedish",10175.8126726966
"Romanian","Swedish",10175.8126726966
"Latin","Swedish",8208.68985453843
"Breton","Swedish",10175.8126726966
"Breton","Swedish",10175.8126726966
"Breton","Swedish",10175.8126726966
"Cornish","Swedish",10175.8126726966
"Welsh","Swedish",10175.8126726966
"Welsh","Swedish",10175.8126726966
"Irish","Swedish",10175.8126726966
"Scottish Gaelic","Swedish",10175.8126726966
"Luxembourgish","Swedish",3792.6452347609
"German","Swedish",3792.6452347609
"West Flemish","Swedish",3792.6452347609
"Dutch","Swedish",3792.6452347609
"English","Swedish",3792.6452347609
"Swedish","Swedish",0
"Swedish","Swedish",572.095675335817
"Swedish","Swedish",980.270404121999
"Norwegian (Bokmål)","Swedish",1444.7189287561
"Danish","Swedish",1444.7189287561
"Faroese","Swedish",2626.1925432704
"Icelandic","Swedish",2626.1925432704
"Gothic","Swedish",3224.92229511203
"Czech","Swedish",11416.2082149617
"Czech","Swedish",11416.2082149617
"Slovak","Swedish",11416.2082149617
"Upper Sorbian","Swedish",11416.2082149617
"Lower Sorbian","Swedish",11416.2082149617
"Polish","Swedish",11416.2082149617
"Belarusian","Swedish",11416.2082149617
"Ukrainian","Swedish",11416.2082149617
"Russian","Swedish",11416.2082149617
"Bulgarian","Swedish",11416.2082149617
"Macedonian","Swedish",11416.2082149617
"Serbian","Swedish",11416.2082149617
"Old Church Slavonic","Swedish",10444.5169988811
"Slovenian","Swedish",11416.2082149617
"Latvian","Swedish",11416.2082149617
"Lithuanian","Swedish",11416.2082149617
"Western Punjabi","Swedish",12798.0624791546
"Urdu","Swedish",12798.0624791546
"Hindi","Swedish",12798.0624791546
"Bihari","Swedish",12798.0624791546
"Gujarati","Swedish",12798.0624791546
"Marathi","Swedish",12798.0624791546
"Sindhi","Swedish",12798.0624791546
"Assamese","Swedish",12798.0624791546
"Oriya","Swedish",12798.0624791546
"Bengali","Swedish",12798.0624791546
"Kashmiri","Swedish",12798.0624791546
"Sinhalese","Swedish",12798.0624791546
"Romani","Swedish",12798.0624791546
"Sanskrit","Swedish",9803.91638087458
"Tajik","Swedish",12798.0624791546
"Persian","Swedish",12798.0624791546
"Kurdish (Sorani)","Swedish",12798.0624791546
"Ossetian","Swedish",12798.0624791546
"Albanian","Swedish",12798.0624791546
"Anglo Saxon","Swedish",12798.0624791546
"Greek","Swedish",12798.0624791546
"Armenian","Swedish",13663.9058346533
"Armenian","Swedish",13663.9058346533
"Friulian","Swedish",10175.8126726966
"Italian","Swedish",10175.8126726966
"Romansh","Swedish",10175.8126726966
"Walloon","Swedish",10175.8126726966
"French","Swedish",10175.8126726966
"Occitan","Swedish",10175.8126726966
"Spanish","Swedish",10175.8126726966
"Portuguese","Swedish",10175.8126726966
"Catalan","Swedish",10175.8126726966
"Aromanian","Swedish",10175.8126726966
"Romanian","Swedish",10175.8126726966
"Latin","Swedish",8208.68985453843
"Breton","Swedish",10175.8126726966
"Breton","Swedish",10175.8126726966
"Breton","Swedish",10175.8126726966
"Cornish","Swedish",10175.8126726966
"Welsh","Swedish",10175.8126726966
"Welsh","Swedish",10175.8126726966
"Irish","Swedish",10175.8126726966
"Scottish Gaelic","Swedish",10175.8126726966
"Luxembourgish","Swedish",3792.6452347609
"German","Swedish",3792.6452347609
"West Flemish","Swedish",3792.6452347609
"Dutch","Swedish",3792.6452347609
"English","Swedish",3792.6452347609
"Swedish","Swedish",572.095675335817
"Swedish","Swedish",0
"Swedish","Swedish",980.270404121999
"Norwegian (Bokmål)","Swedish",1444.7189287561
"Danish","Swedish",1444.7189287561
"Faroese","Swedish",2626.1925432704
"Icelandic","Swedish",2626.1925432704
"Gothic","Swedish",3224.92229511203
"Czech","Swedish",11416.2082149617
"Czech","Swedish",11416.2082149617
"Slovak","Swedish",11416.2082149617
"Upper Sorbian","Swedish",11416.2082149617
"Lower Sorbian","Swedish",11416.2082149617
"Polish","Swedish",11416.2082149617
"Belarusian","Swedish",11416.2082149617
"Ukrainian","Swedish",11416.2082149617
"Russian","Swedish",11416.2082149617
"Bulgarian","Swedish",11416.2082149617
"Macedonian","Swedish",11416.2082149617
"Serbian","Swedish",11416.2082149617
"Old Church Slavonic","Swedish",10444.5169988811
"Slovenian","Swedish",11416.2082149617
"Latvian","Swedish",11416.2082149617
"Lithuanian","Swedish",11416.2082149617
"Western Punjabi","Swedish",12798.0624791546
"Urdu","Swedish",12798.0624791546
"Hindi","Swedish",12798.0624791546
"Bihari","Swedish",12798.0624791546
"Gujarati","Swedish",12798.0624791546
"Marathi","Swedish",12798.0624791546
"Sindhi","Swedish",12798.0624791546
"Assamese","Swedish",12798.0624791546
"Oriya","Swedish",12798.0624791546
"Bengali","Swedish",12798.0624791546
"Kashmiri","Swedish",12798.0624791546
"Sinhalese","Swedish",12798.0624791546
"Romani","Swedish",12798.0624791546
"Sanskrit","Swedish",9803.91638087458
"Tajik","Swedish",12798.0624791546
"Persian","Swedish",12798.0624791546
"Kurdish (Sorani)","Swedish",12798.0624791546
"Ossetian","Swedish",12798.0624791546
"Albanian","Swedish",12798.0624791546
"Anglo Saxon","Swedish",12798.0624791546
"Greek","Swedish",12798.0624791546
"Armenian","Swedish",13663.9058346533
"Armenian","Swedish",13663.9058346533
"Friulian","Swedish",10175.8126726966
"Italian","Swedish",10175.8126726966
"Romansh","Swedish",10175.8126726966
"Walloon","Swedish",10175.8126726966
"French","Swedish",10175.8126726966
"Occitan","Swedish",10175.8126726966
"Spanish","Swedish",10175.8126726966
"Portuguese","Swedish",10175.8126726966
"Catalan","Swedish",10175.8126726966
"Aromanian","Swedish",10175.8126726966
"Romanian","Swedish",10175.8126726966
"Latin","Swedish",8208.68985453843
"Breton","Swedish",10175.8126726966
"Breton","Swedish",10175.8126726966
"Breton","Swedish",10175.8126726966
"Cornish","Swedish",10175.8126726966
"Welsh","Swedish",10175.8126726966
"Welsh","Swedish",10175.8126726966
"Irish","Swedish",10175.8126726966
"Scottish Gaelic","Swedish",10175.8126726966
"Luxembourgish","Swedish",3792.6452347609
"German","Swedish",3792.6452347609
"West Flemish","Swedish",3792.6452347609
"Dutch","Swedish",3792.6452347609
"English","Swedish",3792.6452347609
"Swedish","Swedish",980.270404121999
"Swedish","Swedish",980.270404121999
"Swedish","Swedish",0
"Norwegian (Bokmål)","Swedish",1444.7189287561
"Danish","Swedish",1444.7189287561
"Faroese","Swedish",2626.1925432704
"Icelandic","Swedish",2626.1925432704
"Gothic","Swedish",3224.92229511203
"Czech","Swedish",11416.2082149617
"Czech","Swedish",11416.2082149617
"Slovak","Swedish",11416.2082149617
"Upper Sorbian","Swedish",11416.2082149617
"Lower Sorbian","Swedish",11416.2082149617
"Polish","Swedish",11416.2082149617
"Belarusian","Swedish",11416.2082149617
"Ukrainian","Swedish",11416.2082149617
"Russian","Swedish",11416.2082149617
"Bulgarian","Swedish",11416.2082149617
"Macedonian","Swedish",11416.2082149617
"Serbian","Swedish",11416.2082149617
"Old Church Slavonic","Swedish",10444.5169988811
"Slovenian","Swedish",11416.2082149617
"Latvian","Swedish",11416.2082149617
"Lithuanian","Swedish",11416.2082149617
"Western Punjabi","Swedish",12798.0624791546
"Urdu","Swedish",12798.0624791546
"Hindi","Swedish",12798.0624791546
"Bihari","Swedish",12798.0624791546
"Gujarati","Swedish",12798.0624791546
"Marathi","Swedish",12798.0624791546
"Sindhi","Swedish",12798.0624791546
"Assamese","Swedish",12798.0624791546
"Oriya","Swedish",12798.0624791546
"Bengali","Swedish",12798.0624791546
"Kashmiri","Swedish",12798.0624791546
"Sinhalese","Swedish",12798.0624791546
"Romani","Swedish",12798.0624791546
"Sanskrit","Swedish",9803.91638087458
"Tajik","Swedish",12798.0624791546
"Persian","Swedish",12798.0624791546
"Kurdish (Sorani)","Swedish",12798.0624791546
"Ossetian","Swedish",12798.0624791546
"Albanian","Swedish",12798.0624791546
"Anglo Saxon","Swedish",12798.0624791546
"Greek","Swedish",12798.0624791546
"Armenian","Swedish",13663.9058346533
"Armenian","Swedish",13663.9058346533
"Friulian","Norwegian (Bokmål)",10175.8126726966
"Italian","Norwegian (Bokmål)",10175.8126726966
"Romansh","Norwegian (Bokmål)",10175.8126726966
"Walloon","Norwegian (Bokmål)",10175.8126726966
"French","Norwegian (Bokmål)",10175.8126726966
"Occitan","Norwegian (Bokmål)",10175.8126726966
"Spanish","Norwegian (Bokmål)",10175.8126726966
"Portuguese","Norwegian (Bokmål)",10175.8126726966
"Catalan","Norwegian (Bokmål)",10175.8126726966
"Aromanian","Norwegian (Bokmål)",10175.8126726966
"Romanian","Norwegian (Bokmål)",10175.8126726966
"Latin","Norwegian (Bokmål)",8208.68985453843
"Breton","Norwegian (Bokmål)",10175.8126726966
"Breton","Norwegian (Bokmål)",10175.8126726966
"Breton","Norwegian (Bokmål)",10175.8126726966
"Cornish","Norwegian (Bokmål)",10175.8126726966
"Welsh","Norwegian (Bokmål)",10175.8126726966
"Welsh","Norwegian (Bokmål)",10175.8126726966
"Irish","Norwegian (Bokmål)",10175.8126726966
"Scottish Gaelic","Norwegian (Bokmål)",10175.8126726966
"Luxembourgish","Norwegian (Bokmål)",3792.6452347609
"German","Norwegian (Bokmål)",3792.6452347609
"West Flemish","Norwegian (Bokmål)",3792.6452347609
"Dutch","Norwegian (Bokmål)",3792.6452347609
"English","Norwegian (Bokmål)",3792.6452347609
"Swedish","Norwegian (Bokmål)",1444.7189287561
"Swedish","Norwegian (Bokmål)",1444.7189287561
"Swedish","Norwegian (Bokmål)",1444.7189287561
"Norwegian (Bokmål)","Norwegian (Bokmål)",0
"Danish","Norwegian (Bokmål)",673.716013766501
"Faroese","Norwegian (Bokmål)",2626.1925432704
"Icelandic","Norwegian (Bokmål)",2626.1925432704
"Gothic","Norwegian (Bokmål)",3224.92229511203
"Czech","Norwegian (Bokmål)",11416.2082149617
"Czech","Norwegian (Bokmål)",11416.2082149617
"Slovak","Norwegian (Bokmål)",11416.2082149617
"Upper Sorbian","Norwegian (Bokmål)",11416.2082149617
"Lower Sorbian","Norwegian (Bokmål)",11416.2082149617
"Polish","Norwegian (Bokmål)",11416.2082149617
"Belarusian","Norwegian (Bokmål)",11416.2082149617
"Ukrainian","Norwegian (Bokmål)",11416.2082149617
"Russian","Norwegian (Bokmål)",11416.2082149617
"Bulgarian","Norwegian (Bokmål)",11416.2082149617
