,imputed_semantic_domain,l1,l2,Unnamed: 0,overlap,p,rho
3924,Modern world,bg,es,5204.5,11.125,0.455297216203,0.287268079066
3925,Modern world,bg,eu,5905.0,7.875,0.342860214239,0.376553147067
3926,Modern world,bg,fr,6578.5,10.25,0.435340212962,0.173052489726
3927,Modern world,bg,he,7273.0,7.85714285714,0.443587175514,-0.105609394084
3928,Modern world,bg,hr,7922.25,10.125,0.354363139701,0.325430871487
3929,Modern world,bg,it,8626.83333333,9.66666666667,0.560939809739,0.229355436077
3930,Modern world,bg,ja,9279.875,5.375,0.317621063151,0.137760487107
3931,Modern world,bg,ka,9886.625,8.75,0.359421647321,0.25368754247
3932,Modern world,bg,kk,10548.5,7.83333333333,0.613381109806,-0.01462412708
3933,Modern world,bg,la,11204.875,5.25,0.242757672265,0.422499156343
3934,Modern world,bg,lt,11890.5,11.25,0.413963263044,0.369160795653
3935,Modern world,bg,nl,12593.75,9.5,0.281822274995,0.508636116768
3936,Modern world,bg,no,13312.5714286,8.57142857143,0.319890533462,0.372137298012
3937,Modern world,bg,pl,14023.625,11.125,0.272577667108,0.269852238692
3938,Modern world,bg,pt,14717.25,10.75,0.509534203914,0.292770468189
3939,Modern world,bg,ro,15420.75,11.625,0.363438526142,0.317784862641
3940,Modern world,bg,ru,16125.25,13.25,0.348505579622,0.378497399443
3941,Modern world,bg,sk,16837.5714286,10.7142857143,0.307460980987,0.195311499109
3942,Modern world,ca,be,17490.7142857,7.42857142857,0.574677936023,0.215380704928
3943,Modern world,ca,es,18207.2857143,14.4285714286,0.262157338681,0.344410231819
3944,Modern world,ca,eu,19025.7142857,7.0,0.304336295912,0.458792555379
3945,Modern world,ca,he,19731.0,9.2,0.391240146253,0.142958964845
3946,Modern world,ca,it,20455.6,10.6,0.233188424167,0.16614319363
3947,Modern world,ca,ja,21202.5714286,6.57142857143,0.453034630144,-0.0295447711365
3948,Modern world,ca,ka,21870.7142857,7.14285714286,0.33952570204,0.331772079747
3949,Modern world,ca,kk,22537.1428571,7.42857142857,0.553173478729,-0.0847227245549
3950,Modern world,ca,pt,23273.2857143,14.0,0.167037514924,0.387051950869
3951,Modern world,ca,ro,24090.5714286,11.4285714286,0.361444290038,0.0820950953891
3952,Modern world,cs,be,24888.0,10.625,0.294111109798,0.136629908248
3953,Modern world,cs,ca,25583.2857143,9.14285714286,0.391885941113,0.163032909118
3954,Modern world,cs,da,26331.0,10.2857142857,0.297932800417,0.450086106023
3955,Modern world,cs,de,27123.625,12.25,0.251916599754,0.360001163881
3956,Modern world,cs,en,27927.25,9.375,0.25054257499,0.561335068298
3957,Modern world,cs,es,28713.375,11.25,0.278737054384,0.159113547143
3958,Modern world,cs,eu,29474.75,9.125,0.262780315791,0.304028406112
3959,Modern world,cs,fr,30193.125,9.5,0.346926023289,0.156339447778
3960,Modern world,cs,he,30947.1428571,8.85714285714,0.17305759342,0.336022991947
3961,Modern world,cs,it,31656.5,11.3333333333,0.370791045374,0.299849114987
3962,Modern world,cs,ja,32360.875,5.0,0.50507708597,0.118068598698
3963,Modern world,cs,ka,33013.5,10.375,0.426254408906,0.170963483235
3964,Modern world,cs,kk,33714.0,6.5,0.295908173935,0.172369505937
3965,Modern world,cs,la,34393.8571429,5.28571428571,0.394286487954,0.143379847008
3966,Modern world,cs,lt,35130.5,11.625,0.407319505436,0.24888253384
3967,Modern world,cs,nl,35899.125,9.75,0.250958020537,0.500687569774
3968,Modern world,cs,no,36676.8571429,8.85714285714,0.375463816299,0.216817597125
3969,Modern world,cs,pl,37455.0,15.75,0.423057715199,0.200740138621
3970,Modern world,cs,pt,38205.0,10.375,0.221468888787,0.109514408335
3971,Modern world,cs,ro,38971.375,11.0,0.457036385301,0.347905789024
3972,Modern world,cs,ru,39731.5,12.125,0.376475262954,0.274919955758
3973,Modern world,da,be,40472.5714286,9.57142857143,0.42667149483,-0.0571815875501
3974,Modern world,da,ca,41190.8333333,9.83333333333,0.336866666025,0.354057858445
3975,Modern world,da,de,42042.125,12.375,0.345050826944,0.415618436902
3976,Modern world,da,en,42911.4285714,10.1428571429,0.287978796082,0.221412288969
3977,Modern world,da,es,43793.2857143,11.7142857143,0.287971157568,0.27920052497
3978,Modern world,da,eu,44639.5,6.5,0.222511733981,0.155247992548
3979,Modern world,da,fr,45421.0,8.75,0.329437228654,0.322348547451
3980,Modern world,da,he,46255.6666667,8.0,0.461342350591,0.305354357403
3981,Modern world,da,it,47022.6666667,9.16666666667,0.270947075443,0.383891215578
3982,Modern world,da,ja,47788.0,4.875,0.388983427676,-0.00186428181387
3983,Modern world,da,ka,48487.7142857,8.42857142857,0.49452403376,0.272842017808
3984,Modern world,da,kk,49208.4285714,8.28571428571,0.349367181797,0.155144871636
3985,Modern world,da,la,49959.2857143,4.85714285714,0.367668059966,0.129349021364
3986,Modern world,da,nl,50719.125,11.0,0.343714100985,0.327190957118
3987,Modern world,da,pt,51589.875,10.375,0.263982305051,0.208595784441
3988,Modern world,da,ro,52421.0,10.4285714286,0.100911750448,0.463482862057
3989,Modern world,de,be,53235.5,9.875,0.505947582251,0.140862426594
3990,Modern world,de,ca,53976.0,11.4285714286,0.160573748973,0.117722097828
3991,Modern world,de,en,54835.875,13.625,0.258157001822,0.420550417574
3992,Modern world,de,es,55747.375,14.75,0.23200925917,0.313152939734
3993,Modern world,de,eu,56617.875,8.375,0.393569599477,0.295839807119
3994,Modern world,de,fr,57423.875,11.375,0.347235863787,0.222905736692
3995,Modern world,de,he,58291.5,9.66666666667,0.568780481866,0.151192116077
3996,Modern world,de,it,59093.8333333,10.8333333333,0.386612059991,0.186549898161
3997,Modern world,de,ja,59892.625,6.625,0.210841253274,0.336472516842
3998,Modern world,de,ka,60616.375,10.25,0.398166580131,0.342212745581
3999,Modern world,de,kk,61356.375,9.125,0.511433123699,-0.0170664577612
4000,Modern world,de,la,62135.0,6.25,0.584775458525,0.169056192342
4001,Modern world,de,nl,62927.125,15.375,0.149277147385,0.402924634348
4002,Modern world,de,pt,63847.75,14.0,0.324902719867,0.234415185811
4003,Modern world,de,ro,64729.75,12.5,0.421255466664,0.373727585358
4004,Modern world,en,be,65561.0,8.625,0.517446160092,-0.0995340369992
4005,Modern world,en,ca,66287.7142857,10.1428571429,0.156948095363,0.373972001369
4006,Modern world,en,es,67148.875,12.375,0.297801517905,0.34922094764
4007,Modern world,en,eu,68008.75,8.25,0.248335440967,0.130443217109
4008,Modern world,en,fr,68799.0,11.75,0.308444858971,0.304287652386
4009,Modern world,en,he,69662.7142857,8.28571428571,0.451418534865,0.428164712576
4010,Modern world,en,it,70454.8333333,10.6666666667,0.304308939678,0.254902344023
4011,Modern world,en,ja,71248.0,6.25,0.41120485678,0.124327720806
4012,Modern world,en,ka,72004.1428571,8.57142857143,0.427512707656,0.0550627788806
4013,Modern world,en,kk,72713.0,7.125,0.529147907084,-0.117808890013
4014,Modern world,en,la,73485.875,4.75,0.264090578788,0.281664419207
4015,Modern world,en,pt,74249.375,13.75,0.141893148778,0.404538776915
4016,Modern world,en,ro,75117.5,11.0,0.484972743133,0.273406374565
4017,Modern world,en,ru,75948.0,12.125,0.245074680257,0.368319547139
4018,Modern world,eu,be,76728.125,7.0,0.677791375348,0.167341946343
4019,Modern world,eu,es,77423.0,7.75,0.473083320232,-0.0217005485385
4020,Modern world,eu,he,78196.4285714,5.85714285714,0.37984324739,0.354123396759
4021,Modern world,fi,be,78896.625,8.0,0.455527635929,0.00508227373221
4022,Modern world,fi,bg,79652.0,10.0,0.58541749671,0.129764493854
4023,Modern world,fi,ca,80319.4285714,8.28571428571,0.347650267752,0.23715249263
4024,Modern world,fi,cs,81128.125,8.375,0.636079694657,0.0565727230993
4025,Modern world,fi,da,81899.0,8.25,0.339124887226,0.358619206075
4026,Modern world,fi,de,82734.875,11.5,0.346426605127,0.106441268431
4027,Modern world,fi,en,83591.75,8.75,0.308382673032,0.368858055724
4028,Modern world,fi,es,84433.0,9.5,0.406280883338,0.159522198876
4029,Modern world,fi,eu,85264.0,8.875,0.426970136098,0.186229870642
4030,Modern world,fi,fr,86039.0,8.375,0.447514620335,-0.177312893637
4031,Modern world,fi,he,86856.8571429,5.71428571429,0.29493374093,0.254175538012
4032,Modern world,fi,hi,87594.375,5.875,0.341384325547,0.375576577227
4033,Modern world,fi,hr,88317.625,7.0,0.452105167851,0.069543192358
4034,Modern world,fi,hu,89076.75,9.5,0.389535113959,0.268827248189
4035,Modern world,fi,hy,89849.25,7.75,0.379726131436,0.300505959236
4036,Modern world,fi,it,90636.5,7.0,0.279852598552,0.460848996799
4037,Modern world,fi,ja,91399.375,6.75,0.430827187883,-0.0936184150389
4038,Modern world,fi,ka,92098.75,8.375,0.520362525709,0.19495499595
4039,Modern world,fi,kk,92817.25,6.125,0.370816246328,0.14952246981
4040,Modern world,fi,la,93543.0,5.8,0.270583631687,0.0939491194798
4041,Modern world,fi,lt,94320.0,11.2857142857,0.623854758232,0.0785731903552
4042,Modern world,fi,nl,95120.75,9.375,0.430428373807,0.112147172188
4043,Modern world,fi,no,95958.75,8.25,0.39476976839,0.180816285806
4044,Modern world,fi,pl,96770.625,8.375,0.340679060477,0.310760062549
4045,Modern world,fi,pt,97531.25,9.125,0.476297348363,0.332364751882
4046,Modern world,fi,ro,98351.625,10.25,0.306887014552,0.309375619933
4047,Modern world,fi,ru,99149.5,9.25,0.538256835259,0.203448238281
4048,Modern world,fi,sk,99948.1428571,7.57142857143,0.539595336777,0.130035992967
4049,Modern world,fr,be,100712.125,9.25,0.624576833226,-0.119113677265
4050,Modern world,fr,ca,101434.0,11.5714285714,0.287773649871,0.260781182971
4051,Modern world,fr,es,102302.25,13.75,0.263176703169,0.393291614845
4052,Modern world,fr,eu,103156.125,7.0,0.293888620106,0.0695365931936
4053,Modern world,fr,he,103916.0,7.66666666667,0.496866981887,0.376400041378
4054,Modern world,fr,it,104689.333333,13.8333333333,0.269401880456,0.445815217249
4055,Modern world,fr,ja,105468.875,4.875,0.530914410415,0.130068915223
4056,Modern world,fr,ka,106175.75,8.5,0.412989642873,0.246702249746
4057,Modern world,fr,kk,106882.25,8.125,0.634513925816,0.164272936226
4058,Modern world,fr,pt,107660.0,12.125,0.359676689834,0.199133758135
4059,Modern world,fr,ro,108525.0,11.375,0.292757355398,0.192723072703
4060,Modern world,he,be,109328.571429,7.57142857143,0.516162569196,-0.3454472075
4061,Modern world,he,es,110017.142857,9.0,0.590595467068,0.217402884544
4062,Modern world,hi,be,110768.625,6.25,0.131139800681,0.385578813618
4063,Modern world,hi,bg,111447.0,6.625,0.424990028385,0.404139663306
4064,Modern world,hi,ca,112058.571429,6.14285714286,0.677560438634,0.0526514736239
4065,Modern world,hi,cs,112772.375,6.25,0.455989031644,0.169666294219
4066,Modern world,hi,da,113452.142857,7.42857142857,0.291168021793,0.176950141541
4067,Modern world,hi,de,114202.75,8.125,0.414418875832,0.25549275618
4068,Modern world,hi,en,114963.5,7.0,0.51058495525,0.308689189735
4069,Modern world,hi,es,115717.375,9.125,0.413519947128,0.202227149307
4070,Modern world,hi,eu,116455.5,5.375,0.270136543451,0.116974622958
4071,Modern world,hi,fr,117142.625,9.125,0.466596999088,0.312442783655
4072,Modern world,hi,he,117834.333333,5.83333333333,0.349712599531,0.238271847592
4073,Modern world,hi,hr,118517.75,6.0,0.402269172021,-0.00462348627538
4074,Modern world,hi,hy,119179.571429,7.42857142857,0.397919403713,0.529305598264
4075,Modern world,hi,it,119865.833333,7.33333333333,0.20047585294,0.201896282669
4076,Modern world,hi,ja,120553.571429,3.71428571429,0.225344706177,-0.210404348158
4077,Modern world,hi,ka,121144.142857,6.0,0.315392787621,0.262383374138
4078,Modern world,hi,kk,121820.666667,6.33333333333,0.544415701467,0.0266637407737
4079,Modern world,hi,la,122463.285714,4.14285714286,0.176730719666,0.402910572073
4080,Modern world,hi,lt,123147.428571,7.57142857143,0.336497311568,0.30889531436
4081,Modern world,hi,nl,123848.125,7.25,0.271804933479,-0.0649813843843
4082,Modern world,hi,no,124600.5,6.16666666667,0.453781314274,-0.0585684417397
4083,Modern world,hi,pl,125304.25,6.625,0.386507514089,-0.141646937257
4084,Modern world,hi,pt,125987.75,7.375,0.432615949926,0.168630691752
4085,Modern world,hi,ro,126719.625,8.625,0.380927117347,0.213097524868
4086,Modern world,hi,ru,127424.0,7.25,0.37963777564,0.428543331861
4087,Modern world,hi,sk,128125.714286,5.28571428571,0.168795874024,0.544313388562
4088,Modern world,hr,be,128793.25,9.625,0.395543847833,0.338135544402
4089,Modern world,hr,ca,129477.0,7.14285714286,0.503612424263,0.168472851615
4090,Modern world,hr,cs,130220.0,10.625,0.385906753448,0.0841864254695
4091,Modern world,hr,da,130963.5,8.25,0.302510712709,0.0256759394279
4092,Modern world,hr,de,131722.25,10.25,0.374995640966,0.327473885199
4093,Modern world,hr,en,132505.75,8.75,0.643337434593,0.0879710884771
4094,Modern world,hr,es,133263.875,9.5,0.274461508449,0.227596906919
4095,Modern world,hr,eu,134011.375,7.125,0.307952020512,0.137012977325
4096,Modern world,hr,fr,134718.0,9.125,0.229873867839,0.244412263298
4097,Modern world,hr,he,135446.833333,6.5,0.475734215682,-0.00173917211537
4098,Modern world,hr,it,136144.666667,9.66666666667,0.491831251457,0.331289852604
4099,Modern world,hr,ja,136847.428571,4.42857142857,0.31229064826,0.230654852014
4100,Modern world,hr,ka,137463.125,7.75,0.5348795316,0.302055088385
4101,Modern world,hr,kk,138137.5,7.375,0.410074067034,0.152230259683
4102,Modern world,hr,la,138825.0,5.0,0.238949565116,0.518910195307
4103,Modern world,hr,lt,139543.75,9.625,0.291483068324,0.263849252063
4104,Modern world,hr,nl,140284.125,8.75,0.40212482835,0.304647864268
4105,Modern world,hr,no,141045.285714,6.71428571429,0.480733029717,0.0373128613058
4106,Modern world,hr,pl,141807.375,10.5,0.502247656745,0.126673254469
4107,Modern world,hr,pt,142540.875,10.0,0.402002969486,0.14518063565
4108,Modern world,hr,ro,143294.0,9.25,0.447267680568,0.0183381417282
4109,Modern world,hr,ru,144040.375,12.375,0.350288734619,0.142540046347
4110,Modern world,hr,sk,144783.571429,9.14285714286,0.287576448542,0.480615062527
4111,Modern world,hu,be,145518.375,9.0,0.319960394038,-0.137743151568
4112,Modern world,hu,bg,146263.75,9.75,0.375969114089,0.321671800301
4113,Modern world,hu,ca,146936.714286,8.42857142857,0.693183926544,-0.0874420312366
4114,Modern world,hu,cs,147704.125,10.5,0.252212040168,0.465395297351
4115,Modern world,hu,da,148447.714286,10.5714285714,0.225457211049,0.364457200743
4116,Modern world,hu,de,149265.75,13.0,0.38514095857,0.187549059388
4117,Modern world,hu,en,150104.5,9.0,0.411942588866,0.38028772888
4118,Modern world,hu,es,150938.25,9.875,0.352090091248,0.307916329745
4119,Modern world,hu,eu,151738.25,8.5,0.289449042463,0.345431784657
4120,Modern world,hu,fr,152483.0,9.125,0.452219049142,0.225265242868
4121,Modern world,hu,he,153214.8,8.2,0.376626674037,0.0607851888245
4122,Modern world,hu,hi,154002.285714,8.28571428571,0.393636793725,0.470325705303
4123,Modern world,hu,hr,154681.0,10.125,0.413393248495,0.107579936219
4124,Modern world,hu,hy,155402.625,7.75,0.361502267964,0.259488176318
4125,Modern world,hu,it,156169.5,9.83333333333,0.344455566788,0.0891284466532
4126,Modern world,hu,ja,156911.125,5.375,0.226428156838,0.256704843369
4127,Modern world,hu,ka,157594.5,8.5,0.28138918999,0.325119158797
4128,Modern world,hu,kk,158318.125,7.75,0.265762861274,0.100612110056
4129,Modern world,hu,la,159064.0,5.14285714286,0.286255685169,0.161523897313
4130,Modern world,hu,lt,159795.375,10.125,0.489494908287,0.100805942693
4131,Modern world,hu,nl,160590.625,10.5,0.193509106268,0.426667905804
4132,Modern world,hu,no,161401.285714,8.0,0.274564316353,0.475733753067
4133,Modern world,hu,pl,162201.625,11.625,0.344443345066,0.458839143641
4134,Modern world,hu,pt,162952.25,8.375,0.393195338636,0.201046019115
4135,Modern world,hu,ro,163751.5,10.25,0.288965833838,0.169443162665
4136,Modern world,hu,ru,164526.125,10.875,0.344164784061,0.144928045129
4137,Modern world,hu,sk,165311.714286,9.85714285714,0.210924850125,0.43387456167
4138,Modern world,hy,be,166022.875,10.125,0.363781116765,0.224940262684
4139,Modern world,hy,bg,166725.125,9.875,0.309744913652,0.384799456653
4140,Modern world,hy,ca,167337.285714,8.71428571429,0.409374444908,0.144192227467
4141,Modern world,hy,cs,168069.125,8.375,0.575904230958,0.241881217323
4142,Modern world,hy,da,168779.25,8.5,0.10366183015,0.415807845438
4143,Modern world,hy,de,169528.375,9.75,0.400376328961,0.356762663295
4144,Modern world,hy,en,170317.142857,10.7142857143,0.333763002791,0.414542963644
4145,Modern world,hy,es,171056.375,9.125,0.213479543818,0.57623615554
4146,Modern world,hy,eu,171815.0,7.75,0.393367215461,0.484808568859
4147,Modern world,hy,fr,172509.25,7.75,0.548614367239,0.0701751007908
4148,Modern world,hy,he,173240.833333,8.33333333333,0.456568619114,0.239530597645
4149,Modern world,hy,hr,173920.75,8.75,0.291461082086,0.239345767663
4150,Modern world,hy,it,174615.5,8.33333333333,0.233379936994,0.48630377246
4151,Modern world,hy,ja,175306.125,5.25,0.253039882548,-0.103461394949
4152,Modern world,hy,ka,175941.0,8.125,0.276523776846,0.215078860134
4153,Modern world,hy,kk,176606.25,8.25,0.375977086567,0.228505355574
4154,Modern world,hy,la,177279.142857,5.28571428571,0.503271999052,0.212278684536
4155,Modern world,hy,lt,177989.75,9.125,0.337611584676,0.283414691823
4156,Modern world,hy,nl,178727.0,8.875,0.243186166084,0.607908675675
4157,Modern world,hy,no,179480.142857,9.14285714286,0.264077679996,0.353582776831
4158,Modern world,hy,pl,180235.125,9.125,0.420451068093,0.252952100439
4159,Modern world,hy,pt,180946.5,10.0,0.466977144538,0.215269948617
4160,Modern world,hy,ro,181690.375,9.625,0.248813882183,0.163220710349
4161,Modern world,hy,ru,182416.75,10.25,0.318306559516,0.256023564672
4162,Modern world,hy,sk,183158.142857,7.42857142857,0.202679095729,0.346444275388
4163,Modern world,it,be,183880.666667,8.0,0.342917010812,0.254217173295
4164,Modern world,it,es,184596.0,13.8333333333,0.14197528831,0.378396278675
4165,Modern world,it,eu,185389.166667,6.66666666667,0.516248948463,0.194353812348
4166,Modern world,it,he,186107.4,6.2,0.418582151647,0.0770504934084
4167,Modern world,it,ja,186803.166667,5.16666666667,0.377336341458,0.280659478145
4168,Modern world,it,ka,187470.4,8.4,0.324415292103,0.550315895857
4169,Modern world,it,kk,188175.4,9.0,0.649513201843,0.148757733787
4170,Modern world,it,ro,188858.333333,11.6666666667,0.433934169387,0.305311851827
4171,Modern world,ja,be,189597.125,4.0,0.558563166446,-0.107831283726
4172,Modern world,ja,es,190233.875,5.875,0.31232990055,0.060254176824
4173,Modern world,ja,eu,190952.0,4.625,0.278737559576,-0.10723671304
4174,Modern world,ja,he,191595.571429,4.42857142857,0.408893107196,0.347127408605
4175,Modern world,ja,ka,192245.428571,6.0,0.319594107804,0.371001305449
4176,Modern world,ka,be,192851.0,8.5,0.52676532927,0.0529772084807
4177,Modern world,ka,es,193535.5,8.5,0.401787861943,0.32264335064
4178,Modern world,ka,eu,194247.25,7.0,0.32386972018,0.374700711113
4179,Modern world,ka,he,194884.4,8.8,0.427754125344,0.464945890235
4180,Modern world,kk,be,195565.0,7.0,0.567904476544,0.0726618855498
4181,Modern world,kk,es,196276.75,7.25,0.445615875837,0.178503467287
4182,Modern world,kk,eu,197069.0,6.28571428571,0.538954603994,0.0325158450737
4183,Modern world,kk,he,197721.833333,7.16666666667,0.246591159976,0.381784327939
4184,Modern world,kk,ja,198466.285714,4.57142857143,0.570556261126,-0.367177452014
4185,Modern world,kk,ka,199083.625,6.25,0.242607457543,-0.250851399372
4186,Modern world,la,be,199746.25,4.875,0.471467773407,0.174079126064
4187,Modern world,la,ca,200422.714286,4.71428571429,0.376884239556,0.0882007632731
4188,Modern world,la,es,201154.625,6.0,0.408926330361,-0.111429452377
4189,Modern world,la,eu,201907.0,4.85714285714,0.430384449864,0.297007651048
4190,Modern world,la,fr,202577.714286,4.71428571429,0.386199655837,-0.10778417218
4191,Modern world,la,he,203298.0,5.14285714286,0.303885316657,-0.124105933393
4192,Modern world,la,it,203970.833333,5.0,0.464022824266,-0.071468884382
4193,Modern world,la,ja,204637.0,6.25,0.199191954982,0.732787863646
4194,Modern world,la,ka,205221.142857,6.14285714286,0.338882333932,0.513170546431
4195,Modern world,la,kk,205903.5,5.75,0.463950691016,0.128886288845
4196,Modern world,la,pt,206599.25,6.0,0.475240070113,0.160711881241
4197,Modern world,la,ro,207347.5,5.5,0.495318729259,0.205079317673
4198,Modern world,lt,be,208081.375,10.875,0.380850837832,0.0345527971865
4199,Modern world,lt,ca,208790.571429,8.85714285714,0.411830880403,0.133895114879
4200,Modern world,lt,da,209572.571429,10.1428571429,0.426598136385,0.280493270673
4201,Modern world,lt,de,210397.25,13.125,0.361385420205,0.210497538114
4202,Modern world,lt,en,211230.75,10.0,0.486396416088,0.289911992075
4203,Modern world,lt,es,212044.5,11.875,0.303541973518,0.0338723642024
4204,Modern world,lt,eu,212852.25,6.75,0.39894064825,0.286738519702
4205,Modern world,lt,fr,213593.125,10.625,0.450056934047,0.298380229345
4206,Modern world,lt,he,214384.571429,6.85714285714,0.32137966893,-0.135377075704
4207,Modern world,lt,it,215110.333333,10.6666666667,0.385256370327,0.069349702534
4208,Modern world,lt,ja,215844.125,6.25,0.498903695732,0.319230458673
4209,Modern world,lt,ka,216505.375,10.25,0.493060702409,0.277980686973
4210,Modern world,lt,kk,217217.375,8.875,0.382031988398,0.0485881267132
4211,Modern world,lt,la,217923.285714,7.0,0.416566009716,0.419353928484
4212,Modern world,lt,nl,218709.5,10.375,0.317157927962,0.0614197258912
4213,Modern world,lt,no,219515.142857,9.0,0.384124136285,0.406709923912
4214,Modern world,lt,pt,220322.5,11.25,0.45961109785,0.12440667142
4215,Modern world,lt,ro,221127.5,11.0,0.342920517957,0.282379698713
4216,Modern world,nl,be,221907.0,7.875,0.411613779614,0.240251433295
4217,Modern world,nl,ca,222647.857143,9.28571428571,0.402684200401,0.431540863357
4218,Modern world,nl,en,223504.625,10.0,0.215133603809,0.450306112666
4219,Modern world,nl,es,224405.75,12.125,0.189550712807,0.477574331656
4220,Modern world,nl,eu,225266.125,7.375,0.264782835432,-0.184688134841
4221,Modern world,nl,fr,226065.625,9.375,0.161439540096,0.214258716632
4222,Modern world,nl,he,226930.857143,7.57142857143,0.501388855939,-0.130596570107
4223,Modern world,nl,it,227727.166667,10.5,0.206731925232,0.541704428028
4224,Modern world,nl,ja,228516.5,5.125,0.192381894924,0.318886770022
4225,Modern world,nl,ka,229243.125,8.875,0.25321709873,0.0427241651574
4226,Modern world,nl,kk,229976.875,6.875,0.532443104947,-0.213513211164
4227,Modern world,nl,la,230758.25,4.25,0.41046234587,0.139431173967
4228,Modern world,nl,pt,231532.5,11.25,0.232128957076,0.381471867991
4229,Modern world,nl,ro,232389.285714,13.2857142857,0.298566235336,0.439360136275
4230,Modern world,no,be,233199.142857,7.85714285714,0.502307217832,0.0337586405248
4231,Modern world,no,ca,233889.8,11.2,0.407623480537,0.0467317147664
4232,Modern world,no,da,234746.0,14.875,0.278265038544,0.372279693185
4233,Modern world,no,de,235622.857143,11.7142857143,0.311576324944,0.313501373369
4234,Modern world,no,en,236495.142857,9.14285714286,0.344795358966,0.343334489155
4235,Modern world,no,es,237354.166667,11.1666666667,0.21315073624,0.225534286825
4236,Modern world,no,eu,238177.166667,7.0,0.281618685478,0.153730988302
4237,Modern world,no,fr,238945.714286,8.28571428571,0.322853696824,-0.0306353919031
4238,Modern world,no,he,239771.833333,6.5,0.193563721301,0.32559635203
4239,Modern world,no,it,240533.4,8.8,0.495651294117,0.330068333247
4240,Modern world,no,ja,241276.833333,5.16666666667,0.615563653755,-0.246358395862
4241,Modern world,no,ka,241969.4,9.4,0.368117059303,-0.0625746100118
4242,Modern world,no,kk,242689.25,6.625,0.514497370838,0.0189074721689
4243,Modern world,no,la,243416.142857,5.0,0.439637118627,-0.003149137117
4244,Modern world,no,nl,244169.75,9.25,0.216568271103,0.578598811641
4245,Modern world,no,pt,245013.428571,10.0,0.512314645603,0.338845673636
4246,Modern world,no,ro,245843.714286,9.14285714286,0.330733196484,0.152925095358
4247,Modern world,pl,be,246648.0,11.625,0.405738633643,0.146254830372
4248,Modern world,pl,ca,247352.857143,9.57142857143,0.339770768922,0.227133762241
4249,Modern world,pl,da,248096.714286,9.85714285714,0.44188181446,0.308714878772
4250,Modern world,pl,de,248869.0,12.875,0.381767308811,0.221218634779
4251,Modern world,pl,en,249658.5,9.0,0.389254323607,0.330424634682
4252,Modern world,pl,es,250423.0,11.0,0.272743131155,0.407023504949
4253,Modern world,pl,eu,251174.5,8.875,0.408606700952,0.345308398868
4254,Modern world,pl,fr,251877.0,10.5,0.174866589215,0.350189280046
4255,Modern world,pl,he,252627.0,6.57142857143,0.180115535849,0.130404755746
4256,Modern world,pl,it,253320.333333,11.0,0.619264683062,0.192813940525
4257,Modern world,pl,ja,254019.875,4.875,0.422465172451,0.0395829022234
4258,Modern world,pl,ka,254663.25,8.75,0.222152451014,0.503494004112
4259,Modern world,pl,kk,255349.875,6.75,0.302532672018,0.273436598566
4260,Modern world,pl,la,256021.857143,5.0,0.481617710682,0.240516872871
4261,Modern world,pl,lt,256773.875,12.5,0.340767019599,0.361200361496
4262,Modern world,pl,nl,257529.25,10.625,0.26868521397,0.38400330917
4263,Modern world,pl,no,258294.142857,8.71428571429,0.360929651476,0.159373175729
4264,Modern world,pl,pt,259054.875,10.5,0.319755508058,0.41487446843
4265,Modern world,pl,ro,259818.5,11.75,0.295316576046,0.430095240792
4266,Modern world,pl,ru,260577.5,13.25,0.311166127586,0.383664479617
4267,Modern world,pt,be,261333.125,9.25,0.462259856778,0.105762375828
4268,Modern world,pt,es,262095.5,16.375,0.129845973624,0.420379541674
4269,Modern world,pt,eu,262962.625,7.5,0.233927237745,0.123123866002
4270,Modern world,pt,he,263732.571429,7.42857142857,0.559270903441,0.256877515154
4271,Modern world,pt,it,264503.166667,12.3333333333,0.44093703907,0.220264034218
4272,Modern world,pt,ja,265287.0,6.25,0.555460583049,0.0302006923938
4273,Modern world,pt,ka,266003.0,8.625,0.369571445127,0.146579006605
4274,Modern world,pt,kk,266716.625,6.625,0.627014506151,0.163779415093
4275,Modern world,pt,ro,267494.875,11.875,0.351756601767,0.206211287409
4276,Modern world,ro,be,268296.5,9.125,0.528142624952,-0.0209535189943
4277,Modern world,ro,es,269039.125,13.25,0.25708785737,0.157138683777
4278,Modern world,ro,eu,269848.125,8.75,0.244445466122,0.466772978675
4279,Modern world,ro,he,270573.5,9.33333333333,0.291602974124,0.322732769823
4280,Modern world,ro,ja,271314.375,6.125,0.574292179697,0.0982563771144
4281,Modern world,ro,ka,271999.875,8.75,0.317456243201,0.231397720657
4282,Modern world,ro,kk,272701.375,7.625,0.636364892665,0.140331229536
4283,Modern world,ru,be,273451.375,15.0,0.413385470862,0.246038102691
4284,Modern world,ru,ca,274201.142857,10.0,0.33466417703,0.355505566492
4285,Modern world,ru,da,274972.571429,10.0,0.327433185912,0.0748957297197
4286,Modern world,ru,de,275781.0,12.75,0.351109868847,0.20128070834
4287,Modern world,ru,en,276609.0,12.125,0.245074680257,0.368319547139
4288,Modern world,ru,es,277420.75,10.875,0.173371118846,0.350327841019
4289,Modern world,ru,eu,278213.625,8.75,0.343897506081,0.157853627617
4290,Modern world,ru,fr,278956.625,10.25,0.425037715476,0.218061740155
4291,Modern world,ru,he,279736.142857,8.14285714286,0.578602855206,0.0388442617497
