,imputed_semantic_domain,l1,l2,Unnamed: 0,overlap,p,rho
84,Agriculture and vegetation,de,nl,62985.5185185,14.5185185185,0.387969818762,0.296447130045
85,Agriculture and vegetation,de,pt,63900.48,12.04,0.286377241813,0.230807525508
86,Agriculture and vegetation,de,ro,64771.6153846,12.0384615385,0.468573053803,0.246583035347
87,Agriculture and vegetation,en,be,65603.125,9.91666666667,0.355807827045,0.226226014966
88,Agriculture and vegetation,en,ca,66355.3846154,12.6153846154,0.339394741418,0.319495902126
89,Agriculture and vegetation,en,es,67195.3703704,14.2592592593,0.22778280939,0.456757562006
90,Agriculture and vegetation,en,eu,68055.3636364,10.1363636364,0.503252303431,0.206544391559
91,Agriculture and vegetation,en,fr,68845.9615385,12.9230769231,0.187076578879,0.362985233072
92,Agriculture and vegetation,en,he,69691.3333333,8.33333333333,0.444712978749,0.179351851045
93,Agriculture and vegetation,en,it,70483.4166667,11.7083333333,0.308082472469,0.326980820605
94,Agriculture and vegetation,en,ja,71295.9166667,8.20833333333,0.355902872092,0.308517689313
95,Agriculture and vegetation,en,ka,72024.4545455,11.1818181818,0.384648932634,0.261744670666
96,Agriculture and vegetation,en,kk,72755.8888889,9.81481481481,0.350841441406,0.384421127034
97,Agriculture and vegetation,en,la,73526.6,6.65,0.503675570597,0.0178686781778
98,Agriculture and vegetation,en,pt,74292.8461538,11.8076923077,0.299701074479,0.206374388689
99,Agriculture and vegetation,en,ro,75158.7692308,11.1923076923,0.331762669406,0.272262270555
100,Agriculture and vegetation,en,ru,75989.2307692,11.9230769231,0.323474519534,0.319864415274
101,Agriculture and vegetation,eu,be,76749.4736842,8.36842105263,0.567598904951,0.124758587642
102,Agriculture and vegetation,eu,es,77465.9090909,10.2272727273,0.284204608801,0.21286423383
103,Agriculture and vegetation,eu,he,78207.5714286,8.14285714286,0.540170470226,0.272498115743
104,Agriculture and vegetation,fi,be,78935.6818182,10.9545454545,0.31376665535,0.306376840273
105,Agriculture and vegetation,fi,bg,79685.173913,9.73913043478,0.332888542179,0.380394349957
106,Agriculture and vegetation,fi,ca,80389.6956522,10.2173913043,0.483195976573,0.12855464469
107,Agriculture and vegetation,fi,cs,81181.047619,11.5238095238,0.411798588091,0.17863956748
108,Agriculture and vegetation,fi,da,81941.28,8.64,0.408172757514,0.223807674113
109,Agriculture and vegetation,fi,de,82786.1538462,11.3461538462,0.371335211778,0.226326247578
110,Agriculture and vegetation,fi,en,83633.6,11.68,0.332575955339,0.367201745571
111,Agriculture and vegetation,fi,es,84481.7307692,10.2692307692,0.298669781165,0.257692569864
112,Agriculture and vegetation,fi,eu,85305.2222222,10.1111111111,0.328977674485,0.165725657633
113,Agriculture and vegetation,fi,fr,86078.4166667,9.25,0.350226710433,0.195312127625
114,Agriculture and vegetation,fi,he,86875.2105263,8.26315789474,0.315859336815,-0.0829413740672
115,Agriculture and vegetation,fi,hi,87642.2,9.45,0.326372613767,0.210719560173
116,Agriculture and vegetation,fi,hr,88342.5238095,9.66666666667,0.279304217528,0.178607646989
117,Agriculture and vegetation,fi,hu,89110.3333333,10.6666666667,0.365173090339,0.318959492338
118,Agriculture and vegetation,fi,hy,89905.3157895,12.1052631579,0.385510141554,0.261388069521
119,Agriculture and vegetation,fi,it,90661.5454545,9.59090909091,0.445112781745,0.132366209947
120,Agriculture and vegetation,fi,ja,91442.9583333,6.66666666667,0.416609286283,0.178544657778
121,Agriculture and vegetation,fi,ka,92127.8636364,9.90909090909,0.390328383645,0.218864411302
122,Agriculture and vegetation,fi,kk,92855.64,8.92,0.282689498643,0.381622453435
123,Agriculture and vegetation,fi,la,93568.8888889,6.0,0.389658261446,-0.00121618585583
124,Agriculture and vegetation,fi,lt,94337.45,11.2,0.359144979553,0.283311103788
125,Agriculture and vegetation,fi,nl,95162.0416667,9.75,0.376656893247,0.132358696705
126,Agriculture and vegetation,fi,no,96027.5454545,9.81818181818,0.417614196995,0.228687230599
127,Agriculture and vegetation,fi,pl,96807.625,10.5,0.298171547072,0.121570001816
128,Agriculture and vegetation,fi,pt,97578.6086957,9.73913043478,0.269432916531,0.320500479272
129,Agriculture and vegetation,fi,ro,98388.625,9.125,0.398717587935,0.201257298819
130,Agriculture and vegetation,fi,ru,99187.25,11.25,0.408833106362,0.215932843103
131,Agriculture and vegetation,fi,sk,99976.0909091,10.0,0.347521836317,0.159408444852
132,Agriculture and vegetation,fr,be,100740.727273,9.81818181818,0.417045477095,0.337829352253
133,Agriculture and vegetation,fr,ca,101492.875,13.6666666667,0.0950991439401,0.513907855588
134,Agriculture and vegetation,fr,es,102332.333333,14.0833333333,0.184642445625,0.509273812966
135,Agriculture and vegetation,fr,eu,103192.1,9.45,0.524216063195,0.036574860642
136,Agriculture and vegetation,fr,he,103948.611111,8.88888888889,0.412231498801,-0.00540046561452
137,Agriculture and vegetation,fr,it,104708.545455,11.6818181818,0.229777358058,0.312424917564
138,Agriculture and vegetation,fr,ja,105503.75,7.08333333333,0.312396692023,0.316706614031
139,Agriculture and vegetation,fr,ka,106213.714286,10.0476190476,0.300638272445,0.3628193144
140,Agriculture and vegetation,fr,kk,106908.875,9.54166666667,0.388861558928,0.303375326863
141,Agriculture and vegetation,fr,pt,107702.913043,13.3043478261,0.295433201457,0.38473345145
142,Agriculture and vegetation,fr,ro,108563.0,9.88,0.287786830768,0.429059577921
143,Agriculture and vegetation,he,be,109325.875,8.6875,0.370940805729,0.161879394493
144,Agriculture and vegetation,he,es,110047.888889,9.77777777778,0.298467428611,0.263805261381
145,Agriculture and vegetation,hi,be,110806.1,7.15,0.459194869405,0.150875301652
146,Agriculture and vegetation,hi,bg,111482.578947,8.63157894737,0.29146360037,0.263190833049
147,Agriculture and vegetation,hi,ca,112126.380952,8.85714285714,0.382521417847,0.249502426162
148,Agriculture and vegetation,hi,cs,112808.117647,7.17647058824,0.418272361925,0.0828382596627
149,Agriculture and vegetation,hi,da,113505.157895,8.0,0.334714125992,0.283368717763
150,Agriculture and vegetation,hi,de,114247.190476,9.28571428571,0.400683689747,0.156332961228
151,Agriculture and vegetation,hi,en,115007.0,9.52380952381,0.375088557922,0.388852140311
152,Agriculture and vegetation,hi,es,115768.772727,9.45454545455,0.343125599759,0.239903538431
153,Agriculture and vegetation,hi,eu,116478.105263,8.36842105263,0.308464065112,0.207426882819
154,Agriculture and vegetation,hi,fr,117181.75,8.75,0.294347836492,0.279559707276
155,Agriculture and vegetation,hi,he,117890.0,6.71428571429,0.278598850564,0.083714543319
156,Agriculture and vegetation,hi,hr,118551.368421,6.47368421053,0.301446505837,0.305794273828
157,Agriculture and vegetation,hi,hy,119224.6,8.06666666667,0.325984029297,0.205924898168
158,Agriculture and vegetation,hi,it,119899.263158,8.15789473684,0.319734953052,0.368077786097
159,Agriculture and vegetation,hi,ja,120546.611111,4.61111111111,0.572811074307,-0.111640798909
160,Agriculture and vegetation,hi,ka,121166.933333,8.86666666667,0.487875172313,0.128880844624
161,Agriculture and vegetation,hi,kk,121852.5,7.31818181818,0.507075771284,0.143981095506
162,Agriculture and vegetation,hi,la,122499.2,4.06666666667,0.403986643585,-0.0323446547043
163,Agriculture and vegetation,hi,lt,123154.588235,9.23529411765,0.388451760006,0.224549789279
164,Agriculture and vegetation,hi,nl,123874.947368,8.94736842105,0.370739781657,0.0508228408184
165,Agriculture and vegetation,hi,no,124630.375,8.5625,0.340714171388,0.210876281699
166,Agriculture and vegetation,hi,pl,125330.166667,8.61111111111,0.412470473179,0.307795589072
167,Agriculture and vegetation,hi,pt,126035.190476,10.0,0.327855405882,0.289739586134
168,Agriculture and vegetation,hi,ro,126731.722222,9.33333333333,0.313785640043,0.286669132675
169,Agriculture and vegetation,hi,ru,127462.3,6.6,0.402004835968,0.15539909273
170,Agriculture and vegetation,hi,sk,128152.555556,6.61111111111,0.334527699693,-0.1161448581
171,Agriculture and vegetation,hr,be,128825.952381,10.0,0.420544833884,0.301067619367
172,Agriculture and vegetation,hr,ca,129539.458333,8.75,0.502032172858,0.0863241830109
173,Agriculture and vegetation,hr,cs,130261.636364,9.95454545455,0.410307583503,0.247938638867
174,Agriculture and vegetation,hr,da,130995.954545,7.31818181818,0.448079680589,0.0947008096106
175,Agriculture and vegetation,hr,de,131758.541667,8.95833333333,0.470232013367,0.060213146933
176,Agriculture and vegetation,hr,en,132540.416667,9.125,0.405382111403,0.1930370462
177,Agriculture and vegetation,hr,es,133300.083333,9.54166666667,0.316675363867,0.314228321024
178,Agriculture and vegetation,hr,eu,134039.947368,7.36842105263,0.456261779194,0.248129064571
179,Agriculture and vegetation,hr,fr,134743.9,9.5,0.395897498522,0.1807761689
180,Agriculture and vegetation,hr,he,135454.666667,8.22222222222,0.264554811219,0.338890477025
181,Agriculture and vegetation,hr,it,136163.428571,8.33333333333,0.432214338428,0.283389246746
182,Agriculture and vegetation,hr,ja,136854.047619,5.28571428571,0.41361348069,0.154388381094
183,Agriculture and vegetation,hr,ka,137502.45,9.15,0.410566126354,0.314797099172
184,Agriculture and vegetation,hr,kk,138169.75,7.79166666667,0.384018740631,0.121931320377
185,Agriculture and vegetation,hr,la,138858.4375,5.375,0.506189040101,0.0196555353355
186,Agriculture and vegetation,hr,lt,139576.285714,8.80952380952,0.397761695166,0.176407573854
187,Agriculture and vegetation,hr,nl,140306.045455,9.18181818182,0.324863672154,0.384063764697
188,Agriculture and vegetation,hr,no,141120.4,6.8,0.294765363617,0.385051985356
189,Agriculture and vegetation,hr,pl,141838.565217,11.0434782609,0.369874053288,0.369644815085
190,Agriculture and vegetation,hr,pt,142582.363636,8.86363636364,0.385520084891,0.270596851599
191,Agriculture and vegetation,hr,ro,143328.958333,8.33333333333,0.300764882354,0.375923279932
192,Agriculture and vegetation,hr,ru,144071.478261,11.347826087,0.455497703917,0.0988372188107
193,Agriculture and vegetation,hr,sk,144809.681818,10.2727272727,0.47942605039,0.150170868827
194,Agriculture and vegetation,hu,be,145541.227273,10.5454545455,0.272611562815,0.420521920181
195,Agriculture and vegetation,hu,bg,146292.708333,11.5,0.408589589982,0.198309278796
196,Agriculture and vegetation,hu,ca,146991.08,10.72,0.398791732233,0.204545138858
197,Agriculture and vegetation,hu,cs,147742.521739,11.0869565217,0.347213722843,0.349245466655
198,Agriculture and vegetation,hu,da,148492.5,9.75,0.399970166769,0.336879086256
199,Agriculture and vegetation,hu,de,149303.615385,12.4615384615,0.307618485899,0.243016652399
200,Agriculture and vegetation,hu,en,150142.576923,11.6923076923,0.312688233943,0.332033324283
201,Agriculture and vegetation,hu,es,150976.653846,12.0769230769,0.325707225623,0.258202451535
202,Agriculture and vegetation,hu,eu,151771.285714,9.85714285714,0.513857781958,0.0114905469004
203,Agriculture and vegetation,hu,fr,152505.0,10.75,0.343671769606,0.242880334041
204,Agriculture and vegetation,hu,he,153257.705882,8.76470588235,0.346812867101,0.220314633104
205,Agriculture and vegetation,hu,hi,154003.105263,9.21052631579,0.448142952576,0.152660084279
206,Agriculture and vegetation,hu,hr,154707.782609,9.69565217391,0.29325661848,0.443006083476
207,Agriculture and vegetation,hu,hy,155450.631579,10.0,0.407368035623,0.155899472426
208,Agriculture and vegetation,hu,it,156189.478261,11.2173913043,0.329099717243,0.270083769623
209,Agriculture and vegetation,hu,ja,156936.875,7.79166666667,0.451526022398,0.165773186502
210,Agriculture and vegetation,hu,ka,157618.6,11.8,0.342798550497,0.406072235245
211,Agriculture and vegetation,hu,kk,158342.04,8.68,0.349235154026,0.298726220275
212,Agriculture and vegetation,hu,la,159066.894737,5.73684210526,0.371619707637,0.284527691836
213,Agriculture and vegetation,hu,lt,159830.272727,11.1363636364,0.337190955286,0.232730718778
214,Agriculture and vegetation,hu,nl,160626.2,10.6,0.286932637,0.383703976201
215,Agriculture and vegetation,hu,no,161469.136364,10.0,0.268856900313,0.299184538626
216,Agriculture and vegetation,hu,pl,162234.84,11.88,0.304419217651,0.37596505493
217,Agriculture and vegetation,hu,pt,162995.375,10.9583333333,0.442743874592,0.129094854279
218,Agriculture and vegetation,hu,ro,163784.32,10.72,0.415156926337,0.147018034579
219,Agriculture and vegetation,hu,ru,164557.041667,11.9583333333,0.253395511465,0.313299487352
220,Agriculture and vegetation,hu,sk,165322.181818,11.1363636364,0.284282566775,0.385037739672
221,Agriculture and vegetation,hy,be,166075.25,11.65,0.28145168228,0.295246345175
222,Agriculture and vegetation,hy,bg,166782.0,7.72222222222,0.397128252618,0.0975923665273
223,Agriculture and vegetation,hy,ca,167421.736842,9.73684210526,0.342911678605,0.127657760443
224,Agriculture and vegetation,hy,cs,168119.555556,10.2777777778,0.39047913563,0.293180772085
225,Agriculture and vegetation,hy,da,168832.388889,8.33333333333,0.320939295021,0.442908309946
226,Agriculture and vegetation,hy,de,169567.166667,12.0555555556,0.344754225249,0.263925869758
227,Agriculture and vegetation,hy,en,170353.095238,10.5238095238,0.298738768092,0.250578633591
228,Agriculture and vegetation,hy,es,171120.2,10.4,0.279064761193,0.418745903811
229,Agriculture and vegetation,hy,eu,171869.0625,8.75,0.452358278374,0.187615149689
230,Agriculture and vegetation,hy,fr,172559.222222,10.3888888889,0.397011838225,0.323214596443
231,Agriculture and vegetation,hy,he,173265.533333,9.53333333333,0.27586199283,0.153132571464
232,Agriculture and vegetation,hy,hr,173970.611111,9.55555555556,0.461276070947,0.267472125104
233,Agriculture and vegetation,hy,it,174667.588235,9.76470588235,0.29348906806,0.2429135872
234,Agriculture and vegetation,hy,ja,175363.111111,7.11111111111,0.295939952795,0.105848538329
235,Agriculture and vegetation,hy,ka,175983.823529,12.9411764706,0.284605186816,0.271092321815
236,Agriculture and vegetation,hy,kk,176659.952381,7.90476190476,0.387116480713,0.0681665398958
237,Agriculture and vegetation,hy,la,177340.785714,7.28571428571,0.519262963386,-0.00204890841379
238,Agriculture and vegetation,hy,lt,178041.894737,11.2631578947,0.257366142823,0.344199262187
239,Agriculture and vegetation,hy,nl,178770.176471,9.76470588235,0.371002292399,0.0543362599023
240,Agriculture and vegetation,hy,no,179565.533333,10.8666666667,0.338376557585,0.248598094594
241,Agriculture and vegetation,hy,pl,180297.55,11.25,0.277127263342,0.277796775305
242,Agriculture and vegetation,hy,pt,180992.0,9.55555555556,0.398307152114,0.175675544968
243,Agriculture and vegetation,hy,ro,181750.631579,9.63157894737,0.378239886124,0.165323650824
244,Agriculture and vegetation,hy,ru,182473.666667,10.5714285714,0.314492159274,0.210171747732
245,Agriculture and vegetation,hy,sk,183203.444444,11.2777777778,0.360231391508,0.0833570831673
246,Agriculture and vegetation,it,be,183912.3,9.2,0.454098269552,0.317783724669
247,Agriculture and vegetation,it,es,184625.291667,14.625,0.179149696071,0.448640201108
248,Agriculture and vegetation,it,eu,185406.722222,9.72222222222,0.46620864123,0.12778880046
249,Agriculture and vegetation,it,he,186117.2,8.0,0.374945451466,0.209426130716
250,Agriculture and vegetation,it,ja,186821.8,7.3,0.370654705179,0.373162508402
251,Agriculture and vegetation,it,ka,187485.6,8.4,0.359502556534,0.371300174991
252,Agriculture and vegetation,it,kk,188164.875,8.33333333333,0.299515393293,0.331468985072
253,Agriculture and vegetation,it,ro,188882.26087,9.69565217391,0.301966521177,0.448398600339
254,Agriculture and vegetation,ja,be,189616.285714,7.19047619048,0.3767245508,0.281778438056
255,Agriculture and vegetation,ja,es,190269.24,7.8,0.320424099319,0.465890834249
256,Agriculture and vegetation,ja,eu,190990.1,5.85,0.456071904935,0.260351898124
257,Agriculture and vegetation,ja,he,191637.833333,5.61111111111,0.392799832104,0.17293795058
258,Agriculture and vegetation,ja,ka,192276.736842,7.15789473684,0.418144638868,0.331073235184
259,Agriculture and vegetation,ka,be,192889.0,11.2857142857,0.29022124664,0.436020278777
260,Agriculture and vegetation,ka,es,193572.73913,10.347826087,0.408831523453,0.143937726682
261,Agriculture and vegetation,ka,eu,194277.777778,9.83333333333,0.461690444126,0.152747808636
262,Agriculture and vegetation,ka,he,194931.555556,10.3333333333,0.521710401848,0.0291954617467
263,Agriculture and vegetation,kk,be,195605.083333,7.83333333333,0.433090919149,0.318715046647
264,Agriculture and vegetation,kk,es,196325.884615,9.26923076923,0.466279367388,0.236761984132
265,Agriculture and vegetation,kk,eu,197101.619048,8.61904761905,0.334403253511,0.164538130928
266,Agriculture and vegetation,kk,he,197788.222222,7.27777777778,0.370417278948,0.106655414724
267,Agriculture and vegetation,kk,ja,198474.4,5.92,0.358256015329,0.297484713428
268,Agriculture and vegetation,kk,ka,199107.789474,10.6842105263,0.214900211508,0.26921304998
269,Agriculture and vegetation,la,be,199785.9375,6.6875,0.386635309194,0.178875432337
270,Agriculture and vegetation,la,ca,200469.75,6.3,0.480648496344,-0.0517526021682
271,Agriculture and vegetation,la,es,201181.55,6.4,0.352354450077,0.12651962142
272,Agriculture and vegetation,la,eu,201925.9375,6.6875,0.326265490367,-0.0958884717018
273,Agriculture and vegetation,la,fr,202608.75,6.35,0.431246088764,0.169407748133
274,Agriculture and vegetation,la,he,203326.333333,4.75,0.47940876173,0.0143041281613
275,Agriculture and vegetation,la,it,203988.526316,6.21052631579,0.509060819751,0.0181021553355
276,Agriculture and vegetation,la,ja,204686.842105,4.84210526316,0.259212842701,0.240631084421
277,Agriculture and vegetation,la,ka,205295.5625,6.5625,0.464684694984,0.078706495231
278,Agriculture and vegetation,la,kk,205953.722222,5.05555555556,0.378687649163,0.168384153615
279,Agriculture and vegetation,la,pt,206639.25,6.3,0.569721725484,-0.0393364603606
280,Agriculture and vegetation,la,ro,207371.8,5.35,0.370075827913,-0.0731561734589
281,Agriculture and vegetation,lt,be,208116.772727,10.9090909091,0.406090008117,0.297917245013
282,Agriculture and vegetation,lt,ca,208864.363636,10.2727272727,0.433464562357,0.293841924244
283,Agriculture and vegetation,lt,da,209623.857143,9.71428571429,0.329680982501,0.424635016813
284,Agriculture and vegetation,lt,de,210427.272727,13.2727272727,0.279463945923,0.345504803975
285,Agriculture and vegetation,lt,en,211273.565217,10.5652173913,0.332048823699,0.246862911475
286,Agriculture and vegetation,lt,es,212088.695652,10.5652173913,0.337685006436,0.272656711082
287,Agriculture and vegetation,lt,eu,212877.526316,9.10526315789,0.542139919387,0.0792307598952
288,Agriculture and vegetation,lt,fr,213628.545455,11.5,0.2574667556,0.357888947665
289,Agriculture and vegetation,lt,he,214417.294118,8.82352941176,0.413746492222,0.0659003602942
290,Agriculture and vegetation,lt,it,215142.315789,10.5263157895,0.329516051176,0.248357227383
291,Agriculture and vegetation,lt,ja,215852.684211,7.21052631579,0.413113344881,0.259130994828
292,Agriculture and vegetation,lt,ka,216535.0,11.6,0.32209980324,0.343123122375
293,Agriculture and vegetation,lt,kk,217258.217391,9.0,0.308984544212,0.183689736724
294,Agriculture and vegetation,lt,la,217987.058824,6.41176470588,0.511419100529,0.171439240546
295,Agriculture and vegetation,lt,nl,218742.666667,9.61904761905,0.363433179631,0.0921611991977
296,Agriculture and vegetation,lt,no,219584.047619,9.90476190476,0.346808335119,0.338111212172
297,Agriculture and vegetation,lt,pt,220363.181818,9.68181818182,0.395958752314,0.233044147281
298,Agriculture and vegetation,lt,ro,221169.391304,9.4347826087,0.426796677986,0.100016789077
299,Agriculture and vegetation,nl,be,221926.619048,9.19047619048,0.447358141496,0.386197930334
300,Agriculture and vegetation,nl,ca,222713.2,10.76,0.416426755656,0.184074706125
301,Agriculture and vegetation,nl,en,223560.888889,12.2222222222,0.343456033903,0.209740262766
302,Agriculture and vegetation,nl,es,224443.52,11.36,0.402822843881,0.209972848355
303,Agriculture and vegetation,nl,eu,225310.0,8.66666666667,0.480480500766,0.283116631365
304,Agriculture and vegetation,nl,fr,226097.173913,11.7391304348,0.2777152104,0.413324297252
305,Agriculture and vegetation,nl,he,226938.411765,8.94117647059,0.487448118011,0.255786601142
306,Agriculture and vegetation,nl,it,227746.727273,9.27272727273,0.389307007385,0.336758773971
307,Agriculture and vegetation,nl,ja,228565.4,6.44,0.457412490039,0.0795156462609
308,Agriculture and vegetation,nl,ka,229265.15,10.25,0.319445225925,0.449270293937
309,Agriculture and vegetation,nl,kk,230011.88,7.52,0.39121592242,0.200335727021
310,Agriculture and vegetation,nl,la,230783.0,4.41176470588,0.457526847953,-0.133029190817
311,Agriculture and vegetation,nl,pt,231575.956522,10.2608695652,0.432106037836,0.226594197181
