"glottocode","headword","sourceForm","clicsForm","NumMeanings"
"basq1248","'baru 'egin","'baru 'egin","baruegin","1"
"basq1248","'baster","'baster","baster","1"
"basq1248","'begi","'begi","begi","1"
"basq1248","'begi 'bilho","'begi 'bilho","begibilho","1"
"basq1248","'begi 'espal","'begi 'espal","begiespal","1"
"basq1248","'behi","'behi","behi","1"
"basq1248","'bele","'bele","bele","1"
"basq1248","'belhar","'belhar","belhar","1"
"basq1248","'belhar 'idor","'belhar 'idor","belharidor","1"
"mode1248","'beno","'beno","beno","1"
"basq1248","'bera","'bera","bera","1"
"basq1248","'beri","'beri","beri","1"
"basq1248","'bero","'bero","bero","1"
"basq1248","'beṣo","'beṣo","beso","1"
"basq1248","'betʰi","'betʰi","bethi","1"
"basq1248","'bidar","'bidar","bidar","1"
"basq1248","'bide","'bide","bide","1"
"basq1248","'biga","'biga","biga","1"
"basq1248","'bihar","'bihar","bihar","1"
"basq1248","'bihi","'bihi","bihi","3"
"basq1248","'bihoc̷","'bihoc̷","bihoc","1"
"basq1248","'bilho","'bilho","bilho","1"
"mode1248","'bira","'bira","bira","1"
"basq1248","'bisar","'bisar","bisar","1"
"basq1248","'bisar [na'bela]","'bisar na'bela","bisarnabela","1"
"basq1248","'bisi","'bisi","bisi","1"
"basq1248","'biskar","'biskar","biskar","1"
"basq1248","'biskar 'esür","'biskar 'esür","biskaresur","1"
"basq1248","'bizi","'bizi","bizi","1"
"mode1248","'ble","'ble","ble","1"
"basq1248","'bočü","'bočü","bocu","1"
"basq1248","'bohor","'bohor","bohor","1"
"mode1248","'bol","'bol","bol","1"
"mode1248","'bota","'bota","bota","1"
"basq1248","'bulhar","'bulhar","bulhar","1"
"mode1248","'buti","'buti","buti","1"
"basq1248","'bühür","'bühür","buhur","1"
"basq1248","'bürdüɲ","'bürdüɲ","burdun","1"
"basq1248","'bürkʰi","'bürkʰi","burkhi","1"
"basq1248","'bürü","'bürü","buru","2"
"basq1248","'bürü'negi","'bürü'negi","burunegi","1"
"basq1248","'büstan","'büstan","bustan","1"
"basq1248","'čakür","'čakür","cakur","1"
"basq1248","'čori","'čori","cori","1"
"basq1248","'čorta","'čorta","corta","1"
"basq1248","'čüti","'čüti","cuti","2"
"basq1248","'c̷imal","'c̷imal","cimal","1"
"basq1248","'dalʸü","'dalʸü","dalyu","1"
"mode1248","'dino","'dino","dino","1"
"mode1248","'dinome","'dinome","dinome","1"
"basq1248","'dü̃da","'dü̃da","duda","1"
"basq1248","'ebac̷̣","'ebac̷̣","ebac","1"
"basq1248","'ebi","'ebi","ebi","1"
"basq1248","'ebil","'ebil","ebil","1"
"mode1248","'eboros","'eboros","eboros","1"
"basq1248","'eče","'eče","ece","1"
"basq1248","'eček","'eček","ecek","2"
"basq1248","'ec̷an","'ec̷an","ecan","1"
"basq1248","'ec̷i","'ec̷i","eci","1"
"basq1248","'edan","'edan","edan","1"
"mode1248","'edeka","'edeka","edeka","1"
"basq1248","'eder","'eder","eder","1"
"mode1248","'edera","'edera","edera","1"
"basq1248","'edo","'edo","edo","1"
"mode1248","'edomo","'edomo","edomo","1"
"mode1248","'efivi","'efivi","efivi","2"
"mode1248","'efkolos","'efkolos","efkolos","1"
"mode1248","'efstrofos","'efstrofos","efstrofos","1"
"basq1248","'egia","'egia","egia","1"
"basq1248","'egin","'egin","egin","2"
"mode1248","'egios","'egios","egios","1"
"basq1248","'egon","'egon","egon","1"
"basq1248","'egün","'egün","egun","2"
"basq1248","'egür","'egür","egur","1"
"basq1248","'egür 'ĩkʰac̷","'egür 'ĩkʰac̷","egurikhac","1"
"basq1248","'ehi","'ehi","ehi","1"
"basq1248","'eho","'eho","eho","2"
"basq1248","'ehorc̷","'ehorc̷","ehorc","1"
"basq1248","'ehün","'ehün","ehun","2"
"basq1248","'eia","'eia","eia","1"
"basq1248","'eižer","'eižer","eizer","1"
"mode1248","'ekpliktos","'ekpliktos","ekpliktos","1"
"mode1248","'eksi","'eksi","eksi","1"
"mode1248","'eksipnos","'eksipnos","eksipnos","1"
"mode1248","'ekso","'ekso","ekso","1"
"basq1248","'ekʰar","'ekʰar","ekhar","1"
"basq1248","'ekʰi","'ekʰi","ekhi","1"
"basq1248","'ekʰi 'žeiki'gia","'ekʰi 'žeiki'gia","ekhizeikigia","1"
"basq1248","'ekʰi ṣar'gia","'ekʰi ṣar'gia","ekhisargia","1"
"mode1248","'elato","'elato","elato","1"
"basq1248","'elčo","'elčo","elco","1"
"basq1248","'elder","'elder","elder","1"
"basq1248","'elhür","'elhür","elhur","1"
"basq1248","'elkʰi","'elkʰi","elkhi","1"
"mode1248","'elos","'elos","elos","1"
"mode1248","'ema","'ema","ema","1"
"basq1248","'eman","'eman","eman","1"
"mode1248","'ena","'ena","ena","1"
"mode1248","'enia","'enia","enia","1"
"mode1248","'enoxos","'enoxos","enoxos","1"
"mode1248","'enðima","'enðima","endima","1"
"mode1248","'epenos","'epenos","epenos","1"
"basq1248","'epʰel","'epʰel","ephel","1"
"basq1248","'erač","'erač","erac","1"
"basq1248","'eran","'eran","eran","1"
"basq1248","'erc̷o","'erc̷o","erco","1"
"basq1248","'erdi","'erdi","erdi","2"
"basq1248","'ere","'ere","ere","3"
"basq1248","'ere-ar'asi","'ere-ar'asi","erearasi","1"
"basq1248","'eri","'eri","eri","1"
"basq1248","'erle","'erle","erle","1"
"basq1248","'ero","'ero","ero","1"
"basq1248","'eror","'eror","eror","1"
"mode1248","'erotas","'erotas","erotas","1"
"basq1248","'erše","'erše","erse","1"
"mode1248","'erxome","'erxome","erxome","1"
"basq1248","'esko","'esko","esko","2"
"basq1248","'eskũt","'eskũt","eskut","1"
"basq1248","'esti","'esti","esti","1"
"basq1248","'estü'l egin","'estü'l egin","estulegin","1"
"basq1248","'esür","'esür","esur","1"
"basq1248","'eṣkü","'eṣkü","esku","1"
"basq1248","'eṣkü 'larü","'eṣkü 'larü","eskularu","1"
"basq1248","'eṣkü [mã'ču]","'eṣkü mã'ču","eskumacu","1"
"basq1248","'eta","'eta","eta","1"
"mode1248","'etimos","'etimos","etimos","1"
"mode1248","'etos","'etos","etos","1"
"basq1248","'etʰen","'etʰen","ethen","1"
"mode1248","'exo","'exo","exo","2"
"mode1248","'exo 'loksiga","'exo 'loksiga","exoloksiga","1"
"mode1248","'eðafos","'eðafos","edafos","1"
"basq1248","'eɲhe","'eɲhe","enhe","1"
"mode1248","'eθimo","'eθimo","ethimo","1"
"mode1248","'fadasma","'fadasma","fadasma","1"
"mode1248","'falena","'falena","falena","1"
"mode1248","'fara","'fara","fara","1"
"mode1248","'farmako","'farmako","farmako","1"
"mode1248","'fenome","'fenome","fenome","1"
"mode1248","'ferno","'ferno","ferno","1"
"mode1248","'fevɣo","'fevɣo","fevgo","1"
"mode1248","'filo","'filo","filo","1"
"mode1248","'filos","'filos","filos","1"
"mode1248","'finikas","'finikas","finikas","1"
"mode1248","'fiði","'fiði","fidi","1"
"mode1248","'flauto","'flauto","flauto","1"
"mode1248","'fleva","'fleva","fleva","1"
"mode1248","'floɣa","'floɣa","floga","1"
"mode1248","'fonos","'fonos","fonos","1"
"mode1248","'forema","'forema","forema","1"
"mode1248","'foros","'foros","foros","1"
"mode1248","'fos","'fos","fos","1"
"mode1248","'fovos","'fovos","fovos","1"
"mode1248","'fraxtis","'fraxtis","fraxtis","1"
"mode1248","'friði","'friði","fridi","1"
"mode1248","'frurio","'frurio","frurio","1"
"mode1248","'fruto","'fruto","fruto","1"
"mode1248","'ftano","'ftano","ftano","1"
"mode1248","'fterna","'fterna","fterna","1"
"mode1248","'ftiari","'ftiari","ftiari","1"
"mode1248","'ftiaxno","'ftiaxno","ftiaxno","1"
"mode1248","'ftino","'ftino","ftino","1"
"mode1248","'furnos","'furnos","furnos","1"
"mode1248","'fusta","'fusta","fusta","2"
"mode1248","'fθonos","'fθonos","fthonos","1"
"basq1248","'gagar","'gagar","gagar","1"
"basq1248","'gahün","'gahün","gahun","1"
"basq1248","'gaišto","'gaišto","gaisto","1"
"basq1248","'galc̷a","'galc̷a","galca","1"
"basq1248","'galc̷e","'galc̷e","galce","1"
"basq1248","'galtʰa","'galtʰa","galtha","2"
"basq1248","'gasi","'gasi","gasi","2"
"basq1248","'gaste","'gaste","gaste","1"
"basq1248","'gaɲ-en","'gaɲ-en","ganen","1"
"basq1248","'gaɲe","'gaɲe","gane","1"
"basq1248","'gaɲti","'gaɲti","ganti","1"
"basq1248","'gero","'gero","gero","1"
"basq1248","'gesür 'eran","'gesür 'eran","gesureran","1"
"basq1248","'gibel","'gibel","gibel","2"
"basq1248","'gibele'rai","'gibele'rai","gibelerai","1"
"basq1248","'gisen","'gisen","gisen","1"
"basq1248","'gison","'gison","gison","2"
"basq1248","'gison es'kũ-tü","'gison es'kũ-tü","gisoneskutu","1"
"basq1248","'gogo","'gogo","gogo","2"
"basq1248","'gogor","'gogor","gogor","1"
"basq1248","'gois-ik","'gois-ik","goisik","1"
"basq1248","'goiti žun","'goiti žun","goitizun","2"
"basq1248","'goiti'urtʰuk","'goiti'urtʰuk","goitiurthuk","1"
"basq1248","'gora","'gora","gora","1"
"basq1248","'gorde","'gorde","gorde","1"
"basq1248","'gordin","'gordin","gordin","1"
"basq1248","'gori","'gori","gori","1"
"basq1248","'goṣe","'goṣe","gose","1"
"basq1248","'güne","'güne","gune","1"
"basq1248","'güsi","'güsi","gusi","1"
"basq1248","'güti","'güti","guti","1"
"basq1248","'ha'meka","'ha'meka","hameka","1"
"basq1248","'hac̷̣are","'hac̷̣are","hacare","1"
"basq1248","'hac̷̣har","'hac̷̣har","hachar","1"
"basq1248","'hagin","'hagin","hagin","1"
"basq1248","'haic̷ür","'haic̷ür","haicur","1"
"basq1248","'haic̷ür-'c̷e-ko ['pʰala]","'haic̷ür-'c̷e-ko 'pʰala","haicurcekophala","1"
"basq1248","'haištür","'haištür","haistur","1"
"basq1248","'haita","'haita","haita","1"
"basq1248","'hamar","'hamar","hamar","1"
"basq1248","'hanič","'hanič","hanic","1"
"basq1248","'hargin","'hargin","hargin","1"
"basq1248","'hari","'hari","hari","2"
"basq1248","'harič","'harič","haric","1"
"basq1248","'harpe","'harpe","harpe","1"
"basq1248","'hãdi","'hãdi","hadi","2"
"basq1248","'heda","'heda","heda","1"
"basq1248","'hegal","'hegal","hegal","1"
"basq1248","'hera","'hera","hera","1"
"basq1248","'heri","'heri","heri","2"
"basq1248","'herṣi","'herṣi","hersi","1"
"basq1248","'hiri","'hiri","hiri","1"
"basq1248","'hiru","'hiru","hiru","1"
"basq1248","'hiru 'aldi-s","'hiru 'aldi-s","hirualdis","1"
"basq1248","'hobe","'hobe","hobe","1"
"basq1248","'hoc̷","'hoc̷","hoc","1"
"basq1248","'hogei","'hogei","hogei","1"
"basq1248","'holʸi","'holʸi","holyi","1"
"basq1248","'hunhar","'hunhar","hunhar","1"
"basq1248","'hura","'hura","hura","1"
"basq1248","'hũki","'hũki","huki","1"
"basq1248","'hüc̷̣-ik","'hüc̷̣-ik","hucik","1"
"basq1248","'hülʸan","'hülʸan","hulyan","1"
"basq1248","'hülʸãt","'hülʸãt","hulyat","1"
"basq1248","'hürün","'hürün","hurun","1"
"mode1248","'i","'i","i","1"
"basq1248","'iac̷ar","'iac̷ar","iacar","1"
"basq1248","'ibar ~ 'naba","'ibar","ibar","1"
"basq1248","'ic̷al","'ic̷al","ical","1"
"basq1248","'ic̷e","'ic̷e","ice","1"
"basq1248","'ic̷̣aṣ 'baster","'ic̷̣aṣ 'baster","icasbaster","1"
"basq1248","'idi","'idi","idi","1"
"basq1248","'idor","'idor","idor","1"
"basq1248","'iec̷̣i","'iec̷̣i","ieci","1"
"mode1248","'ifalos","'ifalos","ifalos","1"
"mode1248","'ifasma","'ifasma","ifasma","1"
"basq1248","'igãte","'igãte","igate","1"
"basq1248","'igel","'igel","igel","1"
"basq1248","'igi","'igi","igi","2"
"basq1248","'igor","'igor","igor","1"
"mode1248","'ikosi","'ikosi","ikosi","1"
"mode1248","'iktos","'iktos","iktos","1"
"basq1248","'ikʰaṣ","'ikʰaṣ","ikhas","2"
"basq1248","'ikʰer","'ikʰer","ikher","1"
"basq1248","'ikʰuṣ","'ikʰuṣ","ikhus","1"
"basq1248","'ildo","'ildo","ildo","1"
"basq1248","'ilhar","'ilhar","ilhar","1"
"basq1248","'ilhe","'ilhe","ilhe","1"
"mode1248","'ilios","'ilios","ilios","1"
"mode1248","'ipeθros","'ipeθros","ipethros","1"
"mode1248","'ipiros","'ipiros","ipiros","1"
"mode1248","'ipos","'ipos","ipos","1"
"basq1248","'irabas","'irabas","irabas","1"
"basq1248","'iraiki","'iraiki","iraiki","1"
"basq1248","'irakuṣ","'irakuṣ","irakus","1"
"basq1248","'irin","'irin","irin","1"
"basq1248","'isar","'isar","isar","1"
"basq1248","'isen","'isen","isen","1"
"mode1248","'isios","'isios","isios","1"
"mode1248","'isixos","'isixos","isixos","1"
"basq1248","'isor","'isor","isor","1"
"basq1248","'išil","'išil","isil","1"
"mode1248","'ita","'ita","ita","1"
"basq1248","'itʰo","'itʰo","itho","2"
"basq1248","'iuški","'iuški","iuski","1"
"mode1248","'ixnos","'ixnos","ixnos","1"
"mode1248","'ixos","'ixos","ixos","1"
"mode1248","'iðolo","'iðolo","idolo","1"
"mode1248","'iɣnamo","'iɣnamo","ignamo","1"
"basq1248","'ĩhĩc̷","'ĩhĩc̷","ihic","1"
"mode1248","'kaltsa","'kaltsa","kaltsa","1"
"mode1248","'kano","'kano","kano","1"
"mode1248","'kano 'banio ['baɲo]","'kano 'banio 'baɲo","kanobaniobano","1"
"mode1248","'kano 'erota","'kano 'erota","kanoerota","1"
"mode1248","'kano 'kiriɣma","'kano 'kiriɣma","kanokirigma","1"
"mode1248","'kano a'era","'kano a'era","kanoaera","1"
"mode1248","'kano eme'to","'kano eme'to","kanoemeto","1"
"mode1248","'kano ka'ka","'kano ka'ka","kanokaka","1"
"mode1248","'kano vu'tia","'kano vu'tia","kanovutia","1"
"mode1248","'kano zi'mia","'kano zi'mia","kanozimia","1"
"mode1248","'kapa","'kapa","kapa","1"
"mode1248","'karvuno","'karvuno","karvuno","2"
"mode1248","'kato","'kato","kato","1"
"mode1248","'kato a'po","'kato a'po","katoapo","1"
"mode1248","'kavos","'kavos","kavos","1"
"mode1248","'kaθe","'kaθe","kathe","1"
"mode1248","'kaθome","'kaθome","kathome","1"
"mode1248","'kaθome okla'ðon","'kaθome okla'ðon","kathomeokladon","1"
"mode1248","'ke","'ke","ke","1"
"mode1248","'kedro","'kedro","kedro","1"
"mode1248","'keo","'keo","keo","2"
"mode1248","'kerato","'kerato","kerato","1"
"mode1248","'keɣome","'keɣome","kegome","1"
"mode1248","'kiklos","'kiklos","kiklos","1"
"mode1248","'kima ['k̯ima]","'kima 'k̯ima","kimakima","1"
"mode1248","'kinðinos","'kinðinos","kindinos","1"
"mode1248","'kipos","'kipos","kipos","1"
"mode1248","'kirios","'kirios","kirios","1"
"mode1248","'kitrinos","'kitrinos","kitrinos","1"
"mode1248","'kitro","'kitro","kitro","1"
"mode1248","'klab ia 'adres","'klab ia 'adres","klabiaadres","1"
"mode1248","'klano","'klano","klano","1"
"mode1248","'kleftis","'kleftis","kleftis","1"
"mode1248","'kleo","'kleo","kleo","1"
"mode1248","'klevo","'klevo","klevo","1"
"mode1248","'klika","'klika","klika","1"
"mode1248","'klino","'klino","klino","1"
"mode1248","'klob","'klob","klob","1"
"mode1248","'kloθo","'kloθo","klotho","1"
"mode1248","'kobos","'kobos","kobos","1"
"mode1248","'kokalo","'kokalo","kokalo","1"
"mode1248","'kokino pi'peri","'kokino pi'peri","kokinopiperi","1"
"mode1248","'kokinos","'kokinos","kokinos","1"
"mode1248","'kokoras","'kokoras","kokoras","1"
"mode1248","'kola","'kola","kola","1"
"mode1248","'kolasi","'kolasi","kolasi","1"
"mode1248","'kolpos","'kolpos","kolpos","1"
"mode1248","'koniða","'koniða","konida","1"
"mode1248","'kopsi","'kopsi","kopsi","1"
"mode1248","'korakas","'korakas","korakas","1"
"mode1248","'kori","'kori","kori","1"
"mode1248","'kosmima ['kozmima]","'kosmima 'kozmima","kosmimakozmima","1"
"mode1248","'kosmos ['kozmos]","'kosmos 'kozmos","kosmoskozmos","2"
"mode1248","'kota","'kota","kota","1"
"mode1248","'kovo","'kovo","kovo","2"
"basq1248","'kõkor","'kõkor","kokor","1"
"mode1248","'kranos","'kranos","kranos","1"
"mode1248","'krazo","'krazo","krazo","1"
"mode1248","'kreas","'kreas","kreas","2"
"mode1248","'krios","'krios","krios","2"
"mode1248","'krivo","'krivo","krivo","1"
"mode1248","'krokos (a'vɣu)","'krokos a'vɣu","krokosavgu","1"
"mode1248","'krotafos","'krotafos","krotafos","1"
"mode1248","'ksenos","'ksenos","ksenos","1"
"mode1248","'ksero","'ksero","ksero","1"
"mode1248","'ksigi","'ksigi","ksigi","1"
"mode1248","'ksilo","'ksilo","ksilo","2"
"mode1248","'kupa","'kupa","kupa","1"
"mode1248","'kura'smenos","'kura'smenos","kurasmenos","1"
"mode1248","'kutelo","'kutelo","kutelo","1"
"mode1248","'kutsuro","'kutsuro","kutsuro","1"
"basq1248","'küṣkü","'küṣkü","kusku","1"
"basq1248","'kʰac̷̣","'kʰac̷̣","khac","1"
"basq1248","'kʰako","'kʰako","khako","1"
"basq1248","'kʰešü","'kʰešü","khesu","1"
"basq1248","'kʰeṣa","'kʰeṣa","khesa","1"
"basq1248","'kʰočo","'kʰočo","khoco","2"
"basq1248","'kʰodi","'kʰodi","khodi","1"
"basq1248","'kʰüpüc̷̣","'kʰüpüc̷̣","khupuc","2"
"mode1248","'laba","'laba","laba","1"
"basq1248","'labe","'labe","labe","2"
"mode1248","'labo","'labo","labo","1"
"basq1248","'lac̷̣a","'lac̷̣a","laca","1"
"mode1248","'lafiro","'lafiro","lafiro","1"
"basq1248","'lagün","'lagün","lagun","1"
"basq1248","'lagü̃t","'lagü̃t","lagut","2"
"basq1248","'larü","'larü","laru","3"
"mode1248","'laspi","'laspi","laspi","1"
"basq1248","'laṣter","'laṣter","laster","2"
"basq1248","'laṣto he'gac̷","'laṣto he'gac̷","lastohegac","1"
"mode1248","'laði","'laði","ladi","1"
"basq1248","'lãpʰüc̷","'lãpʰüc̷","laphuc","1"
"mode1248","'laθos","'laθos","lathos","2"
"basq1248","'legar","'legar","legar","1"
"basq1248","'lehen","'lehen","lehen","2"
"basq1248","'leiho","'leiho","leiho","1"
"mode1248","'leksi","'leksi","leksi","1"
"mode1248","'lemarɣos","'lemarɣos","lemargos","1"
"mode1248","'leo","'leo","leo","1"
"mode1248","'leo 'psemata","'leo 'psemata","leopsemata","1"
"mode1248","'lepi","'lepi","lepi","1"
"basq1248","'lepʰo","'lepʰo","lepho","1"
"basq1248","'lepʰo 'hãdi","'lepʰo 'hãdi","lephohadi","1"
"basq1248","'lera","'lera","lera","1"
"mode1248","'likos","'likos","likos","1"
"basq1248","'lili","'lili","lili","1"
"mode1248","'limni","'limni","limni","1"
"mode1248","'lino","'lino","lino","1"
"stan1290","'lionne'","'lionne'","lionne","1"
"mode1248","'lios","'lios","lios","1"
"mode1248","'lipos","'lipos","lipos","1"
"mode1248","'liɣo","'liɣo","ligo","1"
"basq1248","'loc̷̣a","'loc̷̣a","loca","1"
"basq1248","'lodi","'lodi","lodi","2"
"mode1248","'lofos","'lofos","lofos","2"
"basq1248","'lohi","'lohi","lohi","1"
"mode1248","'lonxi","'lonxi","lonxi","1"
"basq1248","'loṣko","'loṣko","losko","1"
"mode1248","'loɣos ('vɣazo 'loɣo)","'loɣos 'vɣazo 'loɣo","logosvgazologo","1"
"basq1248","'lüsa-s","'lüsa-s","lusas","1"
"basq1248","'lüse","'lüse","luse","1"
"basq1248","'lʸabür","'lʸabür","lyabur","1"
"basq1248","'lʸoba","'lʸoba","lyoba","2"
"basq1248","'maite","'maite","maite","1"
"basq1248","'mala","'mala","mala","1"
"mode1248","'mana","'mana","mana","1"
"basq1248","'mardʸo","'mardʸo","mardyo","1"
"basq1248","'maro","'maro","maro","1"
"mode1248","'martiras","'martiras","martiras","1"
"mode1248","'mati","'mati","mati","1"
"mode1248","'matso","'matso","matso","1"
"mode1248","'mavri ma'ɣia","'mavri ma'ɣia","mavrimagia","1"
"mode1248","'mavros","'mavros","mavros","1"
"mode1248","'mavroz","'mavroz","mavroz","1"
"mode1248","'maxi","'maxi","maxi","1"
"mode1248","'maxome","'maxome","maxome","1"
"mode1248","'maɣia","'maɣia","magia","1"
"mode1248","'maɣisa","'maɣisa","magisa","1"
"mode1248","'maɣos","'maɣos","magos","1"
"mode1248","'maɣulo","'maɣulo","magulo","1"
"basq1248","'mãdo","'mãdo","mado","1"
"basq1248","'mãhac̷̣","'mãhac̷̣","mahac","1"
"basq1248","'mãtʰar","'mãtʰar","mathar","1"
"mode1248","'meli","'meli","meli","1"
"mode1248","'melisa","'melisa","melisa","1"
"mode1248","'memfome","'memfome","memfome","1"
"mode1248","'meno","'meno","meno","2"
"mode1248","'meros","'meros","meros","2"
"mode1248","'mesa","'mesa","mesa","1"
"mode1248","'mesi","'mesi","mesi","2"
"mode1248","'metopo","'metopo","metopo","1"
"basq1248","'mihi","'mihi","mihi","1"
"mode1248","'miksa","'miksa","miksa","1"
"mode1248","'milos","'milos","milos","1"
"mode1248","'minas","'minas","minas","1"
"mode1248","'miti","'miti","miti","1"
"mode1248","'mitra","'mitra","mitra","1"
"basq1248","'mitʰil","'mitʰil","mithil","1"
"mode1248","'miɣa","'miɣa","miga","1"
"basq1248","'mĩc̷o","'mĩc̷o","mico","1"
"basq1248","'mĩgar","'mĩgar","migar","1"
"basq1248","'molda","'molda","molda","1"
"mode1248","'molivðos","'molivðos","molivdos","1"
"mode1248","'molopas","'molopas","molopas","1"
"mode1248","'mono","'mono","mono","1"
"mode1248","'monos","'monos","monos","1"
"basq1248","'moskor","'moskor","moskor","1"
"basq1248","'moṣko","'moṣko","mosko","1"
"basq1248","'motʰel","'motʰel","mothel","1"
"basq1248","'mura","'mura","mura","1"
"basq1248","'murc̷a","'murc̷a","murca","1"
"mode1248","'musi","'musi","musi","1"
"mode1248","'mutra","'mutra","mutra","1"
"basq1248","'nac̷a","'nac̷a","naca","1"
"basq1248","'nadi","'nadi","nadi","1"
"basq1248","'nahaṣ","'nahaṣ","nahas","1"
"basq1248","'nahi","'nahi","nahi","1"
"basq1248","'nauṣi","'nauṣi","nausi","2"
"mode1248","'ne","'ne","ne","1"
"basq1248","'negü","'negü","negu","1"
"mode1248","'neos","'neos","neos","2"
"mode1248","'nifi","'nifi","nifi","2"
"basq1248","'nigar","'nigar","nigar","1"
"basq1248","'nigar 'egin","'nigar 'egin","nigaregin","1"
"mode1248","'niki","'niki","niki","1"
"mode1248","'nioθo","'nioθo","niotho","1"
"mode1248","'nisos","'nisos","nisos","1"
"mode1248","'nixi","'nixi","nixi","2"
"mode1248","'nixta","'nixta","nixta","1"
"mode1248","'nomisma","'nomisma","nomisma","1"
"mode1248","'nomos","'nomos","nomos","1"
"mode1248","'nosos","'nosos","nosos","1"
"mode1248","'notos","'notos","notos","1"
"basq1248","'nula","'nula","nula","1"
"mode1248","'nus","'nus","nus","1"
"basq1248","'o'rua-s 'ari ~ a'rãba-s 'ari","'o'rua-s 'ari","oruasari","1"
"basq1248","'oc̷̣o","'oc̷̣o","oco","1"
"basq1248","'odol","'odol","odol","1"
"basq1248","'ogen","'ogen","ogen","1"
"basq1248","'ogen 'gabe","'ogen 'gabe","ogengabe","1"
"basq1248","'ogi","'ogi","ogi","2"
"basq1248","'oha","'oha","oha","1"
"basq1248","'ohe","'ohe","ohe","1"
"basq1248","'ohit ~ 'ohart","'ohit","ohit","1"
"basq1248","'oihal","'oihal","oihal","1"
"basq1248","'oihan","'oihan","oihan","1"
"basq1248","'okʰer","'okʰer","okher","2"
"basq1248","'olho","'olho","olho","1"
"mode1248","'oli","'oli","oli","1"
"basq1248","'olʸo","'olʸo","olyo","1"
"mode1248","'omorfos","'omorfos","omorfos","1"
