"","xd_id","iso_6933","N_iso_shared","DialectLanguageGlottocode","DialectLanguageLevel","FamilyGlottocode","FamilyLevel","AdminComments","soc_id","autotyp.area","latitude","longitude"
"888","xd1301","nci",1,"clas1250","language","utoa1244","family","","Nj2","Mesoamerica",19,-99
"889","xd18","ndc",1,"ndau1241","language","atla1278","family","","Ab17","S Africa",-20,34
"890","xd318","ndi",1,"samb1305","language","atla1278","family","","Ah28","African Savannah",8,11
"891","xd316","ndr",1,"ndoo1241","language","atla1278","family","","Ah26","African Savannah",7,11
"892","xd234","neb",1,"tour1242","language","mand1469","family","","Af53","African Savannah",8,-7
"893","xd625","neg",1,"negi1245","language","tung1282","family","","ec17","N Coast Asia",52,134
"894","xd1153","nez",1,"nezp1238","language","saha1239","family","","Nd20","Basin and Plains",45,-115
"895","xd355","ngb",1,"nort2774","language","atla1278","family","","Ai26","S Africa",4,22
"896","xd159","ngc",2,"binj1250","dialect","atla1278","family","","Ae39","S Africa",2,20
"897","xd935","ngh",1,"nuuu1241","language","tuuu1241","family","","B77","S Africa",-27.37,19.82
"898","xd479","ngi",1,"ngiz1242","language","afro1255","family","","Cb29","African Savannah",12,10
"899","xd75","ngo",1,"ngon1269","language","atla1278","family","","Ac9","S Africa",-12,33
"900","xd122","ngp",1,"ngul1246","language","atla1278","family","","Ad51","S Africa",-6,38
"901","xd1308","nhn",1,"cent2132","language","utoa1244","family","","Nj9","Mesoamerica",19,-98
"902","xd7","nhr",1,"naro1249","language","khoe1240","family","","Aa7","S Africa",-20,24
"903","xd620","nio",1,"ngan1291","language","ural1272","family","","ec12","Inner Asia",72,90
"904","xd412","niq",1,"nand1266","language","nilo1247","family","","Aj7","S Africa",0,35
"905","xd888","niu",1,"niue1239","language","aust1307","family","","Ii9","Oceania",-19,-169.8
"906","xd707","njh",1,"loth1237","language","sino1245","family","","Ei2","Southeast Asia",27,94
"907","xd700","njm",1,"anga1288","language","sino1245","family","","Ei13","Southeast Asia",26,94
"908","xd701","njo",1,"aona1235","language","sino1245","family","","Ei14","Southeast Asia",27,94
"909","xd976","nju",1,"ngad1258","language","pama1250","family","","B132","S Australia",-34.95,117.81
"910","xd161","njy",1,"njye1238","language","atla1278","family","","Ae40","African Savannah",3,14
"911","xd272","nku",1,"boun1243","language","atla1278","family","","Ag35","African Savannah",7,-3
"912","xd541","nld",1,"dutc1256","language","indo1319","family","","Cg1","Europe",53,7
"913","xd163","nmg",1,"kwas1243","language","atla1278","family","","Ae42","African Savannah",3,11
"914","xd934","nmn",1,"huaa1248","language","tuuu1241","family","","B76","S Africa",-23.86,22.2
"915","xd280","nnw",1,"sout2795","language","atla1278","family","","Ag42","African Savannah",12,-3
"916","xd1107","nol",1,"wint1259","language","wint1258","family","","Nc1","California",39,-122
"917","xd702","nre",1,"sout2732","language","sino1245","family","","Ei15","Southeast Asia",26,94
"918","xd1063","nsk",1,"nask1242","language","algi1248","family","","Na5","E North America",58,-70
"919","xd703","nsm",1,"sumi1235","language","sino1245","family","","Ei16","Southeast Asia",26,95
"920","xd15","nso",2,"lobe1242","dialect","atla1278","family","","Ab14","S Africa",-24,31
"921","xd16","nso",2,"tswe1238","dialect","atla1278","family","","Ab15","S Africa",-25,30
"922","xd1111","nsz",1,"nise1244","language","maid1262","family","","Nc13","California",39,-121
"923","xd965","ntj",1,"ngaa1240","language","pama1250","family","","B118","S Australia",-25.32,127.27
"924","xd1294","ntp",1,"nort2959","language","utoa1244","family","","Ni9","Mesoamerica",27,-107
"925","xd875","ntu",1,"natu1246","language","aust1307","family","","Ih9","Oceania",-10.7,165.9
"926","xd1070","nuk",1,"nuuc1236","language","waka1280","family","","Nb11","Alaska-Oregon",49.1,-125.7
"927","xd242","nup",1,"nupe1254","language","atla1278","family","","Af8","African Savannah",9,6
"928","xd406","nus",1,"nuer1246","language","nilo1247","family","","Aj3","African Savannah",8,32
"929","xd944","nuy",1,"nung1290","language","gunw1250","family","","B92","N Australia",-13.76,135.98
"930","xd863","nwi",1,"sout2869","language","aust1307","family","","Ih10","Oceania",-19.5,169.3
"931","xd34","nya",2,"chew1246","dialect","atla1278","family","","Ac10","S Africa",-14,33
"932","xd64","nya",2,"nucl1395","dialect","atla1278","family","","Ac38","S Africa",-16,36
"933","xd101","nyf",1,"giry1241","language","atla1278","family","","Ad32","S Africa",-3,40
"934","xd374","nyi",1,"amas1236","language","nyim1244","family","","Ai43","African Savannah",12,29
"935","xd30","nyk",1,"nyan1305","language","atla1278","family","","Ab7","S Africa",-15,14
"936","xd88","nym",1,"nyam1276","language","atla1278","family","","Ad20","S Africa",-5,33
"937","xd115","nyn",1,"nyan1307","language","atla1278","family","","Ad45","S Africa",0,31
"938","xd87","nyo",1,"nyor1246","language","atla1278","family","","Ad2","S Africa",2,32
"939","xd83","nyy",2,"ngon1268","dialect","atla1278","family","","Ad16","S Africa",-10,34
"940","xd123","nyy",2,"nyak1261","dialect","atla1278","family","","Ad6","S Africa",-9,34
"941","xd315","nza",1,"tigo1236","language","atla1278","family","","Ah25","African Savannah",17,11
"942","xd627","oaa",1,"orok1265","language","tung1282","family","","ec19","N Coast Asia",54.05,142.1
"943","xd629","oac",1,"oroc1248","language","tung1282","family","","ec20","N Coast Asia",51,138
"944","xd1049","ojb",4,"alba1270","dialect","algi1248","family","","Na33","E North America",52,-98
"945","xd1050","ojb",4,"lacs1238","dialect","algi1248","family","","Na34","E North America",52,-94
"946","xd1053","ojb",4,"rain1239","dialect","algi1248","family","","Na37","E North America",49,-92
"947","xd1051","ojc",1,"cent2136","language","algi1248","family","","Na35","E North America",50,-88
"948","xd1055","ojg",1,"east2542","language","algi1248","family","","Na39","E North America",46,-85
"949","xd1003","ojs",3,"seve1241","dialect","algi1248","family","","B335","E North America",52.71,-90.62
"950","xd1006","ojs",3,"seve1241","dialect","algi1248","family","","B341","E North America",52.79,-90.64
"951","xd1004","ojs",3,"wini1244","dialect","algi1248","family","","B339","E North America",51.22,-83.1
"952","xd884","ojv",1,"onto1237","language","aust1307","family","","Ii5","Oceania",-5,160
"953","xd1213","ojw",1,"west1510","language","algi1248","family","","Ne14","E North America",51,-100
"954","xd1174","oka",3,"sanp1257","dialect","sali1255","family","","Nd4","Basin and Plains",48,-119
"955","xd1001","oka",3,"sout2963","dialect","sali1255","family","","B322","Basin and Plains",49.46,-119.63
"956","xd1147","oka",3,"sout2963","dialect","sali1255","family","","Nd15","Basin and Plains",49,-120
"957","xd823","okv",1,"orok1269","language","nucl1709","family","","Ie9","S New Guinea",-9,148
"958","xd98","old",1,"moch1256","language","atla1278","family","","Ad3","S Africa",-3,37
"959","xd556","olo",1,"livv1243","language","ural1272","family","","ch19","Inner Asia",64,33
"960","xd1237","oma",2,"omah1248","dialect","siou1252","family","","Nf3","Basin and Plains",41,-96
"961","xd1232","oma",2,"ponc1241","dialect","siou1252","family","","Nf12","Basin and Plains",43,-99
"962","xd1385","ona",1,"onaa1245","language","chon1288","family","","Sg3","SE South America",-54,-69
"963","xd1291","ood",2,"akim1239","dialect","utoa1244","family","","Ni6","Mesoamerica",31,-111
"964","xd1287","ood",2,"toho1246","dialect","utoa1244","family","","Ni2","Mesoamerica",31,-112
"965","xd902","oon",1,"onge1236","language","jara1244","family","","B5","Southeast Asia",10.7,92.47
"966","xd1293","opt",1,"opat1246","language","utoa1244","family","","Ni8","Mesoamerica",30,-110
"967","xd915","orh",1,"oroq1238","language","tung1282","family","","B23","Inner Asia",51.91,122.5
"968","xd817","oro",1,"orok1267","language","nucl1580","family","","Ie39","S New Guinea",-7.7,145
"969","xd582","oss",1,"osse1243","language","indo1319","family","","Ci6","Greater Mesopotamia",43,44
"970","xd1299","ote",1,"mezq1235","language","otom1299","family","","Nj13","Mesoamerica",20,-99
"971","xd338","otr",1,"otor1240","language","heib1242","family","","Ai10","African Savannah",12,31
"972","xd1057","otw",1,"otta1242","language","algi1248","family","","Na40","E North America",46,-82
"973","xd931","oun",1,"oung1238","language","kxaa1236","family","","B71","S Africa",-16.42,19.53
"974","xd1404","pab",1,"pare1272","language","araw1281","family","","Si7","NE South America",-15,-58
"975","xd1200","pao",11,"bann1248","dialect","utoa1244","family","","Nd63","Basin and Plains",43,-112
"976","xd1156","pao",11,"nort1551","dialect","utoa1244","family","","Nd23","Basin and Plains",42,-118
"977","xd994","pao",11,"nort1551","dialect","utoa1244","family","","B223","Alaska-Oregon",43.94,-120.49
"978","xd1157","pao",11,"nort1551","dialect","utoa1244","family","","Nd24","Basin and Plains",42,-120
"979","xd1158","pao",11,"nort1551","dialect","utoa1244","family","","Nd25","Basin and Plains",41,-118
"980","xd1154","pao",11,"nort1551","dialect","utoa1244","family","","Nd21","Basin and Plains",43,-117
"981","xd1155","pao",11,"nort1551","dialect","utoa1244","family","","Nd22","Basin and Plains",43,-119
"982","xd1160","pao",11,"sout2967","dialect","utoa1244","family","","Nd27","Basin and Plains",40,-119
"983","xd989","pao",11,"sout2967","dialect","utoa1244","family","","B205","Basin and Plains",38.11,-118.45
"984","xd1161","pao",11,"sout2967","dialect","utoa1244","family","","Nd28","Basin and Plains",40,-118
"985","xd992","pao",11,"sout2967","dialect","utoa1244","family","","Nd26","Basin and Plains",41,-120
"986","xd1167","par",3,"pana1305","language","utoa1244","family","","Nd33","Basin and Plains",37,-116
"987","xd1165","par",3,"pana1305","language","utoa1244","family","","Nd31","Basin and Plains",36,-118
"988","xd1166","par",3,"pana1305","language","utoa1244","family","","Nd32","Basin and Plains",36,-117
"989","xd824","pau",1,"pala1344","language","aust1307","family","","If1","Oceania",7.3,134.7
"990","xd1240","paw",1,"pawn1254","language","cadd1255","family","","Nf6","Basin and Plains",42,-100
"991","xd1330","pbg",1,"para1316","language","araw1281","family","","Sb5","NE South America",11,-72
"992","xd1339","pbh",1,"enap1235","language","cari1283","family","","Sc13","NE South America",6,-66
"993","xd330","pbi",1,"park1239","language","afro1255","family","","Ah39","African Savannah",11,14
"994","xd256","pbo",1,"pape1239","language","atla1278","family","","Ag20","African Savannah",12,-16
"995","xd601","pbu",2,"yusu1238","dialect","indo1319","family","","Ea2","Indic",35,72
"996","xd910","pcf",1,"pali1274","language","drav1251","family","","B17","Indic",9.75,77.5
"997","xd1116","peb",1,"east2545","language","pomo1273","family","","Nc18","California",39,-123
"998","xd1290","pei",1,"chic1272","language","otom1299","family","","Ni5","Mesoamerica",22,-100
"999","xd1115","pej",1,"nort2966","language","pomo1273","family","","Nc17","California",39,-123
"1000","xd44","pem",1,"phen1239","language","atla1278","family","","Ac2","S Africa",-6,20
"1001","xd1117","peq",1,"sout2984","language","pomo1273","family","","Nc19","California",38,-123
"1002","xd605","pes",2,"bass1257","dialect","indo1319","family","","Ea6","Greater Mesopotamia",30,34
"1003","xd1351","pid",1,"piar1243","language","sali1297","family","","Sc8","NE South America",5,-67
"1004","xd1343","pio",1,"piap1246","language","araw1281","family","","Sc17","NE South America",6,-68
"1005","xd960","piu",1,"pint1250","language","pama1250","family","","B113","S Australia",-22.86,129.44
"1006","xd89","piw",1,"pimb1238","language","atla1278","family","","Ad21","S Africa",-7,31
"1007","xd967","pjt",1,"pitj1243","language","pama1250","family","","B120","S Australia",-26,130
"1008","xd102","pkb",1,"poko1261","language","atla1278","family","","Ad33","S Africa",-1,40
"1009","xd399","pko",2,"east2420","dialect","nilo1247","family","","Aj23","S Africa",1,36
"1010","xd402","pko",2,"west2492","dialect","nilo1247","family","","Aj26","S Africa",1,36
"1011","xd882","pkp",1,"puka1242","language","aust1307","family","","Ii3","Oceania",-10.9,-165.9
"1012","xd687","plt",3,"bets1235","dialect","aust1307","family","","Eh10","Southeast Asia",-22,47
"1013","xd688","plt",3,"meri1243","dialect","aust1307","family","","Eh2","Southeast Asia",-19,46
"1014","xd689","plt",3,"tana1285","dialect","aust1307","family","","Eh3","Southeast Asia",-22,47
"1015","xd1355","plu",1,"pali1279","language","araw1281","family","","Sd3","NE South America",3,-52
"1016","xd900","bya",1,"bata1301","language","aust1307","family","Changed from plw (broo1239) on 26 May 2016 based on feedback from H. Hammarström: ""The Batak in Cadeliña, Warren and Eder is Batak [bya] bata1301
not [plw] broo1239""","B2","Oceania",10.15,119.11
"1017","xd894","pmt",1,"tuam1242","language","aust1307","family","","Ij5","Oceania",-16,-142
"1018","xd890","pnh",1,"penr1237","language","aust1307","family","","Ij10","Oceania",-9,-158.1
"1019","xd1317","poc",1,"poqo1253","language","maya1287","family","","Sa17","Mesoamerica",15,-91
"1020","xd145","pof",1,"poke1238","language","atla1278","family","","Ae26","S Africa",0,24
"1021","xd1302","poi",1,"high1276","language","mixe1284","family","","Nj3","Mesoamerica",18,-95
"1022","xd836","pon",1,"pohn1238","language","aust1307","family","","If5","Oceania",7,158
"1023","xd539","por",2,"braz1246","dialect","indo1319","family","","Cf4","NE South America",-14.13,-51.85
"1024","xd529","por",2,"gali1257","dialect","indo1319","family","","Ce2","Europe",42,-7
"1025","xd1059","pot",1,"pota1247","language","algi1248","family","","Na42","E North America",44,-85
"1026","xd712","pub",1,"puru1266","language","sino1245","family","","Ei6","Southeast Asia",25,94
"1027","xd1121","pwi",1,"patw1250","language","wint1258","family","","Nc22","California",39,-122
"1028","xd746","pwn",1,"paiw1248","language","aust1307","family","","Ia6","Southeast Asia",22,120.75
"1029","xd734","pyu",1,"puyu1239","language","aust1307","family","","Ia11","Southeast Asia",23,121
"1030","xd919","q9j",1,"calu1239","language","uncl1493","family","","B46","E North America",26.75,-81.9
"1031","xd1313","quc",1,"kich1262","language","maya1287","family","","Sa13","Mesoamerica",15,-91
"1032","xd1077","qui",1,"quil1240","language","chim1311","family","","Nb18","Alaska-Oregon",48,-125
"1033","xd1085","qun",1,"quin1251","language","sali1255","family","","Nb25","Alaska-Oregon",47,-124
"1034","xd1374","quz",1,"cusc1236","language","quec1387","family","","Sf1","Andean",-13,-72
"1035","xd599","qxq",1,"qash1240","language","turk1311","family","","Ea12","Greater Mesopotamia",30,52
"1036","xd717","rad",1,"rade1240","language","aust1307","family","","Ej10","Southeast Asia",13,108
"1037","xd1412","ram",1,"cane1242","language","nucl1710","family","","Sj4","NE South America",-7,-45
"1038","xd898","rap",1,"rapa1244","language","aust1307","family","","Ij9","Oceania",-27,-109
"1039","xd889","rar",1,"raro1241","language","aust1307","family","","Ij1","Oceania",-21.9,-158
"1040","xd304","res",1,"resh1242","language","atla1278","family","","Ah15","African Savannah",11,5
"1041","xd521","rif",1,"tari1263","language","afro1255","family","","Cd3","N Africa",35,-4
"1042","xd94","rim",1,"nyat1246","language","atla1278","family","","Ad26","S Africa",-5,34
"1043","xd893","rkh",1,"raka1237","language","aust1307","family","","Ij4","Oceania",-10.2,-160.55
"1044","xd715","rki",1,"rakh1245","language","sino1245","family","","Ei9","Indic",20.6,92.6
"1045","xd547","ron",2,"baya1254","dialect","indo1319","family","","Ch10","Europe",45,26
"1046","xd563","ron",2,"mold1247","dialect","indo1319","family","","ch25","Europe",47,29
"1047","xd872","rtm",1,"rotu1241","language","aust1307","family","","Ih6","Oceania",-12.7,177.1
"1048","xd81","ruf",1,"lugu1238","language","atla1278","family","","Ad14","S Africa",-8,38
"1049","xd184","run",1,"rund1242","language","atla1278","family","","Ae8","S Africa",-3,30
"1050","xd548","rus",1,"russ1263","language","indo1319","family","","Ch11","Inner Asia",53,41
"1051","xd127","rwm",1,"amba1263","language","atla1278","family","","Ae1","S Africa",1,30
"1052","xd963","rxw",1,"karr1236","language","pama1250","family","","B116","S Australia",-24.41,141.64
"1053","xd640","rys",1,"yaey1239","language","japo1237","family","","Ed13","Southeast Asia",24.35,123.8
"1054","xd650","ryu",1,"cent2126","language","japo1237","family","","Ed7","N Coast Asia",26.3,127.8
"1055","xd1241","sac",1,"mesk1242","language","algi1248","family","","Nf7","E North America",45,-95
"1056","xd628","sah",1,"yaku1245","language","turk1311","family","","Ec2","Inner Asia",65,125
"1057","xd665","san",1,"sans1269","language","indo1319","family","","Ef3","Indic",30,75
"1058","xd405","saq",1,"samb1315","language","nilo1247","family","","Aj29","S Africa",1,37
"1059","xd661","sat",1,"sant1410","language","aust1305","family","","Ef1","Indic",24,87
"1060","xd869","sax",1,"saaa1241","language","aust1307","family","","Ih3","Oceania",-16,168
"1061","xd860","sbb",1,"simb1256","language","aust1307","family","","Ig8","Oceania",-8,157
"1062","xd84","sbk",1,"safw1238","language","atla1278","family","","Ad17","S Africa",-8,33
"1063","xd91","sbp",1,"sang1330","language","atla1278","family","","Ad23","S Africa",-8,34
"1064","xd1009","scs",3,"nort2942","language","atha1245","family","","B352","E North America",67.47,-125
"1065","xd1007","scs",3,"nort2942","language","atha1245","family","","B350","E North America",63.68,-125.37
"1066","xd1033","scs",3,"nort2942","language","atha1245","family","","Na16","E North America",65,-119
"1067","xd767","sda",1,"tora1261","language","aust1307","family","","Ic5","Oceania",-2,121
"1068","xd42","sdj",1,"suun1239","language","atla1278","family","","Ac18","S Africa",-5,14
"1069","xd721","sea",1,"sema1266","language","aust1305","family","","Ej14","Southeast Asia",4,102
"1070","xd1245","see",1,"sene1264","language","iroq1247","family","","Ng10","E North America",43,-77
"1071","xd67","seh",1,"nucl1396","language","atla1278","family","","Ac40","S Africa",-18,35
"1072","xd1044","sek",1,"seka1250","language","atha1245","family","","Na28","Alaska-Oregon",56,-123
"1073","xd619","sel",1,"selk1253","language","ural1272","family","","Ec11","Inner Asia",59,90
"1074","xd1130","ser",1,"serr1255","language","utoa1244","family","","Nc30","California",34,-117
"1075","xd414","sgc",1,"kips1239","language","nilo1247","family","","Aj9","S Africa",-1,36
"1076","xd456","sgw",1,"seba1251","language","afro1255","family","","Ca8","Greater Abyssinia",8,38
"1077","xd1358","shb",1,"nina1238","language","yano1260","family","","Sd6","NE South America",4,-63
"1078","xd54","shc",1,"sond1250","language","atla1278","family","","Ac29","S Africa",-7,19
"1079","xd451","she",1,"shek1245","language","dizo1235","family","","Ca42","Greater Abyssinia",7,36
"1080","xd1183","shh",18,"gosi1242","dialect","utoa1244","family","","Nd48","Basin and Plains",40,-114
"1081","xd1182","shh",18,"nort2955","dialect","utoa1244","family","","Nd46","Basin and Plains",44,-112
"1082","xd1180","shh",18,"nort2955","dialect","utoa1244","family","","Nd45","Basin and Plains",43,-112
"1083","xd1185","shh",18,"nort2955","dialect","utoa1244","family","","Nd5","Basin and Plains",42,-112
"1084","xd1181","shh",18,"nort2955","dialect","utoa1244","family","","Nd47","Basin and Plains",44,-111
"1085","xd1201","shh",18,"nort2955","dialect","utoa1244","family","","Nd64","Basin and Plains",43,-109
"1086","xd1177","shh",18,"west2622","dialect","utoa1244","family","","Nd42","Basin and Plains",41,-116
"1087","xd1172","shh",18,"west2622","dialect","utoa1244","family","","Nd38","Basin and Plains",39,-115
"1088","xd988","shh",18,"west2622","dialect","utoa1244","family","","B203","Basin and Plains",37.92,-116.45
"1089","xd1168","shh",18,"west2622","dialect","utoa1244","family","","Nd34","Basin and Plains",37,-117
"1090","xd1169","shh",18,"west2622","dialect","utoa1244","family","","Nd35","Basin and Plains",39,-117
"1091","xd1171","shh",18,"west2622","dialect","utoa1244","family","","Nd37","Basin and Plains",39,-116
"1092","xd995","shh",18,"west2622","dialect","utoa1244","family","","Nd39","Basin and Plains",40,-115
"1093","xd1175","shh",18,"west2622","dialect","utoa1244","family","","Nd40","Basin and Plains",40,-113
"1094","xd1176","shh",18,"west2622","dialect","utoa1244","family","","Nd41","Basin and Plains",41,-116
"1095","xd1178","shh",18,"west2622","dialect","utoa1244","family","","Nd43","Basin and Plains",41,-117
"1096","xd1170","shh",18,"west2622","dialect","utoa1244","family","","Nd36","Basin and Plains",39,-117
"1097","xd1179","shh",18,"west2622","dialect","utoa1244","family","","Nd44","Basin and Plains",42,-115
"1098","xd493","shi",2,"susi1238","dialect","afro1255","family","","Cc15","N Africa",31,-7
"1099","xd523","shi",2,"susi1238","dialect","afro1255","family","","Cd5","N Africa",30,-9
"1100","xd380","shk",1,"shil1265","language","nilo1247","family","","Ai6","African Savannah",10,32
"1101","xd1373","shp",1,"ship1254","language","pano1256","family","","Se9","NE South America",-9,-74
"1102","xd131","shr",1,"shii1238","language","atla1278","family","","Ae13","S Africa",-2,29
"1103","xd1143","shs",1,"shus1248","language","sali1255","family","","Nd11","Alaska-Oregon",51,-120
"1104","xd1093","sht",1,"shas1239","language","shas1238","family","","Nb32","California",41,-122
"1105","xd463","shu",2,"bath1248","dialect","afro1255","family","","Cb14","African Savannah",11,20
"1106","xd465","shu",2,"char1283","dialect","afro1255","family","","Cb16","African Savannah",13,15
"1107","xd526","shy",1,"tach1249","language","afro1255","family","","Cd8","N Africa",36,7
"1108","xd422","sid",1,"sida1246","language","afro1255","family","","Ca16","Greater Abyssinia",7,38
"1109","xd278","sil",1,"tumu1242","language","atla1278","family","","Ag40","African Savannah",10,-2
"1110","xd692","sin",1,"sinh1246","language","indo1319","family","","Eh6","Indic",7,80
"1111","xd841","siw",1,"siwa1245","language","sout2948","family","","Ig1","Oceania",-6,155
"1112","xd500","siz",1,"siwi1239","language","afro1255","family","","Cc3","N Africa",29,26
"1113","xd1233","sjw",1,"shaw1249","language","algi1248","family","","Nf13","E North America",37,-85
"1114","xd694","skg",1,"saka1291","language","aust1307","family","","Eh8","Southeast Asia",-21,44
"1115","xd49","skt",1,"saka1287","language","atla1278","family","","Ac24","S Africa",-3,18
"1116","xd1076","slh",1,"sout2965","language","sali1255","family","","Nb17","Alaska-Oregon",47,-122
"1117","xd769","slp",1,"lama1277","language","aust1307","family","","Ic7","Oceania",-8,123
"1118","xd768","slu",1,"sela1259","language","aust1307","family","","Ic6","Oceania",-8,131
"1119","xd23","smd",1,"sama1300","language","atla1278","family","","Ab21a","S Africa",-10,14
"1120","xd544","smj",1,"lule1254","language","ural1272","family","","Cg4","Europe",68,22
"1121","xd876","smo",2,"samo1305","language","aust1307","family","","Ii1","Oceania",-14.1,-170.75
"1122","xd880","smo",2,"samo1305","language","aust1307","family","","Ii14","Oceania",-14,172
"1123","xd762","smw",1,"sumb1241","language","aust1307","family","","Ic12","Oceania",-4,118
"1124","xd19","sna",1,"shon1251","language","atla1278","family","","Ab18","S Africa",-19,31
"1125","xd596","snd",1,"sind1272","language","indo1319","family","","Ea1","Indic",25,68
"1126","xd261","snk",1,"soni1259","language","mand1469","family","","Ag25","African Savannah",15,10
"1127","xd793","snp",1,"sian1257","language","nucl1709","family","","Ie17","Interior New Guinea",-6,145
"1128","xd868","sns",1,"sout2857","language","aust1307","family","","Ih2","Oceania",-16.5,167.5
"1129","xd129","sod",1,"song1300","language","atla1278","family","","Ae11","S Africa",-4,26
"1130","xd416","som",2,"nort3051","dialect","afro1255","family","","Ca10","Greater Abyssinia",10,43
"1131","xd426","som",2,"nort3051","dialect","afro1255","family","","Ca2","Greater Abyssinia",8,48
"1132","xd50","soo",1,"song1299","language","atla1278","family","","Ac25","S Africa",-5,18
"1133","xd136","sop",1,"song1303","language","atla1278","family","","Ae18","S Africa",-6,25
"1134","xd31","sot",1,"sout2807","language","atla1278","family","","Ab8","S Africa",-29,28
"1135","xd108","soz",1,"temi1247","language","atla1278","family","","Ad39","S Africa",-3,36
"1136","xd533","spa",1,"stan1288","language","indo1319","family","","Ce6","Europe",37,-6
"1137","xd1072","squ",1,"squa1248","language","sali1255","family","","Nb13","Alaska-Oregon",50,-123
"1138","xd1349","srm",1,"sara1340","language","indo1319","family","","Sc6","NE South America",4,-56
"1139","xd546","srp",1,"serb1264","language","indo1319","family","","Ch1","Europe",44,20
"1140","xd1362","srq",1,"siri1273","language","tupi1275","family","","Se1","NE South America",-16,-64
"1141","xd258","srr",1,"sere1260","language","atla1278","family","","Ag22","African Savannah",14,-12
"1142","xd1226","srs",1,"sars1236","language","atha1245","family","","Ne7","Basin and Plains",54,-110
"1143","xd736","ssb",1,"sout2918","language","aust1307","family","","Ia13","Oceania",-5.17,120
"1144","xd21","ssw",1,"swat1243","language","atla1278","family","","Ab2","S Africa",-27,32
"1145","xd1074","str",2,"lumm1243","dialect","sali1255","family","","Nb15","Alaska-Oregon",49,-123
"1146","xd41","sub",1,"suku1259","language","atla1278","family","","Ac17","S Africa",-6,18
"1147","xd90","suk",1,"suku1261","language","atla1278","family","","Ad22","S Africa",-3,34
"1148","xd396","suq",1,"suri1267","language","surm1244","family","","Aj20","Greater Abyssinia",6,35
"1149","xd262","sus",1,"susu1250","language","mand1469","family","","Ag26","African Savannah",15,-13
"1150","xd117","suw",1,"sumb1240","language","atla1278","family","","Ad47","S Africa",-4,32
"1151","xd585","sva",1,"svan1243","language","kart1248","family","","Ci9","Greater Mesopotamia",43,43
"1152","xd76","swh",2,"baju1245","dialect","atla1278","family","","Ad1","S Africa",-2,41
"1153","xd97","swh",2,"pemb1239","dialect","atla1278","family","","Ad29","S Africa",-6.6,39.15
"1154","xd846","swp",1,"suau1242","language","aust1307","family","","Ig14","S New Guinea",-10,150
"1155","xd744","syb",1,"cent2089","language","aust1307","family","","Ia4","Oceania",8,123
"1156","xd1354","taf",1,"tapi1254","language","tupi1275","family","","Sd2","NE South America",-11,-52
"1157","xd897","tah",1,"tahi1242","language","aust1307","family","","Ij8","Oceania",-17.7,-149.55
"1158","xd678","tam",1,"tami1289","language","drav1251","family","","Eg2","Indic",11,79
"1159","xd737","tao",1,"yami1254","language","aust1307","family","","Ia14","Southeast Asia",22.7,121.1
"1160","xd61","tap",1,"shil1264","dialect","atla1278","family","","Ac35","S Africa",-10,28
"1161","xd490","taq",3,"tadh1242","dialect","afro1255","family","","Cc12","African Savannah",20,2
"1162","xd502","taq",3,"timb1263","dialect","afro1255","family","","Cc5","African Savannah",18,-3
"1163","xd491","taq",3,"timb1263","dialect","afro1255","family","","Cc13","African Savannah",16,0
"1164","xd1286","tar",1,"cent2131","language","utoa1244","family","","Ni1","Mesoamerica",28,-107
"1165","xd558","tat",2,"midd1325","dialect","turk1311","family","","ch20","Inner Asia",55,50
"1166","xd561","tat",2,"west2405","dialect","turk1311","family","","ch23","Inner Asia",55,24
"1167","xd1026","tau",1,"uppe1437","language","atha1245","family","","Na1","Alaska-Oregon",63,-141
"1168","xd732","tay",1,"atay1247","language","aust1307","family","","Ia1","Southeast Asia",24,121
"1169","xd370","tbi",1,"gaam1241","language","east2386","family","","Ai4","African Savannah",11,34
"1170","xd747","tbw",1,"tagb1258","language","aust1307","family","","Ia7","Oceania",10.1,119
"1171","xd290","tbz",1,"dita1238","language","atla1278","family","","Ag51","African Savannah",11,1
"1172","xd1366","tca",1,"ticu1245","language","ticu1244","family","","Se2","NE South America",-3,-70
"1173","xd404","tcc",1,"dato1239","language","nilo1247","family","","Aj28","S Africa",-5,35
"1174","xd680","tcx",1,"toda1252","language","drav1251","family","","Eg4","Indic",12,77
"1175","xd699","tcz",1,"thad1238","language","sino1245","family","","Ei12","Southeast Asia",25,94
"1176","xd693","tdx",1,"tand1256","language","aust1307","family","","Eh7","Southeast Asia",-25,46
"1177","xd1386","teh",1,"tehu1242","language","chon1288","family","","Sg4","SE South America",-46,-70
"1178","xd673","tel",1,"telu1262","language","drav1251","family","","Eg10","Indic",18,79
"1179","xd238","tem",1,"timn1235","language","atla1278","family","","Af57","African Savannah",8,-13
"1180","xd384","teo",1,"teso1249","language","nilo1247","family","","Aj1","S Africa",2,34
"1181","xd1389","ter",1,"tere1279","language","araw1281","family","","Sh2","SE South America",-21,-58
"1182","xd765","tet",1,"tetu1245","language","aust1307","family","","Ic3","Oceania",-8.9,125.9
"1183","xd1270","tew",5,"hano1247","dialect","kiow1265","family","","Nh2","Basin and Plains",36,-111
"1184","xd1261","tew",5,"sani1273","dialect","kiow1265","family","","Nh11","Basin and Plains",36,-106
"1185","xd1277","tew",5,"sant1421","dialect","kiow1265","family","","Nh26","Basin and Plains",36,-106
