"iso2_l1","iso2_l2","rho","family1","family2","comparison_count","name_l1","name_l2"
"sk","ar",0.274436227492277,"Indo-European","Afro-Asiatic",1124,"Slovak","Arabic"
"sk","az",0.274629156582793,"Indo-European","Turkic",1039,"Slovak","Azerbaijani"
"sk","be",0.334033929345781,"Indo-European","Indo-European",1023,"Slovak","Belarusian"
"sk","ca",0.311634942915679,"Indo-European","Indo-European",1071,"Slovak","Catalan"
"sk","cs",0.400775079710657,"Indo-European","Indo-European",1184,"Slovak","Czech"
"sk","da",0.307314159383159,"Indo-European","Indo-European",1081,"Slovak","Danish"
"sk","de",0.330343321459869,"Indo-European","Indo-European",497,"Slovak","German"
"sk","en",0.304511762782778,"Indo-European","Indo-European",1015,"Slovak","English"
"sk","es",0.330978296028364,"Indo-European","Indo-European",1195,"Slovak","Spanish"
"sk","eu",0.285669592364272,"Indo-European","Basque",1131,"Slovak","Basque"
"sk","fr",0.319093701347202,"Indo-European","Indo-European",1204,"Slovak","French"
"sk","he",0.248310751320824,"Indo-European","Afro-Asiatic",1064,"Slovak","Hebrew"
"sk","it",0.327815537943725,"Indo-European","Indo-European",1136,"Slovak","Italian"
"sk","ja",0.209619531156461,"Indo-European","Japonic",931,"Slovak","Japanese"
"sk","ka",0.292926909914316,"Indo-European","Kartvelian",1069,"Slovak","Georgian"
"sk","kk",0.255742137612795,"Indo-European","Turkic",1153,"Slovak","Kazakh"
"sk","ko",0.254540132345263,"Indo-European","Koreanic",836,"Slovak","Korean"
"sk","lt",0.315881357603769,"Indo-European","Indo-European",1256,"Slovak","Lithuanian"
"sk","nl",0.309763872545739,"Indo-European","Indo-European",1227,"Slovak","Dutch"
"sk","no",0.304545820081206,"Indo-European","Indo-European",1105,"Slovak","Norwegian (Bokmål)"
"sk","pl",0.358134095311813,"Indo-European","Indo-European",1131,"Slovak","Polish"
"sk","pt",0.306837026698822,"Indo-European","Indo-European",1233,"Slovak","Portuguese"
"sk","ro",0.285677458321949,"Indo-European","Indo-European",1283,"Slovak","Romanian"
"sk","ru",0.359911569774857,"Indo-European","Indo-European",1073,"Slovak","Russian"
"sk","sv",0.292306114307028,"Indo-European","Indo-European",1158,"Slovak","Swedish"
"sk","ta",0.277482629095116,"Indo-European","Dravidian",797,"Slovak","Tamil"
"sk","tr",0.299548552192996,"Indo-European","Turkic",1225,"Slovak","Turkish"
"sk","uk",0.358619108178353,"Indo-European","Indo-European",1087,"Slovak","Ukrainian"
"sk","uz",0.265260623137555,"Indo-European","Turkic",585,"Slovak","Uzbek"
"sk","zh",0.224716992248162,"Indo-European","Sino-Tibetan",1006,"Slovak","Chinese"
"sv","ar",0.258748065239524,"Indo-European","Afro-Asiatic",1162,"Swedish","Arabic"
"sv","az",0.254234641606383,"Indo-European","Turkic",1029,"Swedish","Azerbaijani"
"sv","ca",0.312038290303612,"Indo-European","Indo-European",1107,"Swedish","Catalan"
"sv","da",0.357374333752185,"Indo-European","Indo-European",1167,"Swedish","Danish"
"sv","de",0.331164505064098,"Indo-European","Indo-European",547,"Swedish","German"
"sv","en",0.315911214921007,"Indo-European","Indo-European",1062,"Swedish","English"
"sv","es",0.326341889217087,"Indo-European","Indo-European",1253,"Swedish","Spanish"
"sv","eu",0.276981361447091,"Indo-European","Basque",1132,"Swedish","Basque"
"sv","fr",0.311221305986279,"Indo-European","Indo-European",1248,"Swedish","French"
"sv","he",0.228925923221802,"Indo-European","Afro-Asiatic",1103,"Swedish","Hebrew"
"sv","it",0.319541740197106,"Indo-European","Indo-European",1188,"Swedish","Italian"
"sv","ja",0.214935195699851,"Indo-European","Japonic",955,"Swedish","Japanese"
"sv","ka",0.271934381301075,"Indo-European","Kartvelian",1044,"Swedish","Georgian"
"sv","kk",0.251157620700394,"Indo-European","Turkic",1164,"Swedish","Kazakh"
"sv","ko",0.244614668731598,"Indo-European","Koreanic",841,"Swedish","Korean"
"sv","nl",0.320967795898869,"Indo-European","Indo-European",1262,"Swedish","Dutch"
"sv","pt",0.298830314635216,"Indo-European","Indo-European",1264,"Swedish","Portuguese"
"sv","ro",0.277074827690684,"Indo-European","Indo-European",1286,"Swedish","Romanian"
"sv","ta",0.260140866144392,"Indo-European","Dravidian",794,"Swedish","Tamil"
"sv","tr",0.290066495982898,"Indo-European","Turkic",1229,"Swedish","Turkish"
"sv","uz",0.245173295427069,"Indo-European","Turkic",565,"Swedish","Uzbek"
"sv","zh",0.224447924186862,"Indo-European","Sino-Tibetan",1034,"Swedish","Chinese"
"ta","ar",0.241492052217029,"Dravidian","Afro-Asiatic",782,"Tamil","Arabic"
"ta","eu",0.257567396496373,"Dravidian","Basque",794,"Tamil","Basque"
"ta","he",0.209535454548153,"Dravidian","Afro-Asiatic",738,"Tamil","Hebrew"
"ta","ka",0.25665954802461,"Dravidian","Kartvelian",735,"Tamil","Georgian"
"ta","zh",0.159949446570358,"Dravidian","Sino-Tibetan",700,"Tamil","Chinese"
"tr","ar",0.280276349774863,"Turkic","Afro-Asiatic",1211,"Turkish","Arabic"
"tr","az",0.328407855220888,"Turkic","Turkic",1130,"Turkish","Azerbaijani"
"tr","eu",0.295491717640218,"Turkic","Basque",1197,"Turkish","Basque"
"tr","he",0.24979997170074,"Turkic","Afro-Asiatic",1145,"Turkish","Hebrew"
"tr","ja",0.222802703421563,"Turkic","Japonic",1003,"Turkish","Japanese"
"tr","ka",0.29642100384449,"Turkic","Kartvelian",1103,"Turkish","Georgian"
"tr","kk",0.271033722955041,"Turkic","Turkic",1236,"Turkish","Kazakh"
"tr","ko",0.272072017283255,"Turkic","Koreanic",897,"Turkish","Korean"
"tr","ta",0.281547795792626,"Turkic","Dravidian",846,"Turkish","Tamil"
"tr","uz",0.294755516140293,"Turkic","Turkic",617,"Turkish","Uzbek"
"tr","zh",0.229428347653476,"Turkic","Sino-Tibetan",1069,"Turkish","Chinese"
"uk","ar",0.28725887691453,"Indo-European","Afro-Asiatic",1095,"Ukrainian","Arabic"
"uk","az",0.30641719969665,"Indo-European","Turkic",965,"Ukrainian","Azerbaijani"
"uk","be",0.426583357115191,"Indo-European","Indo-European",989,"Ukrainian","Belarusian"
"uk","ca",0.355534673593119,"Indo-European","Indo-European",1012,"Ukrainian","Catalan"
"uk","da",0.336901294124739,"Indo-European","Indo-European",1034,"Ukrainian","Danish"
"uk","de",0.342274387866526,"Indo-European","Indo-European",514,"Ukrainian","German"
"uk","en",0.338724168335037,"Indo-European","Indo-European",979,"Ukrainian","English"
"uk","es",0.375970406503595,"Indo-European","Indo-European",1169,"Ukrainian","Spanish"
"uk","eu",0.304723861595934,"Indo-European","Basque",1063,"Ukrainian","Basque"
"uk","fr",0.348402595241439,"Indo-European","Indo-European",1152,"Ukrainian","French"
"uk","he",0.256343943843908,"Indo-European","Afro-Asiatic",1033,"Ukrainian","Hebrew"
"uk","it",0.362255145879241,"Indo-European","Indo-European",1092,"Ukrainian","Italian"
"uk","ja",0.240354336870424,"Indo-European","Japonic",901,"Ukrainian","Japanese"
"uk","ka",0.322079996825573,"Indo-European","Kartvelian",999,"Ukrainian","Georgian"
"uk","kk",0.284211591310181,"Indo-European","Turkic",1100,"Ukrainian","Kazakh"
"uk","ko",0.26225085219799,"Indo-European","Koreanic",785,"Ukrainian","Korean"
"uk","lt",0.349290360333684,"Indo-European","Indo-European",1198,"Ukrainian","Lithuanian"
"uk","nl",0.338799789224278,"Indo-European","Indo-European",1173,"Ukrainian","Dutch"
"uk","no",0.321641780615305,"Indo-European","Indo-European",1060,"Ukrainian","Norwegian (Bokmål)"
"uk","pt",0.346873615505106,"Indo-European","Indo-European",1160,"Ukrainian","Portuguese"
"uk","ro",0.312042699804347,"Indo-European","Indo-European",1197,"Ukrainian","Romanian"
"uk","ru",0.507961064742514,"Indo-European","Indo-European",1052,"Ukrainian","Russian"
"uk","sv",0.311364962974066,"Indo-European","Indo-European",1120,"Ukrainian","Swedish"
"uk","ta",0.289661965995423,"Indo-European","Dravidian",748,"Ukrainian","Tamil"
"uk","tr",0.330371180279464,"Indo-European","Turkic",1150,"Ukrainian","Turkish"
"uk","uz",0.274036645909294,"Indo-European","Turkic",530,"Ukrainian","Uzbek"
"uk","zh",0.236947436077338,"Indo-European","Sino-Tibetan",972,"Ukrainian","Chinese"
"uz","ar",0.232133833902019,"Turkic","Afro-Asiatic",536,"Uzbek","Arabic"
"uz","eu",0.240996088602689,"Turkic","Basque",581,"Uzbek","Basque"
"uz","he",0.193815729111311,"Turkic","Afro-Asiatic",510,"Uzbek","Hebrew"
"uz","ja",0.153747505579835,"Turkic","Japonic",469,"Uzbek","Japanese"
"uz","ka",0.250128682296569,"Turkic","Kartvelian",558,"Uzbek","Georgian"
"uz","kk",0.256240024970077,"Turkic","Turkic",580,"Uzbek","Kazakh"
"uz","ko",0.190109397708277,"Turkic","Koreanic",452,"Uzbek","Korean"
"uz","ta",0.220722292145885,"Turkic","Dravidian",436,"Uzbek","Tamil"
"uz","zh",0.169740969296094,"Turkic","Sino-Tibetan",484,"Uzbek","Chinese"
