Longitude,Latitude,Time,Precipitation
66.25W,71.25S,Sep 1960,34.43679
63.75W,71.25S,Sep 1960,34.09039
61.25W,71.25S,Sep 1960,34.40761
58.75W,71.25S,Sep 1960,43.19469
56.25W,71.25S,Sep 1960,60.11765
53.75W,71.25S,Sep 1960,64.09222
51.25W,71.25S,Sep 1960,48.17688
48.75W,71.25S,Sep 1960,28.87564
46.25W,71.25S,Sep 1960,18.40601
43.75W,71.25S,Sep 1960,18.35933
41.25W,71.25S,Sep 1960,26.95979
38.75W,71.25S,Sep 1960,38.03732
36.25W,71.25S,Sep 1960,43.87797
33.75W,71.25S,Sep 1960,41.55575
31.25W,71.25S,Sep 1960,34.26053
28.75W,71.25S,Sep 1960,30.6451
26.25W,71.25S,Sep 1960,31.15482
23.75W,71.25S,Sep 1960,30.90566
21.25W,71.25S,Sep 1960,30.50974
18.75W,71.25S,Sep 1960,28.39359
16.25W,71.25S,Sep 1960,25.11042
13.75W,71.25S,Sep 1960,23.5367
11.25W,71.25S,Sep 1960,23.0165
8.75W,71.25S,Sep 1960,23.10177
6.25W,71.25S,Sep 1960,23.43799
3.75W,71.25S,Sep 1960,22.79077
1.25W,71.25S,Sep 1960,21.51813
1.25E,68.75S,Sep 1960,24.06841
3.75E,68.75S,Sep 1960,23.73512
6.25E,68.75S,Sep 1960,23.09307
8.75E,68.75S,Sep 1960,22.63529
11.25E,68.75S,Sep 1960,22.79517
13.75E,68.75S,Sep 1960,23.69655
16.25E,68.75S,Sep 1960,24.97378
18.75E,68.75S,Sep 1960,25.84473
21.25E,68.75S,Sep 1960,25.94718
23.75E,68.75S,Sep 1960,25.66376
26.25E,68.75S,Sep 1960,27.24046
28.75E,68.75S,Sep 1960,32.15755
31.25E,68.75S,Sep 1960,37.37656
33.75E,68.75S,Sep 1960,40.49941
36.25E,68.75S,Sep 1960,42.33891
38.75E,68.75S,Sep 1960,43.29308
41.25E,68.75S,Sep 1960,42.95293
43.75E,68.75S,Sep 1960,41.23339
46.25E,68.75S,Sep 1960,38.2415
48.75E,68.75S,Sep 1960,33.88317
51.25E,68.75S,Sep 1960,29.34324
53.75E,68.75S,Sep 1960,25.92433
56.25E,68.75S,Sep 1960,22.67626
58.75E,68.75S,Sep 1960,20.52191
61.25E,68.75S,Sep 1960,20.89076
63.75E,68.75S,Sep 1960,21.21474
66.25E,68.75S,Sep 1960,20.58221
68.75E,68.75S,Sep 1960,20.43662
71.25E,68.75S,Sep 1960,20.24284
73.75E,68.75S,Sep 1960,19.30276
76.25E,68.75S,Sep 1960,18.24699
78.75E,68.75S,Sep 1960,18.38419
81.25E,68.75S,Sep 1960,19.71635
83.75E,68.75S,Sep 1960,22.06536
86.25E,68.75S,Sep 1960,26.53664
88.75E,68.75S,Sep 1960,32.27248
91.25E,68.75S,Sep 1960,37.32265
93.75E,68.75S,Sep 1960,40.21157
96.25E,68.75S,Sep 1960,39.64618
98.75E,68.75S,Sep 1960,36.44504
101.25E,68.75S,Sep 1960,32.46142
103.75E,68.75S,Sep 1960,28.07391
106.25E,68.75S,Sep 1960,23.8904
108.75E,68.75S,Sep 1960,21.00205
111.25E,68.75S,Sep 1960,19.36108
113.75E,68.75S,Sep 1960,18.70081
116.25E,68.75S,Sep 1960,18.85428
118.75E,68.75S,Sep 1960,19.23958
121.25E,68.75S,Sep 1960,21.72821
123.75E,68.75S,Sep 1960,27.96521
126.25E,68.75S,Sep 1960,34.31686
128.75E,68.75S,Sep 1960,38.41
131.25E,68.75S,Sep 1960,41.4407
133.75E,68.75S,Sep 1960,44.08159
136.25E,68.75S,Sep 1960,46.15298
138.75E,68.75S,Sep 1960,47.13444
141.25E,68.75S,Sep 1960,47.01608
143.75E,68.75S,Sep 1960,46.84941
146.25E,68.75S,Sep 1960,46.85104
148.75E,68.75S,Sep 1960,46.36998
151.25E,68.75S,Sep 1960,46.01378
153.75E,68.75S,Sep 1960,45.99657
156.25E,68.75S,Sep 1960,45.57402
158.75E,68.75S,Sep 1960,45.73028
161.25E,68.75S,Sep 1960,50.22407
163.75E,68.75S,Sep 1960,56.87723
166.25E,68.75S,Sep 1960,58.14089
168.75E,68.75S,Sep 1960,55.06612
171.25E,68.75S,Sep 1960,50.75085
173.75E,68.75S,Sep 1960,45.63329
176.25E,68.75S,Sep 1960,43.7674
178.75E,68.75S,Sep 1960,46.38095
178.75W,68.75S,Sep 1960,50.80275
176.25W,68.75S,Sep 1960,55.12105
173.75W,68.75S,Sep 1960,57.76059
171.25W,68.75S,Sep 1960,57.2977
168.75W,68.75S,Sep 1960,53.75586
166.25W,68.75S,Sep 1960,49.49458
163.75W,68.75S,Sep 1960,47.73906
161.25W,68.75S,Sep 1960,50.37874
158.75W,68.75S,Sep 1960,56.35098
156.25W,68.75S,Sep 1960,61.6062
153.75W,68.75S,Sep 1960,62.39238
151.25W,68.75S,Sep 1960,59.20935
148.75W,68.75S,Sep 1960,56.1987
146.25W,68.75S,Sep 1960,56.50275
143.75W,68.75S,Sep 1960,59.39485
141.25W,68.75S,Sep 1960,62.67015
138.75W,68.75S,Sep 1960,64.12557
136.25W,68.75S,Sep 1960,62.4785
133.75W,68.75S,Sep 1960,60.07
131.25W,68.75S,Sep 1960,59.53284
128.75W,68.75S,Sep 1960,60.58065
126.25W,68.75S,Sep 1960,60.97585
123.75W,68.75S,Sep 1960,58.7705
121.25W,68.75S,Sep 1960,54.86903
118.75W,68.75S,Sep 1960,51.74706
116.25W,68.75S,Sep 1960,51.71741
113.75W,68.75S,Sep 1960,55.33069
111.25W,68.75S,Sep 1960,58.11114
108.75W,68.75S,Sep 1960,56.31033
106.25W,68.75S,Sep 1960,53.66904
103.75W,68.75S,Sep 1960,52.09424
101.25W,68.75S,Sep 1960,50.62167
98.75W,68.75S,Sep 1960,52.6356
96.25W,68.75S,Sep 1960,59.02642
93.75W,68.75S,Sep 1960,64.98319
91.25W,68.75S,Sep 1960,65.66101
88.75W,68.75S,Sep 1960,59.93467
86.25W,68.75S,Sep 1960,51.42533
83.75W,68.75S,Sep 1960,46.31037
81.25W,68.75S,Sep 1960,49.77399
78.75W,68.75S,Sep 1960,62.09939
76.25W,68.75S,Sep 1960,69.12559
73.75W,68.75S,Sep 1960,58.39375
71.25W,68.75S,Sep 1960,43.42581
68.75W,68.75S,Sep 1960,37.3364
66.25W,68.75S,Sep 1960,36.52213
63.75W,68.75S,Sep 1960,37.01195
61.25W,68.75S,Sep 1960,38.16185
58.75W,68.75S,Sep 1960,46.9884
56.25W,68.75S,Sep 1960,60.34975
53.75W,68.75S,Sep 1960,58.17332
51.25W,68.75S,Sep 1960,41.16961
48.75W,68.75S,Sep 1960,26.20887
46.25W,68.75S,Sep 1960,20.64172
43.75W,68.75S,Sep 1960,25.76914
41.25W,68.75S,Sep 1960,39.87998
38.75W,68.75S,Sep 1960,54.1473
36.25W,68.75S,Sep 1960,56.3109
33.75W,68.75S,Sep 1960,45.35692
31.25W,68.75S,Sep 1960,32.72694
28.75W,68.75S,Sep 1960,28.54781
26.25W,68.75S,Sep 1960,32.54779
23.75W,68.75S,Sep 1960,37.77431
21.25W,68.75S,Sep 1960,38.76814
18.75W,68.75S,Sep 1960,34.40887
16.25W,68.75S,Sep 1960,29.33456
13.75W,68.75S,Sep 1960,27.54689
11.25W,68.75S,Sep 1960,27.40068
8.75W,68.75S,Sep 1960,27.11422
6.25W,68.75S,Sep 1960,26.27133
3.75W,68.75S,Sep 1960,25.02868
1.25W,68.75S,Sep 1960,24.1977
1.25E,66.25S,Sep 1960,29.84758
3.75E,66.25S,Sep 1960,29.88283
6.25E,66.25S,Sep 1960,28.99636
8.75E,66.25S,Sep 1960,27.98229
11.25E,66.25S,Sep 1960,28.2624
13.75E,66.25S,Sep 1960,29.622
16.25E,66.25S,Sep 1960,30.76542
18.75E,66.25S,Sep 1960,30.85151
21.25E,66.25S,Sep 1960,30.47439
23.75E,66.25S,Sep 1960,30.62443
26.25E,66.25S,Sep 1960,32.72421
28.75E,66.25S,Sep 1960,36.4012
31.25E,66.25S,Sep 1960,38.11613
33.75E,66.25S,Sep 1960,37.37325
36.25E,66.25S,Sep 1960,36.50292
38.75E,66.25S,Sep 1960,36.05202
41.25E,66.25S,Sep 1960,35.71985
43.75E,66.25S,Sep 1960,36.42313
46.25E,66.25S,Sep 1960,37.1011
48.75E,66.25S,Sep 1960,34.98268
51.25E,66.25S,Sep 1960,31.86607
53.75E,66.25S,Sep 1960,29.76922
56.25E,66.25S,Sep 1960,27.47789
58.75E,66.25S,Sep 1960,27.7042
61.25E,66.25S,Sep 1960,32.55486
63.75E,66.25S,Sep 1960,35.3958
66.25E,66.25S,Sep 1960,34.03892
68.75E,66.25S,Sep 1960,33.70007
71.25E,66.25S,Sep 1960,34.56387
73.75E,66.25S,Sep 1960,34.22086
76.25E,66.25S,Sep 1960,32.82691
78.75E,66.25S,Sep 1960,32.58376
81.25E,66.25S,Sep 1960,32.77991
83.75E,66.25S,Sep 1960,32.91863
86.25E,66.25S,Sep 1960,36.5498
88.75E,66.25S,Sep 1960,42.47581
91.25E,66.25S,Sep 1960,47.08118
93.75E,66.25S,Sep 1960,49.12149
96.25E,66.25S,Sep 1960,47.6729
98.75E,66.25S,Sep 1960,43.5975
101.25E,66.25S,Sep 1960,39.30395
103.75E,66.25S,Sep 1960,35.53901
106.25E,66.25S,Sep 1960,32.27158
108.75E,66.25S,Sep 1960,30.26875
111.25E,66.25S,Sep 1960,29.54112
113.75E,66.25S,Sep 1960,29.60722
116.25E,66.25S,Sep 1960,29.89907
118.75E,66.25S,Sep 1960,29.99065
121.25E,66.25S,Sep 1960,32.54167
123.75E,66.25S,Sep 1960,39.00872
126.25E,66.25S,Sep 1960,44.9592
128.75E,66.25S,Sep 1960,48.05346
131.25E,66.25S,Sep 1960,50.06459
133.75E,66.25S,Sep 1960,52.41446
136.25E,66.25S,Sep 1960,54.97351
138.75E,66.25S,Sep 1960,56.61929
141.25E,66.25S,Sep 1960,56.17908
143.75E,66.25S,Sep 1960,55.28919
146.25E,66.25S,Sep 1960,55.68486
148.75E,66.25S,Sep 1960,55.99437
151.25E,66.25S,Sep 1960,56.94616
153.75E,66.25S,Sep 1960,58.93509
156.25E,66.25S,Sep 1960,60.08619
158.75E,66.25S,Sep 1960,60.63013
161.25E,66.25S,Sep 1960,66.15341
163.75E,66.25S,Sep 1960,75.09012
166.25E,66.25S,Sep 1960,76.22495
168.75E,66.25S,Sep 1960,69.83298
171.25E,66.25S,Sep 1960,63.998
173.75E,66.25S,Sep 1960,62.9556
176.25E,66.25S,Sep 1960,66.72464
178.75E,66.25S,Sep 1960,71.23068
178.75W,66.25S,Sep 1960,72.80612
176.25W,66.25S,Sep 1960,71.48629
173.75W,66.25S,Sep 1960,69.63654
171.25W,66.25S,Sep 1960,68.0369
168.75W,66.25S,Sep 1960,65.38353
166.25W,66.25S,Sep 1960,61.30193
163.75W,66.25S,Sep 1960,58.02041
161.25W,66.25S,Sep 1960,58.93235
158.75W,66.25S,Sep 1960,64.29362
156.25W,66.25S,Sep 1960,69.37471
153.75W,66.25S,Sep 1960,69.30915
151.25W,66.25S,Sep 1960,65.07635
148.75W,66.25S,Sep 1960,62.37515
146.25W,66.25S,Sep 1960,64.33285
143.75W,66.25S,Sep 1960,67.798
141.25W,66.25S,Sep 1960,67.94896
138.75W,66.25S,Sep 1960,64.15572
136.25W,66.25S,Sep 1960,59.80001
133.75W,66.25S,Sep 1960,58.31647
131.25W,66.25S,Sep 1960,60.18737
128.75W,66.25S,Sep 1960,62.61514
126.25W,66.25S,Sep 1960,62.53151
123.75W,66.25S,Sep 1960,59.93954
121.25W,66.25S,Sep 1960,57.00713
118.75W,66.25S,Sep 1960,55.34285
116.25W,66.25S,Sep 1960,55.65499
113.75W,66.25S,Sep 1960,58.1653
111.25W,66.25S,Sep 1960,61.69388
108.75W,66.25S,Sep 1960,63.10736
106.25W,66.25S,Sep 1960,60.07918
103.75W,66.25S,Sep 1960,54.11229
101.25W,66.25S,Sep 1960,49.16629
98.75W,66.25S,Sep 1960,48.27033
96.25W,66.25S,Sep 1960,51.95014
93.75W,66.25S,Sep 1960,58.59647
91.25W,66.25S,Sep 1960,64.93781
88.75W,66.25S,Sep 1960,67.08533
86.25W,66.25S,Sep 1960,63.49479
83.75W,66.25S,Sep 1960,57.25566
81.25W,66.25S,Sep 1960,54.01669
78.75W,66.25S,Sep 1960,57.90265
76.25W,66.25S,Sep 1960,63.53027
73.75W,66.25S,Sep 1960,61.36183
71.25W,66.25S,Sep 1960,52.84434
68.75W,66.25S,Sep 1960,45.18224
66.25W,66.25S,Sep 1960,42.8569
63.75W,66.25S,Sep 1960,44.41515
61.25W,66.25S,Sep 1960,45.59641
58.75W,66.25S,Sep 1960,48.07645
56.25W,66.25S,Sep 1960,50.67077
53.75W,66.25S,Sep 1960,46.60715
51.25W,66.25S,Sep 1960,38.22982
48.75W,66.25S,Sep 1960,32.20582
46.25W,66.25S,Sep 1960,30.3578
43.75W,66.25S,Sep 1960,34.03024
41.25W,66.25S,Sep 1960,43.36784
38.75W,66.25S,Sep 1960,52.12688
36.25W,66.25S,Sep 1960,51.49394
33.75W,66.25S,Sep 1960,41.68525
31.25W,66.25S,Sep 1960,32.4448
28.75W,66.25S,Sep 1960,31.68676
26.25W,66.25S,Sep 1960,38.55453
23.75W,66.25S,Sep 1960,45.15866
21.25W,66.25S,Sep 1960,44.43465
18.75W,66.25S,Sep 1960,37.70177
16.25W,66.25S,Sep 1960,32.6233
13.75W,66.25S,Sep 1960,33.31741
11.25W,66.25S,Sep 1960,36.12365
8.75W,66.25S,Sep 1960,35.90468
6.25W,66.25S,Sep 1960,32.12484
3.75W,66.25S,Sep 1960,28.42044
1.25W,66.25S,Sep 1960,27.15386
1.25E,63.75S,Sep 1960,40.67153
3.75E,63.75S,Sep 1960,40.67783
6.25E,63.75S,Sep 1960,38.8547
8.75E,63.75S,Sep 1960,37.11572
11.25E,63.75S,Sep 1960,38.04859
13.75E,63.75S,Sep 1960,40.22421
16.25E,63.75S,Sep 1960,40.92807
18.75E,63.75S,Sep 1960,39.89541
21.25E,63.75S,Sep 1960,39.43709
23.75E,63.75S,Sep 1960,41.02518
26.25E,63.75S,Sep 1960,43.79903
28.75E,63.75S,Sep 1960,45.12422
31.25E,63.75S,Sep 1960,43.12056
33.75E,63.75S,Sep 1960,39.77288
36.25E,63.75S,Sep 1960,37.39618
38.75E,63.75S,Sep 1960,35.91401
41.25E,63.75S,Sep 1960,35.08538
43.75E,63.75S,Sep 1960,37.07317
46.25E,63.75S,Sep 1960,41.18373
48.75E,63.75S,Sep 1960,42.29254
51.25E,63.75S,Sep 1960,40.52635
53.75E,63.75S,Sep 1960,38.57898
56.25E,63.75S,Sep 1960,36.64667
58.75E,63.75S,Sep 1960,37.20687
61.25E,63.75S,Sep 1960,41.91771
63.75E,63.75S,Sep 1960,44.85792
66.25E,63.75S,Sep 1960,43.32151
68.75E,63.75S,Sep 1960,42.89204
71.25E,63.75S,Sep 1960,45.48494
73.75E,63.75S,Sep 1960,48.17953
76.25E,63.75S,Sep 1960,48.37355
78.75E,63.75S,Sep 1960,47.19889
81.25E,63.75S,Sep 1960,46.28034
83.75E,63.75S,Sep 1960,46.64758
86.25E,63.75S,Sep 1960,50.385
88.75E,63.75S,Sep 1960,54.36309
91.25E,63.75S,Sep 1960,54.98215
93.75E,63.75S,Sep 1960,54.63663
96.25E,63.75S,Sep 1960,54.65945
98.75E,63.75S,Sep 1960,53.21835
101.25E,63.75S,Sep 1960,50.86435
103.75E,63.75S,Sep 1960,49.35941
106.25E,63.75S,Sep 1960,49.51379
108.75E,63.75S,Sep 1960,51.20168
111.25E,63.75S,Sep 1960,53.28969
113.75E,63.75S,Sep 1960,54.44777
116.25E,63.75S,Sep 1960,54.17649
118.75E,63.75S,Sep 1960,53.68531
121.25E,63.75S,Sep 1960,55.2309
123.75E,63.75S,Sep 1960,59.21425
126.25E,63.75S,Sep 1960,62.79744
128.75E,63.75S,Sep 1960,63.99933
131.25E,63.75S,Sep 1960,63.67917
133.75E,63.75S,Sep 1960,64.09776
136.25E,63.75S,Sep 1960,66.48628
138.75E,63.75S,Sep 1960,69.87336
141.25E,63.75S,Sep 1960,70.71006
143.75E,63.75S,Sep 1960,68.52421
146.25E,63.75S,Sep 1960,66.75309
148.75E,63.75S,Sep 1960,66.50591
151.25E,63.75S,Sep 1960,69.39774
153.75E,63.75S,Sep 1960,74.64809
156.25E,63.75S,Sep 1960,77.48009
158.75E,63.75S,Sep 1960,76.47061
161.25E,63.75S,Sep 1960,76.81999
163.75E,63.75S,Sep 1960,80.88438
166.25E,63.75S,Sep 1960,82.54395
168.75E,63.75S,Sep 1960,79.00166
171.25E,63.75S,Sep 1960,74.50925
173.75E,63.75S,Sep 1960,74.56619
176.25E,63.75S,Sep 1960,79.59377
178.75E,63.75S,Sep 1960,83.32742
178.75W,63.75S,Sep 1960,80.44814
176.25W,63.75S,Sep 1960,72.90588
173.75W,63.75S,Sep 1960,67.72084
171.25W,63.75S,Sep 1960,68.2079
168.75W,63.75S,Sep 1960,70.28722
166.25W,63.75S,Sep 1960,68.59134
163.75W,63.75S,Sep 1960,63.82781
161.25W,63.75S,Sep 1960,62.4396
158.75W,63.75S,Sep 1960,67.60721
156.25W,63.75S,Sep 1960,73.86248
153.75W,63.75S,Sep 1960,73.7709
151.25W,63.75S,Sep 1960,67.82281
148.75W,63.75S,Sep 1960,63.54898
146.25W,63.75S,Sep 1960,64.87555
143.75W,63.75S,Sep 1960,66.99437
141.25W,63.75S,Sep 1960,63.88821
138.75W,63.75S,Sep 1960,57.11216
136.25W,63.75S,Sep 1960,53.15699
133.75W,63.75S,Sep 1960,54.85973
131.25W,63.75S,Sep 1960,58.90548
128.75W,63.75S,Sep 1960,60.64464
126.25W,63.75S,Sep 1960,59.36629
123.75W,63.75S,Sep 1960,58.25323
121.25W,63.75S,Sep 1960,59.61009
118.75W,63.75S,Sep 1960,61.76253
116.25W,63.75S,Sep 1960,61.66596
113.75W,63.75S,Sep 1960,59.36016
111.25W,63.75S,Sep 1960,57.57471
108.75W,63.75S,Sep 1960,57.39048
106.25W,63.75S,Sep 1960,57.51651
103.75W,63.75S,Sep 1960,56.96786
101.25W,63.75S,Sep 1960,55.6992
98.75W,63.75S,Sep 1960,53.93326
96.25W,63.75S,Sep 1960,52.62939
93.75W,63.75S,Sep 1960,53.75402
91.25W,63.75S,Sep 1960,58.359
88.75W,63.75S,Sep 1960,64.30952
86.25W,63.75S,Sep 1960,67.58904
83.75W,63.75S,Sep 1960,66.3985
81.25W,63.75S,Sep 1960,62.55437
78.75W,63.75S,Sep 1960,59.42331
76.25W,63.75S,Sep 1960,59.28545
73.75W,63.75S,Sep 1960,61.35683
71.25W,63.75S,Sep 1960,59.7824
68.75W,63.75S,Sep 1960,53.98376
66.25W,63.75S,Sep 1960,52.64544
63.75W,63.75S,Sep 1960,55.60294
61.25W,63.75S,Sep 1960,55.98189
58.75W,63.75S,Sep 1960,51.95091
56.25W,63.75S,Sep 1960,46.36812
53.75W,63.75S,Sep 1960,43.81641
51.25W,63.75S,Sep 1960,44.49649
48.75W,63.75S,Sep 1960,44.84762
46.25W,63.75S,Sep 1960,43.09289
43.75W,63.75S,Sep 1960,41.65091
41.25W,63.75S,Sep 1960,43.14325
38.75W,63.75S,Sep 1960,45.39149
36.25W,63.75S,Sep 1960,43.95292
33.75W,63.75S,Sep 1960,38.40837
31.25W,63.75S,Sep 1960,33.76305
28.75W,63.75S,Sep 1960,35.06937
26.25W,63.75S,Sep 1960,41.29604
23.75W,63.75S,Sep 1960,45.46503
21.25W,63.75S,Sep 1960,42.82166
18.75W,63.75S,Sep 1960,37.16656
16.25W,63.75S,Sep 1960,35.91638
13.75W,63.75S,Sep 1960,40.76091
11.25W,63.75S,Sep 1960,45.58656
8.75W,63.75S,Sep 1960,44.08247
6.25W,63.75S,Sep 1960,37.74879
3.75W,63.75S,Sep 1960,33.42583
1.25W,63.75S,Sep 1960,33.06221
1.25E,61.25S,Sep 1960,49.57735
3.75E,61.25S,Sep 1960,48.35441
6.25E,61.25S,Sep 1960,45.83587
8.75E,61.25S,Sep 1960,45.22314
11.25E,61.25S,Sep 1960,47.70376
13.75E,61.25S,Sep 1960,49.70989
16.25E,61.25S,Sep 1960,48.41068
18.75E,61.25S,Sep 1960,45.5311
21.25E,61.25S,Sep 1960,44.65195
23.75E,61.25S,Sep 1960,46.73157
26.25E,61.25S,Sep 1960,49.24133
28.75E,61.25S,Sep 1960,49.35651
31.25E,61.25S,Sep 1960,47.44559
33.75E,61.25S,Sep 1960,46.00406
36.25E,61.25S,Sep 1960,45.75206
38.75E,61.25S,Sep 1960,45.32758
41.25E,61.25S,Sep 1960,44.41444
43.75E,61.25S,Sep 1960,45.45008
46.25E,61.25S,Sep 1960,49.00013
48.75E,61.25S,Sep 1960,51.30777
51.25E,61.25S,Sep 1960,50.41842
53.75E,61.25S,Sep 1960,47.7776
56.25E,61.25S,Sep 1960,45.5849
58.75E,61.25S,Sep 1960,45.92343
61.25E,61.25S,Sep 1960,48.87571
63.75E,61.25S,Sep 1960,51.53691
66.25E,61.25S,Sep 1960,52.39595
68.75E,61.25S,Sep 1960,53.6941
71.25E,61.25S,Sep 1960,56.95251
73.75E,61.25S,Sep 1960,60.35543
76.25E,61.25S,Sep 1960,60.40394
78.75E,61.25S,Sep 1960,56.90708
81.25E,61.25S,Sep 1960,53.95643
83.75E,61.25S,Sep 1960,55.45041
86.25E,61.25S,Sep 1960,60.96187
88.75E,61.25S,Sep 1960,64.61517
91.25E,61.25S,Sep 1960,62.56885
93.75E,61.25S,Sep 1960,59.958
96.25E,61.25S,Sep 1960,60.99535
98.75E,61.25S,Sep 1960,62.12067
101.25E,61.25S,Sep 1960,61.49316
103.75E,61.25S,Sep 1960,61.00151
106.25E,61.25S,Sep 1960,62.35976
108.75E,61.25S,Sep 1960,65.52173
111.25E,61.25S,Sep 1960,68.85217
113.75E,61.25S,Sep 1960,70.61208
116.25E,61.25S,Sep 1960,70.58729
118.75E,61.25S,Sep 1960,70.1376
121.25E,61.25S,Sep 1960,70.81825
123.75E,61.25S,Sep 1960,72.32747
126.25E,61.25S,Sep 1960,72.41356
128.75E,61.25S,Sep 1960,71.27405
131.25E,61.25S,Sep 1960,70.25073
133.75E,61.25S,Sep 1960,70.07878
136.25E,61.25S,Sep 1960,71.71638
138.75E,61.25S,Sep 1960,75.17431
141.25E,61.25S,Sep 1960,77.38913
143.75E,61.25S,Sep 1960,76.42113
146.25E,61.25S,Sep 1960,74.10616
148.75E,61.25S,Sep 1960,72.86961
151.25E,61.25S,Sep 1960,75.90689
153.75E,61.25S,Sep 1960,81.18929
156.25E,61.25S,Sep 1960,83.01326
158.75E,61.25S,Sep 1960,79.82784
161.25E,61.25S,Sep 1960,75.80946
163.75E,61.25S,Sep 1960,77.03198
166.25E,61.25S,Sep 1960,81.69882
168.75E,61.25S,Sep 1960,82.67937
171.25E,61.25S,Sep 1960,78.28864
173.75E,61.25S,Sep 1960,73.88083
176.25E,61.25S,Sep 1960,74.02686
178.75E,61.25S,Sep 1960,76.17985
178.75W,61.25S,Sep 1960,74.38191
176.25W,61.25S,Sep 1960,67.97784
173.75W,61.25S,Sep 1960,63.77011
171.25W,61.25S,Sep 1960,65.54771
168.75W,61.25S,Sep 1960,68.99562
166.25W,61.25S,Sep 1960,69.00467
163.75W,61.25S,Sep 1960,65.37001
161.25W,61.25S,Sep 1960,63.13871
158.75W,61.25S,Sep 1960,66.53781
156.25W,61.25S,Sep 1960,72.54417
153.75W,61.25S,Sep 1960,72.92897
151.25W,61.25S,Sep 1960,66.01392
148.75W,61.25S,Sep 1960,60.11715
146.25W,61.25S,Sep 1960,60.61146
143.75W,61.25S,Sep 1960,62.40578
141.25W,61.25S,Sep 1960,59.02596
138.75W,61.25S,Sep 1960,52.97044
136.25W,61.25S,Sep 1960,51.3366
133.75W,61.25S,Sep 1960,55.20993
131.25W,61.25S,Sep 1960,59.24361
128.75W,61.25S,Sep 1960,59.40475
126.25W,61.25S,Sep 1960,57.82988
123.75W,61.25S,Sep 1960,58.47652
121.25W,61.25S,Sep 1960,61.45731
118.75W,61.25S,Sep 1960,64.53587
116.25W,61.25S,Sep 1960,63.91125
113.75W,61.25S,Sep 1960,58.9698
111.25W,61.25S,Sep 1960,55.52937
108.75W,61.25S,Sep 1960,56.0142
106.25W,61.25S,Sep 1960,56.96782
103.75W,61.25S,Sep 1960,57.34818
101.25W,61.25S,Sep 1960,58.26199
98.75W,61.25S,Sep 1960,58.5339
96.25W,61.25S,Sep 1960,57.24498
93.75W,61.25S,Sep 1960,55.80315
91.25W,61.25S,Sep 1960,55.90134
88.75W,61.25S,Sep 1960,59.23445
86.25W,61.25S,Sep 1960,64.09524
83.75W,61.25S,Sep 1960,66.46114
81.25W,61.25S,Sep 1960,65.36446
78.75W,61.25S,Sep 1960,62.91667
76.25W,61.25S,Sep 1960,61.73027
73.75W,61.25S,Sep 1960,61.61528
71.25W,61.25S,Sep 1960,60.06126
68.75W,61.25S,Sep 1960,57.50077
66.25W,61.25S,Sep 1960,58.67297
63.75W,61.25S,Sep 1960,62.27491
61.25W,61.25S,Sep 1960,62.08202
58.75W,61.25S,Sep 1960,56.35756
56.25W,61.25S,Sep 1960,49.06047
53.75W,61.25S,Sep 1960,46.54448
51.25W,61.25S,Sep 1960,49.25098
48.75W,61.25S,Sep 1960,51.46779
46.25W,61.25S,Sep 1960,49.53545
43.75W,61.25S,Sep 1960,45.9791
41.25W,61.25S,Sep 1960,44.59426
38.75W,61.25S,Sep 1960,45.32423
36.25W,61.25S,Sep 1960,45.31993
33.75W,61.25S,Sep 1960,42.60217
31.25W,61.25S,Sep 1960,39.05217
28.75W,61.25S,Sep 1960,38.47225
26.25W,61.25S,Sep 1960,41.29737
23.75W,61.25S,Sep 1960,43.39611
21.25W,61.25S,Sep 1960,41.85236
18.75W,61.25S,Sep 1960,39.33772
16.25W,61.25S,Sep 1960,40.33965
13.75W,61.25S,Sep 1960,44.76307
11.25W,61.25S,Sep 1960,47.34379
8.75W,61.25S,Sep 1960,44.57768
6.25W,61.25S,Sep 1960,39.92651
3.75W,61.25S,Sep 1960,39.24115
1.25W,61.25S,Sep 1960,41.44072
1.25E,58.75S,Sep 1960,53.62852
3.75E,58.75S,Sep 1960,52.14335
6.25E,58.75S,Sep 1960,51.15997
8.75E,58.75S,Sep 1960,52.69027
11.25E,58.75S,Sep 1960,54.98186
13.75E,58.75S,Sep 1960,54.67597
16.25E,58.75S,Sep 1960,51.50262
18.75E,58.75S,Sep 1960,48.58891
21.25E,58.75S,Sep 1960,48.09883
23.75E,58.75S,Sep 1960,49.25389
26.25E,58.75S,Sep 1960,50.27987
28.75E,58.75S,Sep 1960,50.35865
31.25E,58.75S,Sep 1960,50.32907
33.75E,58.75S,Sep 1960,51.58081
36.25E,58.75S,Sep 1960,53.56479
38.75E,58.75S,Sep 1960,54.17742
41.25E,58.75S,Sep 1960,53.42241
43.75E,58.75S,Sep 1960,53.80507
46.25E,58.75S,Sep 1960,56.18134
48.75E,58.75S,Sep 1960,58.31382
51.25E,58.75S,Sep 1960,58.3401
53.75E,58.75S,Sep 1960,57.09902
56.25E,58.75S,Sep 1960,56.73615
58.75E,58.75S,Sep 1960,58.17947
61.25E,58.75S,Sep 1960,60.37165
63.75E,58.75S,Sep 1960,62.31348
66.25E,58.75S,Sep 1960,63.87493
68.75E,58.75S,Sep 1960,64.73268
71.25E,58.75S,Sep 1960,64.76657
73.75E,58.75S,Sep 1960,64.01511
76.25E,58.75S,Sep 1960,62.1312
78.75E,58.75S,Sep 1960,59.42004
