"l1","l2","number_numeric","l1_typology","l2_typology","sameNumeralTypology"
"uk","no",1000,"1000","(1*)1000",FALSE
"uk","no",3,"atom","atom",TRUE
"uk","no",100,"100","(1*)100",FALSE
"uk","no",4,"atom","atom",TRUE
"uk","no",40,"atom","4*10/4*baseS",FALSE
"uk","no",6,"atom","atom",TRUE
"uk","no",11,"1+10","atom",FALSE
"uk","no",10,"atom","atom",TRUE
"uk","no",12,"2+10","atom",FALSE
"uk","no",8,"atom","atom",TRUE
"uk","no",60,"6*10","6*10",TRUE
"uk","no",80,"8*10","8*10",TRUE
"uk","no",20,"2*10","atom",FALSE
"uk","no",70,"7*10","7*10",TRUE
"uk","no",30,"3*10","3*10/3*base",FALSE
"pt","sv",100,"100","(1*)100",FALSE
"pt","sv",2,"atom","atom",TRUE
"pt","sv",1000,"1000","(1*)1000",FALSE
"pt","sv",40,"4*base","4*10",FALSE
"pt","sv",20,"atom","atom",TRUE
"pt","sv",50,"5*base","5*10",FALSE
"pt","sv",3,"atom","atom",TRUE
"pt","sv",60,"6*base","6*10",FALSE
"pt","sv",30,"3*base","3*10",FALSE
"pt","sv",70,"7*base","7*10",FALSE
"pt","sv",80,"8*base","8*10",FALSE
"pt","sv",90,"9*base","9*10",FALSE
"pt","sv",4,"atom","atom",TRUE
"pt","sv",8,"atom","atom",TRUE
"pt","sv",11,"1+10","atom",FALSE
"pt","sv",10,"atom","atom",TRUE
"pt","sv",6,"atom","atom",TRUE
"pt","sv",5,"atom","atom",TRUE
"pt","sv",12,"2+10","atom",FALSE
"pt","sv",9,"atom","atom",TRUE
"hu","nl",7,"atom","atom",TRUE
"hu","nl",1000,"1000","1000",TRUE
"hu","nl",1,"atom","atom",TRUE
"hu","nl",90,"9*10","9*10",TRUE
"hu","nl",7,"atom","atom",TRUE
"hu","nl",80,"8*10","8*10",TRUE
"hu","nl",100,"100","100",TRUE
"hu","nl",70,"7*10","7*10",TRUE
"hu","nl",60,"6*10","6*10",TRUE
"hu","nl",10,"atom","atom",TRUE
"hu","nl",50,"5*10","5*10",TRUE
"hu","nl",5,"atom","atom",TRUE
"hu","nl",3,"atom","atom",TRUE
"hu","nl",8,"atom","atom",TRUE
"hu","nl",6,"atom","atom",TRUE
"hu","nl",4,"atom","atom",TRUE
"hu","nl",9,"atom","atom",TRUE
"hu","nl",11,"10+1","atom",FALSE
"hu","nl",20,"2*10","2*10",TRUE
"hu","nl",30,"3*10","3*10",TRUE
"hu","nl",40,"4*10","4*10",TRUE
"cs","sv",1,"atom","atom",TRUE
"cs","sv",1,"atom","atom",TRUE
"cs","sv",2,"atom","atom",TRUE
"cs","sv",1000,"1000","(1*)1000",FALSE
"cs","sv",100,"100","(1*)100",FALSE
"cs","sv",3,"atom","atom",TRUE
"cs","sv",4,"atom","atom",TRUE
"cs","sv",30,"3*base","3*10",FALSE
"cs","sv",8,"atom","atom",TRUE
"cs","sv",11,"1+base","atom",FALSE
"cs","sv",20,"2*base","atom",FALSE
"cs","sv",90,"9*10","9*10",TRUE
"cs","sv",10,"atom","atom",TRUE
"cs","sv",80,"8*10","8*10",TRUE
"cs","sv",40,"4*base","4*10",FALSE
"cs","sv",6,"atom","atom",TRUE
"cs","sv",7,"atom","atom",TRUE
"cs","sv",60,"6*10","6*10",TRUE
"cs","sv",70,"7*10","7*10",TRUE
"cs","sv",9,"atom","atom",TRUE
"cs","sv",12,"2+base","atom",FALSE
"uk","fi",1,"atom","atom",TRUE
"uk","fi",1,"atom","atom",TRUE
"uk","fi",7,"atom","atom",TRUE
"uk","fi",2,"atom","atom",TRUE
"uk","fi",1000,"1000","1000",TRUE
"uk","fi",4,"atom","atom",TRUE
"uk","fi",3,"atom","atom",TRUE
"uk","fi",40,"atom","4*10",FALSE
"uk","fi",60,"6*10","6*10",TRUE
"uk","fi",70,"7*10","7*10",TRUE
"uk","fi",6,"atom","atom",TRUE
"uk","fi",10,"atom","atom",TRUE
"uk","fi",100,"100","100",TRUE
"uk","fi",8,"atom","atom",TRUE
"uk","fi",80,"8*10","8*10",TRUE
"uk","fi",11,"1+10","1+2ndbase",FALSE
"uk","fi",30,"3*10","3*10",TRUE
"uk","fi",20,"2*10","2*10",TRUE
"uk","fi",12,"2+10","2+2ndbase",FALSE
"fr","ru",9,"atom","atom",TRUE
"fr","ru",1,"atom","atom",TRUE
"fr","ru",1000,"1000","1000",TRUE
"fr","ru",2,"atom","atom",TRUE
"fr","ru",100,"100","100",TRUE
"fr","ru",9,"atom","atom",TRUE
"fr","ru",4,"atom","atom",TRUE
"fr","ru",8,"atom","atom",TRUE
"fr","ru",5,"atom","atom",TRUE
"fr","ru",40,"4*base","atom",FALSE
"fr","ru",6,"atom","atom",TRUE
"fr","ru",30,"3*base","3*base",TRUE
"fr","ru",20,"atom","2*base",FALSE
"fr","ru",60,"6*base","6*10",FALSE
"fr","ru",50,"5*base","5*10",FALSE
